

Here are the 16 flight plans:

BNA | IAD | AA | Non-stop | 06:00 | 08:35 | 248.00
BNA | VIE | American Airlines | 1 (PHL) | 17:30 | 02:50 | 980.00
BNA | VIE | Delta Air Lines | 1 (CDG) | 19:15 | 04:35 | 1,020.00
BNA | VIE | British Airways | 1 (LHR) | 21:00 | 06:20 | 1,050.00
VIE | BNA | Austrian Airlines | 1 (AMS) | 08:30 | 18:55 | 820.00
VIE | BNA | Lufthansa | 1 (FRA) | 11:00 | 21:20 | 890.00
VIE | BNA | Swiss International | 1 (ZRH) | 13:15 | 22:40 | 960.00
VIE | BNA | Turkish Airlines | 1 (IST) | 14:45 | 00:10 | 830.00
VIE | BNA | United Airlines | 1 (EWR) | 16:30 | 02:50 | 930.00
VIE | BNA | American Airlines | 1 (PHL) | 18:00 | 04:20 | 960.00
VIE | BNA | Delta Air Lines | 1 (CDG) | 19:45 | 06:00 | 1,010.00
VIE | BNA | British Airways | 1 (LHR) | 21:30 | 07:50 | 1,030.00


Here are the 16 flight plans:

BNA | ZRH | AA | 1 (PHL) | 08:00 | 18:30 | 850.00
BNA | ZRH | UA | 2 (EWR, FRA) | 10:30 | 21:15 | 1100.00
BNA | ZRH | DL | 1 (ATL) | 12:45 | 23:50 | 980.00
BNA | ZRH | LH | 1 (FRA) | 14:15 | 01:05 | 1050.00
BNA | ZRH | BA | 2 (LHR, MUC) | 16:00 | 02:45 | 1250.00
BNA | ZRH | KL | 1 (AMS) | 18:30 | 04:10 | 950.00
BNA | ZRH | AF | 2 (CDG, GVA) | 20:15 | 05:55 | 1200.00
BNA | ZRH | TK | 1 (IST) | 22:00 | 07:40 | 1000.00

ZRH | BNA | AA | 1 (PHL) | 09:00 | 15:30 | 900.00
ZRH | BNA | UA | 2 (FRA, EWR) | 11:30 | 18:15 | 1150.00
ZRH | BNA | DL | 1 (ATL) | 13:45 | 20:50 | 1020.00
ZRH | BNA | LH | 1 (FRA) | 15:15 | 22:05 | 1090.00
ZRH | BNA | BA | 2 (MUC, LHR) | 17:00 | 00:45 | 1290.00
ZRH | BNA | KL | 1 (AMS) | 19:30 | 02:10 | 990.00
ZRH | BNA | AF | 2 (GVA, CDG) | 21:15 | 04:55 | 1240.00
ZRH | BNA | TK | 1 (IST) | 23:00 | 06:40 | 1040.00
