

Here are the 16 flight plans:

IAH | PHL | United | Non-stop | 06:00 | 10:05 | 258.00
KEF | IAH | AA | 2 (PHL, CLT) | 10:30 | 17:45 | 900.00
KEF | IAH | DL | 1 (JFK) | 12:15 | 19:40 | 750.00
KEF | IAH | WN | 2 (BWI, HOU) | 14:00 | 21:20 | 600.00
KEF | IAH | LH | 1 (FRA) | 16:00 | 23:25 | 850.00
KEF | IAH | BA | 2 (LHR, MAN) | 18:30 | 02:50 | 950.00
KEF | IAH | AF | 1 (CDG) | 20:45 | 05:10 | 820.00
KEF | IAH | KL | 2 (AMS, PAR) | 22:15 | 07:35 | 900.00


Here are the 16 flight plans:

IAH | GIG | United | 0 | 08:00 | 18:30 | 850.00
IAH | GIG | American | 1 (MIA) | 09:15 | 20:45 | 950.00
IAH | GIG | LATAM | 0 | 10:30 | 21:00 | 720.00
IAH | GIG | Delta | 1 (ATL) | 11:45 | 22:15 | 820.00
IAH | GIG | Avianca | 1 (BOG) | 13:00 | 23:30 | 900.00
IAH | GIG | Copa | 1 (PTY) | 14:15 | 00:45 | 880.00
IAH | GIG | Azul | 0 | 15:30 | 01:00 | 780.00
IAH | GIG | Aeromexico | 1 (MEX) | 16:45 | 02:15 | 910.00
GIG | IAH | United | 0 | 08:00 | 14:30 | 790.00
GIG | IAH | American | 1 (MIA) | 09:15 | 16:45 | 890.00
GIG | IAH | LATAM | 0 | 10:30 | 18:00 | 740.00
GIG | IAH | Delta | 1 (ATL) | 11:45 | 19:15 | 810.00
GIG | IAH | Avianca | 1 (BOG) | 13:00 | 20:30 | 930.00
GIG | IAH | Copa | 1 (PTY) | 14:15 | 21:45 | 860.00
GIG | IAH | Azul | 0 | 15:30 | 22:00 | 760.00
GIG | IAH | Aeromexico | 1 (MEX) | 16:45 | 23:15 | 920.00


Here are the 16 flight plans:

IAH | FCO | American Airlines | Non-stop | 10:00 | 14:30 | 850.00
IAH | FCO | Lufthansa | 1 stop (FRA) | 12:30 | 17:15 | 920.00
IAH | FCO | United Airlines | Non-stop | 14:00 | 18:30 | 800.00
IAH | FCO | British Airways | 1 stop (LHR) | 15:30 | 20:45 | 950.00
IAH | FCO | Turkish Airlines | 1 stop (IST) | 16:00 | 22:00 | 980.00
IAH | FCO | Delta Air Lines | Non-stop | 17:00 | 21:30 | 820.00
IAH | FCO | Alitalia | Non-stop | 18:00 | 22:30 | 890.00
IAH | FCO | Air France | 1 stop (CDG) | 19:00 | 23:45 | 930.00
FCO | IAH | American Airlines | Non-stop | 09:00 | 13:30 | 850.00
FCO | IAH | Lufthansa | 1 stop (FRA) | 11:30 | 16:15 | 920.00
FCO | IAH | United Airlines | Non-stop | 13:00 | 17:30 | 800.00
FCO | IAH | British Airways | 1 stop (LHR) | 14:30 | 19:45 | 950.00
FCO | IAH | Turkish Airlines | 1 stop (IST) | 15:00 | 21:00 | 980.00
FCO | IAH | Delta Air Lines | Non-stop | 16:00 | 20:30 | 820.00
FCO | IAH | Alitalia | Non-stop | 17:00 | 21:30 | 890.00
FCO | IAH | Air France | 1 stop (CDG) | 18:00 | 22:45 | 930.00


Here are the 16 flight plans:

IAH | SCL | LATAM | 1 (MIA) | 08:00 | 22:35 | 850.00
IAH | SCL | American | 2 (DFW, LIM) | 10:30 | 02:10 | 1200.00
IAH | SCL | United | Non-stop | 12:45 | 02:15 | 900.00
IAH | SCL | Avianca | 1 (BOG) | 14:10 | 03:40 | 1100.00
IAH | SCL | Delta | 1 (ATL) | 16:00 | 04:30 | 1000.00
IAH | SCL | LATAM | 2 (MEX, LIM) | 18:30 | 06:10 | 1300.00
IAH | SCL | Copa | 1 (PTY) | 20:45 | 07:20 | 1050.00
IAH | SCL | Aeromexico | 2 (MEX, SJO) | 22:10 | 08:40 | 1250.00

SCL | IAH | LATAM | 1 (LIM) | 09:00 | 19:35 | 800.00
SCL | IAH | American | 2 (LIM, DFW) | 11:30 | 22:10 | 1150.00
SCL | IAH | United | Non-stop | 13:45 | 00:15 | 850.00
SCL | IAH | Avianca | 1 (BOG) | 15:10 | 02:40 | 1050.00
SCL | IAH | Delta | 1 (ATL) | 17:00 | 04:30 | 950.00
SCL | IAH | LATAM | 2 (MIA, MEX) | 19:30 | 06:10 | 1200.00
SCL | IAH | Copa | 1 (PTY) | 21:45 | 07:20 | 1000.00
SCL | IAH | Aeromexico | 2 (SJO, MEX) | 23:10 | 08:40 | 1150.00


Here are the 16 flight plans:

IAH | ICN | Korean Air | 1 (NRT) | 09:00 | 20:30 | 850.00
IAH | ICN | United | 0 | 11:30 | 18:00 | 1200.00
IAH | ICN | Lufthansa | 2 (FRA, HKG) | 14:00 | 22:30 | 1800.00
IAH | ICN | American | 1 (DFW) | 16:00 | 21:30 | 1000.00
IAH | ICN | Asiana | 0 | 18:00 | 01:30 | 900.00
IAH | ICN | Delta | 1 (ATL) | 20:00 | 02:30 | 1100.00
IAH | ICN | Singapore | 1 (SIN) | 22:00 | 04:30 | 1300.00
IAH | ICN | Japan Airlines | 1 (NRT) | 23:59 | 06:30 | 1400.00
ICN | IAH | Korean Air | 1 (HKG) | 09:00 | 20:30 | 850.00
ICN | IAH | Asiana | 0 | 11:30 | 18:00 | 1200.00
ICN | IAH | Lufthansa | 2 (FRA, JFK) | 14:00 | 22:30 | 1800.00
ICN | IAH | United | 1 (SFO) | 16:00 | 21:30 | 1000.00
ICN | IAH | American | 1 (DFW) | 18:00 | 01:30 | 900.00
ICN | IAH | Delta | 1 (ATL) | 20:00 | 02:30 | 1100.00
ICN | IAH | Singapore | 1 (SIN) | 22:00 | 04:30 | 1300.00
ICN | IAH | Japan Airlines | 1 (NRT) | 23:59 | 06:30 | 1400.00
ICN | IAH | China Eastern | 2 (PVG, LAX) | 01:00 | 07:30 | 1600.00


Here are the 16 flight plans:

IAH | PVG | United | 1 (NRT) | 10:30 | 15:45 | 850.00
IAH | PVG | China Eastern | 2 (DFW, NKG) | 14:15 | 20:30 | 950.00
IAH | PVG | Air China | 1 (PEK) | 16:00 | 22:15 | 780.00
IAH | PVG | Lufthansa | 2 (FRA, HKG) | 18:45 | 01:00 | 1050.00
IAH | PVG | American | 1 (DFW) | 20:00 | 02:20 | 920.00
IAH | PVG | Delta | 2 (ATL, NGO) | 21:30 | 03:50 | 980.00
IAH | PVG | Turkish | 2 (IST, BKK) | 22:15 | 04:35 | 1100.00
IAH | PVG | Singapore | 1 (SIN) | 23:59 | 06:10 | 1000.00
PVG | IAH | United | 1 (NRT) | 09:00 | 14:15 | 850.00
PVG | IAH | China Eastern | 2 (NKG, DFW) | 11:30 | 17:45 | 950.00
PVG | IAH | Air China | 1 (PEK) | 13:45 | 20:00 | 780.00
PVG | IAH | Lufthansa | 2 (HKG, FRA) | 15:15 | 22:30 | 1050.00
PVG | IAH | American | 1 (DFW) | 17:00 | 23:20 | 920.00
PVG | IAH | Delta | 2 (NGO, ATL) | 18:30 | 01:50 | 980.00
PVG | IAH | Turkish | 2 (BKK, IST) | 20:15 | 03:35 | 1100.00
PVG | IAH | Singapore | 1 (SIN) | 21:59 | 05:10 | 1000.00


Here are the 16 flight plans:

IAH | SIN | Singapore Airlines | 1 (NRT) | 10:30 | 20:15 | 850.00
IAH | SIN | United Airlines | 2 (LAX, HKG) | 14:00 | 23:45 | 1100.00
IAH | SIN | Lufthansa | 1 (FRA) | 16:45 | 02:10 | 1250.00
IAH | SIN | Turkish Airlines | 2 (IST, DXB) | 18:15 | 04:30 | 900.00
IAH | SIN | Qatar Airways | 1 (DOH) | 20:00 | 05:50 | 1000.00
IAH | SIN | American Airlines | 2 (DFW, NRT) | 21:30 | 07:10 | 1200.00
IAH | SIN | Emirates | 1 (DXB) | 22:45 | 08:30 | 1150.00
IAH | SIN | ANA | 1 (NRT) | 23:59 | 09:40 | 1050.00
SIN | IAH | Singapore Airlines | 1 (NRT) | 09:00 | 19:45 | 850.00
SIN | IAH | United Airlines | 2 (HKG, LAX) | 11:30 | 22:15 | 1100.00
SIN | IAH | Lufthansa | 1 (FRA) | 13:15 | 00:40 | 1250.00
SIN | IAH | Turkish Airlines | 2 (DXB, IST) | 15:00 | 02:45 | 900.00
SIN | IAH | Qatar Airways | 1 (DOH) | 16:45 | 04:35 | 1000.00
SIN | IAH | American Airlines | 2 (NRT, DFW) | 18:30 | 06:10 | 1200.00
SIN | IAH | Emirates | 1 (DXB) | 20:15 | 07:50 | 1150.00
SIN | IAH | ANA | 1 (NRT) | 21:50 | 09:30 | 1050.00
SIN | IAH | Cathay Pacific | 1 (HKG) | 23:20 | 11:00 | 950.00


Here are the 16 flight plans:

IAH | SPU | UA | 0 | 08:00 | 14:30 | 850.00
IAH | SPU | AA | 1 (MIA) | 09:30 | 17:15 | 720.00
IAH | SPU | DL | 0 | 11:00 | 17:45 | 900.00
IAH | SPU | WN | 1 (DAL) | 12:30 | 19:10 | 650.00
IAH | SPU | F9 | 0 | 14:00 | 20:30 | 580.00
IAH | SPU | B6 | 1 (JFK) | 15:30 | 22:15 | 780.00
IAH | SPU | NK | 0 | 17:00 | 23:45 | 550.00
IAH | SPU | AS | 1 (SEA) | 18:30 | 01:15 | 820.00
SPU | IAH | UA | 0 | 06:00 | 12:30 | 850.00
SPU | IAH | AA | 1 (CLT) | 07:30 | 14:15 | 720.00
SPU | IAH | DL | 0 | 09:00 | 15:45 | 900.00
SPU | IAH | WN | 1 (HOU) | 10:30 | 17:10 | 650.00
SPU | IAH | F9 | 0 | 12:00 | 18:30 | 580.00
SPU | IAH | B6 | 1 (BOS) | 13:30 | 20:15 | 780.00
SPU | IAH | NK | 0 | 15:00 | 21:45 | 550.00
SPU | IAH | AS | 1 (SFO) | 16:30 | 23:15 | 820.00


Here are the 16 flight plans:

IAH | ARN | United | 1 (LHR) | 08:00 | 18:30 | 850.00
IAH | ARN | Lufthansa | 2 (FRA, CPH) | 10:30 | 21:15 | 1050.00
IAH | ARN | American | 1 (PHL) | 12:45 | 22:50 | 900.00
IAH | ARN | Delta | 0 | 14:00 | 20:30 | 750.00
IAH | ARN | British Airways | 1 (LHR) | 16:15 | 00:45 | 950.00
IAH | ARN | KLM | 2 (AMS, OSL) | 18:30 | 02:15 | 1100.00
IAH | ARN | Air France | 1 (CDG) | 20:45 | 04:20 | 1000.00
IAH | ARN | Turkish Airlines | 2 (IST, CPH) | 22:50 | 06:30 | 1150.00
ARN | IAH | SAS | 1 (CPH) | 08:00 | 14:30 | 800.00
ARN | IAH | Lufthansa | 2 (FRA, MIA) | 10:30 | 18:15 | 1050.00
ARN | IAH | United | 1 (EWR) | 12:45 | 20:50 | 900.00
ARN | IAH | Delta | 0 | 14:00 | 20:30 | 750.00
ARN | IAH | British Airways | 1 (LHR) | 16:15 | 22:45 | 950.00
ARN | IAH | KLM | 2 (AMS, PHL) | 18:30 | 02:15 | 1100.00
ARN | IAH | Air France | 1 (CDG) | 20:45 | 04:20 | 1000.00
ARN | IAH | Turkish Airlines | 2 (IST, EWR) | 22:50 | 06:30 | 1150.00


Here are the 16 flight plans:

IAH | SYD | Qantas | 1 (LAX) | 08:00 | 06:30 | 950.00
IAH | SYD | American | 2 (DFW, AKL) | 10:30 | 09:15 | 1200.00
IAH | SYD | United | 1 (SFO) | 14:00 | 11:45 | 1050.00
IAH | SYD | Delta | 1 (LAX) | 16:30 | 14:15 | 1100.00
IAH | SYD | Emirates | 2 (DXB, PER) | 18:00 | 17:30 | 1300.00
IAH | SYD | Singapore | 1 (SIN) | 20:00 | 19:30 | 1250.00
IAH | SYD | Air New Zealand | 1 (AKL) | 22:00 | 21:45 | 1150.00
IAH | SYD | Virgin Australia | 1 (BNE) | 23:30 | 22:15 | 1000.00

SYD | IAH | Qantas | 1 (LAX) | 08:30 | 06:00 | 980.00
SYD | IAH | American | 2 (AKL, DFW) | 10:00 | 09:45 | 1250.00
SYD | IAH | United | 1 (SFO) | 12:30 | 10:15 | 1090.00
SYD | IAH | Delta | 1 (LAX) | 14:30 | 12:15 | 1140.00
SYD | IAH | Emirates | 2 (PER, DXB) | 16:00 | 15:30 | 1350.00
SYD | IAH | Singapore | 1 (SIN) | 18:30 | 17:15 | 1290.00
SYD | IAH | Air New Zealand | 1 (AKL) | 20:30 | 19:15 | 1190.00
SYD | IAH | Virgin Australia | 1 (BNE) | 22:30 | 21:15 | 1040.00


Here are the 16 flight plans:

IAH | NRT | ANA | 0 | 11:30 | 14:45 | 850.00
IAH | NRT | United | 1 (HNL) | 08:00 | 17:30 | 1200.00
IAH | NRT | Japan Airlines | 0 | 13:15 | 16:30 | 950.00
IAH | NRT | American Airlines | 1 (DFW) | 09:45 | 19:15 | 1100.00
IAH | NRT | Delta | 1 (LAX) | 10:30 | 20:00 | 1000.00
IAH | NRT | Singapore Airlines | 1 (SIN) | 12:00 | 21:30 | 1300.00
IAH | NRT | Korean Air | 1 (ICN) | 11:15 | 22:00 | 1250.00
IAH | NRT | China Airlines | 1 (TPE) | 14:00 | 23:30 | 1050.00
NRT | IAH | ANA | 0 | 09:00 | 06:30 | 900.00
NRT | IAH | United | 1 (SFO) | 11:30 | 09:15 | 1150.00
NRT | IAH | Japan Airlines | 0 | 13:45 | 11:15 | 1000.00
NRT | IAH | American Airlines | 1 (ORD) | 15:15 | 12:45 | 1050.00
NRT | IAH | Delta | 1 (ATL) | 16:30 | 14:15 | 1100.00
NRT | IAH | Singapore Airlines | 1 (FRA) | 18:00 | 16:00 | 1300.00
NRT | IAH | Korean Air | 1 (LAX) | 19:15 | 17:30 | 1200.00
NRT | IAH | China Airlines | 1 (HKG) | 20:45 | 19:00 | 1150.00


Here are the 16 flight plans:

IAH | HND | ANA | 1 (NRT) | 09:00 | 11:45 | 850.00
IAH | HND | UA | 1 (SFO) | 11:30 | 14:15 | 720.00
IAH | HND | JL | 0 | 13:45 | 16:30 | 950.00
IAH | HND | AA | 1 (DFW) | 15:00 | 17:45 | 790.00
IAH | HND | DL | 1 (ATL) | 16:30 | 19:15 | 830.00
IAH | HND | CX | 1 (HKG) | 18:00 | 20:45 | 900.00
IAH | HND | SQ | 1 (SIN) | 19:30 | 22:15 | 980.00
IAH | HND | LH | 1 (FRA) | 21:00 | 23:45 | 860.00
HND | IAH | ANA | 1 (NRT) | 09:30 | 07:15 | 840.00
HND | IAH | UA | 1 (SFO) | 11:00 | 08:45 | 700.00
HND | IAH | JL | 0 | 12:15 | 09:50 | 920.00
HND | IAH | AA | 1 (DFW) | 13:45 | 11:30 | 770.00
HND | IAH | DL | 1 (ATL) | 15:15 | 12:55 | 800.00
HND | IAH | CX | 1 (HKG) | 16:45 | 14:30 | 880.00
HND | IAH | SQ | 1 (SIN) | 18:15 | 15:55 | 960.00
HND | IAH | LH | 1 (FRA) | 19:45 | 17:30 | 850.00
HND | IAH | KE | 1 (ICN) | 21:15 | 18:55 | 890.00


Here are the 16 flight plans:

IAH | YYZ | United | 0 | 08:00 | 13:35 | 420.00
IAH | YYZ | Air Canada | 1 (ORD) | 09:15 | 16:50 | 450.00
IAH | YYZ | American | 0 | 10:30 | 16:05 | 480.00
IAH | YYZ | WestJet | 1 (DEN) | 11:45 | 18:20 | 500.00
IAH | YYZ | Delta | 0 | 13:00 | 18:35 | 520.00
IAH | YYZ | Lufthansa | 1 (FRA) | 14:15 | 21:50 | 600.00
IAH | YYZ | Turkish Airlines | 1 (IST) | 15:30 | 23:05 | 650.00
IAH | YYZ | Avianca | 1 (BOG) | 16:45 | 00:20 | 700.00
YYZ | IAH | United | 0 | 08:00 | 10:35 | 420.00
YYZ | IAH | Air Canada | 1 (YUL) | 09:15 | 12:50 | 450.00
YYZ | IAH | American | 0 | 10:30 | 13:05 | 480.00
YYZ | IAH | WestJet | 1 (YYC) | 11:45 | 15:20 | 500.00
YYZ | IAH | Delta | 0 | 13:00 | 15:35 | 520.00
YYZ | IAH | Lufthansa | 1 (FRA) | 14:15 | 18:50 | 600.00
YYZ | IAH | Turkish Airlines | 1 (IST) | 15:30 | 20:05 | 650.00
YYZ | IAH | Avianca | 1 (BOG) | 16:45 | 22:20 | 700.00


Here are the 16 flight plans:

IAH | YVR | United | 1 (DEN) | 08:00 | 10:30 | 450.00
IAH | YVR | American | 1 (ORD) | 09:15 | 12:00 | 480.00
IAH | YVR | Delta | 0 | 10:30 | 13:15 | 520.00
IAH | YVR | WestJet | 1 (YYC) | 11:45 | 14:30 | 400.00
IAH | YVR | Air Canada | 1 (YYZ) | 12:50 | 15:45 | 550.00
IAH | YVR | United | 2 (DEN, SFO) | 14:00 | 17:30 | 620.00
IAH | YVR | Alaska | 1 (SEA) | 15:15 | 18:00 | 500.00
IAH | YVR | Spirit | 1 (LAS) | 16:30 | 19:15 | 380.00
YVR | IAH | Air Canada | 1 (YYZ) | 08:00 | 14:30 | 580.00
YVR | IAH | WestJet | 1 (YYC) | 09:15 | 15:45 | 420.00
YVR | IAH | United | 1 (SFO) | 10:30 | 16:15 | 500.00
YVR | IAH | American | 1 (ORD) | 11:45 | 17:30 | 520.00
YVR | IAH | Delta | 0 | 12:50 | 18:45 | 600.00
YVR | IAH | Alaska | 1 (SEA) | 14:00 | 19:30 | 480.00
YVR | IAH | Spirit | 1 (LAS) | 15:15 | 20:45 | 400.00
YVR | IAH | United | 2 (SFO, DEN) | 16:30 | 22:15 | 650.00
YVR | IAH | WestJet | 2 (YYC, YEG) | 17:45 | 23:30 | 580.00


Here are the 16 flight plans:

IAH | VIE | Lufthansa | 1 (FRA) | 14:30 | 08:35 | 850.00
IAH | VIE | United | 2 (EWR, FRA) | 10:15 | 11:20 | 1050.00
IAH | VIE | Austrian | 0 | 16:45 | 10:50 | 950.00
IAH | VIE | Turkish | 1 (IST) | 12:00 | 13:05 | 800.00
IAH | VIE | American | 2 (PHL, CDG) | 08:00 | 09:05 | 1200.00
IAH | VIE | Delta | 1 (AMS) | 15:30 | 09:35 | 1000.00
IAH | VIE | British | 1 (LHR) | 11:45 | 12:50 | 1100.00
IAH | VIE | Swiss | 1 (ZRH) | 13:15 | 14:20 | 900.00
VIE | IAH | Lufthansa | 1 (FRA) | 09:30 | 14:35 | 850.00
VIE | IAH | United | 2 (FRA, EWR) | 07:15 | 12:20 | 1050.00
VIE | IAH | Austrian | 0 | 11:45 | 16:50 | 950.00
VIE | IAH | Turkish | 1 (IST) | 10:00 | 15:05 | 800.00
VIE | IAH | American | 2 (CDG, PHL) | 08:00 | 13:05 | 1200.00
VIE | IAH | Delta | 1 (AMS) | 14:30 | 19:35 | 1000.00
VIE | IAH | British | 1 (LHR) | 12:45 | 17:50 | 1100.00
VIE | IAH | Swiss | 1 (ZRH) | 15:15 | 20:20 | 900.00


Here are the 16 flight plans:

IAH | ZRH | Lufthansa | Non-stop | 08:00 | 18:30 | 850.00
IAH | ZRH | United | 1 stop (FRA) | 09:30 | 20:15 | 720.00
IAH | ZRH | Swiss | Non-stop | 10:00 | 20:00 | 950.00
IAH | ZRH | American | 1 stop (PHL) | 11:15 | 22:00 | 650.00
IAH | ZRH | Delta | 2 stops (ATL, CDG) | 12:00 | 23:45 | 580.00
IAH | ZRH | Turkish | 1 stop (IST) | 13:30 | 01:15 | 600.00
IAH | ZRH | British Airways | 1 stop (LHR) | 14:45 | 02:30 | 750.00
IAH | ZRH | KLM | 1 stop (AMS) | 16:00 | 03:45 | 680.00
ZRH | IAH | Swiss | Non-stop | 09:00 | 13:30 | 900.00
ZRH | IAH | Lufthansa | 1 stop (FRA) | 10:30 | 15:15 | 780.00
ZRH | IAH | United | 1 stop (EWR) | 11:45 | 16:30 | 620.00
ZRH | IAH | American | 1 stop (PHL) | 13:00 | 18:45 | 700.00
ZRH | IAH | Delta | 2 stops (CDG, ATL) | 14:15 | 21:00 | 550.00
ZRH | IAH | Turkish | 1 stop (IST) | 15:30 | 22:15 | 580.00
ZRH | IAH | British Airways | 1 stop (LHR) | 16:45 | 23:30 | 820.00
ZRH | IAH | KLM | 1 stop (AMS) | 18:00 | 00:45 | 650.00
