

Here are the 16 flight plans:

BOS | SEA | AA | 1 (ORD) | 06:00 | 11:30 | 450.00
PVG | BOS | AA | 1 (NRT) | 08:00 | 07:30 | 900.00
PVG | BOS | UA | 2 (ICN, SFO) | 10:00 | 10:45 | 1150.00
PVG | BOS | DL | 1 (LAX) | 12:00 | 12:15 | 950.00
PVG | BOS | CX | 0 | 14:00 | 14:30 | 1250.00
PVG | BOS | JL | 1 (NRT) | 16:00 | 16:30 | 1000.00
PVG | BOS | KE | 2 (ICN, ATL) | 18:00 | 20:45 | 1200.00
PVG | BOS | HU | 1 (PEK) | 20:00 | 21:15 | 1050.00
PVG | BOS | MU | 0 | 22:00 | 23:30 | 1350.00


Here are the 16 flight plans:

BOS | SIN | SQ | 1 (NRT) | 08:00 | 07:30 | 850.00
BOS | SIN | JL | 1 (HND) | 09:30 | 09:00 | 920.00
BOS | SIN | AA | 2 (ORD, HKG) | 10:00 | 11:30 | 1050.00
BOS | SIN | UA | 1 (SFO) | 11:30 | 11:00 | 980.00
BOS | SIN | CX | 1 (HKG) | 12:30 | 12:00 | 950.00
BOS | SIN | QR | 1 (DOH) | 13:30 | 13:00 | 1020.00
BOS | SIN | LH | 2 (FRA, BKK) | 14:30 | 15:30 | 1100.00
BOS | SIN | EK | 1 (DXB) | 15:30 | 15:00 | 1000.00
SIN | BOS | SQ | 1 (NRT) | 08:00 | 07:30 | 850.00
SIN | BOS | JL | 1 (HND) | 09:30 | 09:00 | 920.00
SIN | BOS | UA | 1 (SFO) | 11:30 | 11:00 | 980.00
SIN | BOS | CX | 1 (HKG) | 12:30 | 12:00 | 950.00
SIN | BOS | QR | 1 (DOH) | 13:30 | 13:00 | 1020.00
SIN | BOS | LH | 2 (FRA, BKK) | 14:30 | 15:30 | 1100.00
SIN | BOS | EK | 1 (DXB) | 15:30 | 15:00 | 1000.00
SIN | BOS | AA | 2 (HKG, ORD) | 16:30 | 17:30 | 1050.00
SIN | BOS | TG | 1 (BKK) | 17:30 | 17:00 | 930.00


Here are the 16 flight plans:

BOS | SPU | AA | 0 | 08:00 | 12:30 | 450.00
BOS | SPU | UA | 1 (CDG) | 09:30 | 17:45 | 520.00
BOS | SPU | DL | 0 | 11:15 | 15:45 | 480.00
BOS | SPU | LH | 1 (FRA) | 12:45 | 20:10 | 600.00
BOS | SPU | TK | 1 (IST) | 14:00 | 22:30 | 550.00
BOS | SPU | BA | 0 | 15:30 | 20:00 | 500.00
BOS | SPU | KL | 1 (AMS) | 16:45 | 23:15 | 580.00
BOS | SPU | AZ | 1 (MXP) | 18:00 | 00:30 | 620.00
SPU | BOS | AA | 0 | 06:00 | 10:30 | 420.00
SPU | BOS | UA | 1 (EWR) | 07:30 | 14:45 | 500.00
SPU | BOS | DL | 0 | 09:15 | 13:45 | 460.00
SPU | BOS | LH | 1 (MUC) | 10:45 | 17:10 | 580.00
SPU | BOS | TK | 1 (IST) | 12:00 | 19:30 | 520.00
SPU | BOS | BA | 0 | 13:30 | 18:00 | 490.00
SPU | BOS | KL | 1 (AMS) | 15:00 | 21:30 | 560.00
SPU | BOS | AZ | 1 (FCO) | 16:30 | 23:00 | 600.00


Here are the 16 flight plans:

BOS | ARN | Norwegian | 0 | 08:00 | 18:30 | 450.00
BOS | ARN | SAS | 1 (CPH) | 10:30 | 20:15 | 520.00
BOS | ARN | Lufthansa | 1 (FRA) | 12:45 | 22:00 | 600.00
BOS | ARN | TAP Air Portugal | 1 (LIS) | 14:15 | 23:30 | 580.00
BOS | ARN | KLM | 1 (AMS) | 16:00 | 00:45 | 550.00
BOS | ARN | Icelandair | 1 (KEF) | 18:30 | 02:15 | 480.00
BOS | ARN | British Airways | 1 (LHR) | 20:45 | 04:30 | 620.00
BOS | ARN | Finnair | 1 (HEL) | 22:15 | 06:00 | 590.00
ARN | BOS | Norwegian | 0 | 09:00 | 19:30 | 420.00
ARN | BOS | SAS | 1 (OSL) | 11:30 | 21:15 | 500.00
ARN | BOS | Lufthansa | 1 (MUC) | 13:45 | 22:50 | 580.00
ARN | BOS | TAP Air Portugal | 1 (OPO) | 15:15 | 00:30 | 560.00
ARN | BOS | KLM | 1 (BRU) | 17:00 | 02:45 | 530.00
ARN | BOS | Icelandair | 1 (REK) | 19:30 | 04:15 | 490.00
ARN | BOS | British Airways | 1 (MAN) | 21:45 | 06:30 | 610.00
ARN | BOS | Finnair | 1 (TLL) | 23:15 | 08:00 | 590.00


Here are the 16 flight plans:

BOS | SYD | Qantas | 1 (LAX) | 08:00 | 06:00 | 850.00
BOS | SYD | American Airlines | 2 (JFK, NRT) | 10:00 | 09:00 | 1200.00
BOS | SYD | Delta | 1 (HNL) | 12:00 | 10:00 | 1000.00
BOS | SYD | United | 2 (EWR, HKG) | 14:00 | 13:00 | 1300.00
BOS | SYD | Virgin Australia | 1 (LAX) | 16:00 | 14:00 | 900.00
BOS | SYD | Air New Zealand | 2 (AKL, MEL) | 18:00 | 17:00 | 1100.00
BOS | SYD | Emirates | 2 (DXB, PER) | 20:00 | 19:00 | 1400.00
BOS | SYD | Singapore Airlines | 2 (SIN, CGK) | 22:00 | 21:00 | 1250.00

SYD | BOS | Qantas | 1 (LAX) | 08:00 | 06:00 | 850.00
SYD | BOS | American Airlines | 2 (NRT, JFK) | 10:00 | 09:00 | 1200.00
SYD | BOS | Delta | 1 (HNL) | 12:00 | 10:00 | 1000.00
SYD | BOS | United | 2 (HKG, EWR) | 14:00 | 13:00 | 1300.00
SYD | BOS | Virgin Australia | 1 (LAX) | 16:00 | 14:00 | 900.00
SYD | BOS | Air New Zealand | 2 (MEL, AKL) | 18:00 | 17:00 | 1100.00
SYD | BOS | Emirates | 2 (PER, DXB) | 20:00 | 19:00 | 1400.00
SYD | BOS | Singapore Airlines | 2 (CGK, SIN) | 22:00 | 21:00 | 1250.00


Here are the 16 flight plans:

BOS | NRT | JL | 0 | 08:00 | 10:30 | 850.00
BOS | NRT | AA | 1 (HNL) | 09:30 | 12:15 | 920.00
BOS | NRT | UA | 0 | 11:00 | 13:45 | 980.00
BOS | NRT | DL | 1 (LAX) | 12:30 | 15:20 | 1050.00
BOS | NRT | ANA | 0 | 14:00 | 16:30 | 1100.00
BOS | NRT | JL | 1 (ORD) | 15:30 | 18:20 | 1150.00
BOS | NRT | UA | 1 (SFO) | 17:00 | 20:00 | 1200.00
BOS | NRT | AA | 0 | 19:00 | 21:45 | 1250.00
NRT | BOS | JL | 0 | 09:00 | 06:30 | 900.00
NRT | BOS | ANA | 1 (HKG) | 10:30 | 08:15 | 950.00
NRT | BOS | UA | 0 | 12:00 | 09:45 | 1000.00
NRT | BOS | DL | 1 (SEA) | 13:30 | 11:20 | 1050.00
NRT | BOS | AA | 0 | 15:00 | 12:45 | 1100.00
NRT | BOS | JL | 1 (LAX) | 16:30 | 14:20 | 1150.00
NRT | BOS | UA | 1 (ORD) | 18:00 | 16:00 | 1200.00
NRT | BOS | ANA | 0 | 20:00 | 18:45 | 1250.00


Here are the 16 flight plans:

BOS | HND | JL | 1 (NRT) | 08:00 | 10:30 | 850.00
BOS | HND | AA | 2 (ORD, HKG) | 10:30 | 14:15 | 1200.00
BOS | HND | UA | 1 (SFO) | 12:00 | 16:00 | 1100.00
BOS | HND | ANA | 0 | 14:00 | 18:00 | 900.00
BOS | HND | DL | 2 (ATL, ICN) | 16:00 | 20:30 | 1300.00
BOS | HND | JL | 1 (HKG) | 18:00 | 22:30 | 1000.00
BOS | HND | UA | 1 (LAX) | 20:00 | 00:30 | 1050.00
BOS | HND | AA | 2 (DFW, NRT) | 22:00 | 02:30 | 1250.00
HND | BOS | JL | 1 (NRT) | 09:00 | 07:30 | 800.00
HND | BOS | UA | 1 (SFO) | 11:00 | 09:30 | 1000.00
HND | BOS | ANA | 0 | 13:00 | 11:30 | 850.00
HND | BOS | DL | 2 (ICN, ATL) | 15:00 | 13:30 | 1200.00
HND | BOS | JL | 1 (HKG) | 17:00 | 15:30 | 950.00
HND | BOS | UA | 1 (LAX) | 19:00 | 17:30 | 1050.00
HND | BOS | AA | 2 (NRT, ORD) | 21:00 | 19:30 | 1250.00
HND | BOS | DL | 2 (HKG, JFK) | 23:00 | 21:30 | 1300.00


Here are the 16 flight plans:

BOS | YYZ | AC | 0 | 06:00 | 08:30 | 250.00
BOS | YYZ | WS | 1 (YYG) | 07:30 | 11:15 | 320.00
BOS | YYZ | DL | 0 | 09:00 | 11:30 | 280.00
BOS | YYZ | UA | 1 (EWR) | 10:30 | 14:45 | 380.00
BOS | YYZ | AA | 0 | 12:00 | 14:30 | 300.00
BOS | YYZ | B6 | 1 (JFK) | 13:30 | 17:15 | 350.00
BOS | YYZ | NK | 0 | 15:00 | 17:30 | 260.00
BOS | YYZ | F9 | 1 (BUF) | 16:30 | 20:15 | 330.00
YYZ | BOS | AC | 0 | 06:30 | 08:00 | 240.00
YYZ | BOS | WS | 1 (YUL) | 08:00 | 11:45 | 310.00
YYZ | BOS | DL | 0 | 10:00 | 12:30 | 290.00
YYZ | BOS | UA | 1 (ORD) | 11:30 | 15:15 | 360.00
YYZ | BOS | AA | 0 | 13:00 | 15:30 | 270.00
YYZ | BOS | B6 | 1 (LGA) | 14:30 | 18:15 | 340.00
YYZ | BOS | NK | 0 | 16:00 | 18:30 | 230.00
YYZ | BOS | F9 | 1 (PIT) | 17:30 | 21:15 | 300.00


Here are the 16 flight plans:

BOS | YVR | AA | 1 (ORD) | 08:00 | 11:35 | 542.50
BOS | YVR | UA | 2 (EWR, SFO) | 10:30 | 14:50 | 630.00
BOS | YVR | DL | 0 | 12:00 | 15:20 | 480.00
BOS | YVR | WN | 1 (DEN) | 13:30 | 17:05 | 520.00
BOS | YVR | AS | 1 (SEA) | 15:00 | 19:30 | 550.00
BOS | YVR | AC | 2 (YYZ, YYC) | 16:30 | 21:00 | 680.00
BOS | YVR | B6 | 1 (LAX) | 18:00 | 22:35 | 590.00
BOS | YVR | F9 | 1 (MSP) | 19:30 | 23:50 | 510.00
YVR | BOS | AA | 1 (DFW) | 08:00 | 16:30 | 570.00
YVR | BOS | UA | 2 (SFO, IAD) | 09:30 | 18:50 | 650.00
YVR | BOS | DL | 0 | 11:00 | 19:20 | 500.00
YVR | BOS | WN | 1 (PHX) | 12:30 | 21:05 | 540.00
YVR | BOS | AS | 1 (PDX) | 14:00 | 22:30 | 560.00
YVR | BOS | AC | 2 (YYC, YYZ) | 15:30 | 23:50 | 690.00
YVR | BOS | B6 | 1 (JFK) | 17:00 | 01:35 | 610.00
YVR | BOS | F9 | 1 (ORD) | 18:30 | 02:50 | 530.00


Here are the 16 flight plans:

BOS | VIE | Lufthansa | 1 (FRA) | 08:00 | 18:30 | 850.00
BOS | VIE | Austrian Airlines | 0 | 10:30 | 20:30 | 950.00
BOS | VIE | Swiss International | 1 (ZRH) | 12:00 | 22:00 | 900.00
BOS | VIE | Turkish Airlines | 1 (IST) | 14:00 | 00:30 | 800.00
BOS | VIE | British Airways | 1 (LHR) | 16:00 | 02:00 | 1000.00
BOS | VIE | KLM Royal Dutch | 1 (AMS) | 18:00 | 04:00 | 900.00
BOS | VIE | Air France | 1 (CDG) | 20:00 | 06:00 | 950.00
BOS | VIE | Finnair | 1 (HEL) | 22:00 | 08:00 | 850.00
VIE | BOS | Lufthansa | 1 (FRA) | 08:00 | 18:30 | 850.00
VIE | BOS | Austrian Airlines | 0 | 10:30 | 20:30 | 950.00
VIE | BOS | Swiss International | 1 (ZRH) | 12:00 | 22:00 | 900.00
VIE | BOS | Turkish Airlines | 1 (IST) | 14:00 | 00:30 | 800.00
VIE | BOS | British Airways | 1 (LHR) | 16:00 | 02:00 | 1000.00
VIE | BOS | KLM Royal Dutch | 1 (AMS) | 18:00 | 04:00 | 900.00
VIE | BOS | Air France | 1 (CDG) | 20:00 | 06:00 | 950.00
VIE | BOS | Finnair | 1 (HEL) | 22:00 | 08:00 | 850.00
VIE | BOS | American Airlines | 2 (PHL, JFK) | 06:00 | 14:00 | 1200.00


Here are the 16 flight plans:

BOS | ZRH | Swiss | 0 | 08:00 | 18:30 | 850.00
BOS | ZRH | Lufthansa | 1 (FRA) | 09:30 | 20:15 | 920.00
BOS | ZRH | American | 1 (PHL) | 10:15 | 21:00 | 950.00
BOS | ZRH | Delta | 0 | 11:00 | 22:30 | 980.00
BOS | ZRH | United | 1 (EWR) | 12:30 | 23:45 | 1000.00
BOS | ZRH | Air Canada | 1 (YYZ) | 13:15 | 00:45 | 1050.00
BOS | ZRH | Austrian | 1 (VIE) | 14:00 | 02:15 | 1100.00
BOS | ZRH | British Airways | 1 (LHR) | 15:30 | 03:45 | 1150.00
ZRH | BOS | Swiss | 0 | 09:00 | 11:30 | 800.00
ZRH | BOS | Lufthansa | 1 (FRA) | 10:30 | 13:15 | 870.00
ZRH | BOS | American | 1 (PHL) | 11:15 | 14:00 | 900.00
ZRH | BOS | Delta | 0 | 12:00 | 15:30 | 930.00
ZRH | BOS | United | 1 (EWR) | 13:30 | 16:45 | 960.00
ZRH | BOS | Air Canada | 1 (YYZ) | 14:15 | 18:45 | 1000.00
ZRH | BOS | Austrian | 1 (VIE) | 15:00 | 20:15 | 1050.00
ZRH | BOS | British Airways | 1 (LHR) | 16:30 | 22:45 | 1100.00
