

IAD | MIA | AA | 0 | 06:00 | 09:30 | 250.00
MSY | DCA | American Airlines | Non-stop | 08:00 | 10:15 | 250.00
MSY | DCA | Delta Air Lines | 1 stop (ATL) | 09:30 | 12:45 | 280.00
MSY | DCA | United Airlines | Non-stop | 10:45 | 13:00 | 220.00
MSY | DCA | Spirit Airlines | 1 stop (FLL) | 12:00 | 15:30 | 200.00
MSY | DCA | JetBlue Airways | Non-stop | 13:15 | 15:30 | 240.00
MSY | DCA | Frontier Airlines | 1 stop (DEN) | 14:30 | 18:00 | 260.00
MSY | DCA | Southwest Airlines | Non-stop | 15:45 | 18:00 | 230.00
MSY | DCA | Alaska Airlines | 1 stop (SFO) | 17:00 | 20:30 | 290.00


Here are the 16 flight plans:

DCA | MCO | American Airlines | Non-Stop | 06:00 | 08:45 | 198.00
DCA | MCO | Delta Air Lines | 1 Stop (ATL) | 07:30 | 11:15 | 225.00
DCA | MCO | United Airlines | Non-Stop | 08:15 | 10:50 | 210.00
DCA | MCO | JetBlue Airways | 1 Stop (BOS) | 09:00 | 12:30 | 240.00
DCA | MCO | Spirit Airlines | 1 Stop (FLL) | 10:45 | 14:20 | 180.00
DCA | MCO | Frontier Airlines | 1 Stop (CLT) | 12:00 | 15:40 | 200.00
DCA | MCO | Southwest Airlines | Non-Stop | 13:30 | 16:05 | 230.00
DCA | MCO | Alaska Airlines | 1 Stop (RDU) | 15:15 | 18:45 | 250.00
MCO | DCA | American Airlines | Non-Stop | 06:00 | 08:25 | 190.00
MCO | DCA | Delta Air Lines | 1 Stop (ATL) | 07:15 | 10:50 | 220.00
MCO | DCA | United Airlines | Non-Stop | 08:45 | 11:10 | 205.00
MCO | DCA | JetBlue Airways | 1 Stop (BOS) | 09:30 | 12:55 | 235.00
MCO | DCA | Spirit Airlines | 1 Stop (FLL) | 11:15 | 14:40 | 185.00
MCO | DCA | Frontier Airlines | 1 Stop (CLT) | 12:30 | 15:55 | 195.00
MCO | DCA | Southwest Airlines | Non-Stop | 14:00 | 16:25 | 225.00
MCO | DCA | Alaska Airlines | 1 Stop (RDU) | 15:45 | 18:15 | 245.00


Here are the 16 flight plans:

DCA | TPA | American Airlines | Non-stop | 08:00 | 11:05 | 278.00
DCA | TPA | Delta Air Lines | 1 stop (ATL) | 09:30 | 13:20 | 298.00
DCA | TPA | United Airlines | Non-stop | 10:45 | 13:50 | 288.00
DCA | TPA | Spirit Airlines | 1 stop (FLL) | 12:15 | 16:10 | 248.00
DCA | TPA | Frontier Airlines | Non-stop | 14:00 | 16:55 | 258.00
DCA | TPA | JetBlue Airways | 1 stop (BOS) | 15:30 | 19:25 | 308.00
DCA | TPA | Southwest Airlines | Non-stop | 17:00 | 19:55 | 268.00
DCA | TPA | Alaska Airlines | 1 stop (PDX) | 19:15 | 23:10 | 328.00
TPA | DCA | American Airlines | Non-stop | 08:30 | 11:20 | 288.00
TPA | DCA | Delta Air Lines | 1 stop (ATL) | 10:00 | 13:50 | 308.00
TPA | DCA | United Airlines | Non-stop | 11:45 | 14:40 | 298.00
TPA | DCA | Spirit Airlines | 1 stop (FLL) | 13:15 | 16:55 | 258.00
TPA | DCA | Frontier Airlines | Non-stop | 14:45 | 17:30 | 268.00
TPA | DCA | JetBlue Airways | 1 stop (BOS) | 16:00 | 19:45 | 318.00
TPA | DCA | Southwest Airlines | Non-stop | 17:30 | 20:15 | 278.00
TPA | DCA | Alaska Airlines | 1 stop (PDX) | 19:00 | 22:50 | 338.00


Here are the 16 flight plans:

DCA | ANC | American Airlines | 1 (ORD) | 08:00 | 14:30 | 450.00
DCA | ANC | United Airlines | 2 (IAD, DEN) | 09:30 | 17:15 | 520.00
DCA | ANC | Delta Air Lines | 0 | 10:45 | 15:50 | 380.00
DCA | ANC | Alaska Airlines | 1 (SEA) | 12:15 | 18:40 | 420.00
DCA | ANC | Spirit Airlines | 2 (BWI, PDX) | 13:30 | 20:05 | 480.00
DCA | ANC | JetBlue Airways | 1 (JFK) | 14:50 | 21:20 | 440.00
DCA | ANC | Frontier Airlines | 2 (ATL, SLC) | 16:10 | 22:45 | 500.00
DCA | ANC | Southwest Airlines | 1 (MDW) | 17:30 | 23:55 | 460.00

ANC | DCA | American Airlines | 1 (PHX) | 08:00 | 17:30 | 480.00
ANC | DCA | United Airlines | 2 (SFO, IAD) | 09:30 | 19:15 | 540.00
ANC | DCA | Delta Air Lines | 0 | 10:45 | 18:50 | 400.00
ANC | DCA | Alaska Airlines | 1 (PDX) | 12:15 | 20:40 | 440.00
ANC | DCA | Spirit Airlines | 2 (LAX, BWI) | 13:30 | 22:05 | 500.00
ANC | DCA | JetBlue Airways | 1 (JFK) | 14:50 | 23:20 | 460.00
ANC | DCA | Frontier Airlines | 2 (DEN, ATL) | 16:10 | 00:45 | 520.00
ANC | DCA | Southwest Airlines | 1 (SEA) | 17:30 | 01:55 | 480.00


Here are the 16 flight plans:

DCA | SJU | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
DCA | SJU | Delta Air Lines | 1 stop (MIA) | 09:15 | 13:45 | 520.00
DCA | SJU | United Airlines | Non-stop | 10:30 | 14:00 | 480.00
DCA | SJU | JetBlue Airways | Non-stop | 11:45 | 15:15 | 420.00
DCA | SJU | Spirit Airlines | 1 stop (FLL) | 13:00 | 17:20 | 380.00
DCA | SJU | Frontier Airlines | 1 stop (TPA) | 14:15 | 18:35 | 400.00
DCA | SJU | Southwest Airlines | Non-stop | 15:30 | 18:50 | 440.00
DCA | SJU | Alaska Airlines | 1 stop (PBI) | 16:45 | 21:05 | 460.00
SJU | DCA | American Airlines | Non-stop | 08:30 | 11:50 | 420.00
SJU | DCA | Delta Air Lines | 1 stop (ATL) | 09:45 | 14:10 | 500.00
SJU | DCA | United Airlines | Non-stop | 11:00 | 14:20 | 440.00
SJU | DCA | JetBlue Airways | Non-stop | 12:15 | 15:35 | 400.00
SJU | DCA | Spirit Airlines | 1 stop (EWR) | 13:30 | 17:50 | 360.00
SJU | DCA | Frontier Airlines | 1 stop (RDU) | 14:45 | 19:05 | 380.00
SJU | DCA | Southwest Airlines | Non-stop | 16:00 | 19:20 | 420.00
SJU | DCA | Alaska Airlines | 1 stop (BOS) | 17:15 | 21:35 | 480.00


Here are the 16 flight plans:

DCA | BHB | AA | 0 | 06:00 | 08:15 | 245.00
DCA | BHB | UA | 1 (EWR) | 07:30 | 10:45 | 320.00
DCA | BHB | DL | 0 | 09:15 | 11:30 | 210.00
DCA | BHB | WN | 1 (MDW) | 11:00 | 14:15 | 280.00
DCA | BHB | AS | 0 | 12:45 | 15:00 | 230.00
DCA | BHB | F9 | 1 (DEN) | 14:30 | 17:45 | 300.00
DCA | BHB | B6 | 0 | 16:15 | 18:30 | 200.00
DCA | BHB | NK | 1 (FLL) | 18:00 | 21:15 | 350.00
BHB | DCA | AA | 0 | 06:30 | 08:45 | 240.00
BHB | DCA | UA | 1 (ORD) | 08:00 | 11:15 | 330.00
BHB | DCA | DL | 0 | 09:45 | 12:00 | 220.00
BHB | DCA | WN | 1 (STL) | 11:30 | 14:45 | 290.00
BHB | DCA | AS | 0 | 13:15 | 15:30 | 240.00
BHB | DCA | F9 | 1 (LAS) | 15:00 | 18:15 | 310.00
BHB | DCA | B6 | 0 | 16:45 | 19:00 | 210.00
BHB | DCA | NK | 1 (MCO) | 18:30 | 21:45 | 360.00


Here are the 16 flight plans:

DCA | MRY | American Airlines | Non-stop | 06:00 | 09:05 | 348.50
DCA | MRY | United Airlines | 1 stop (SFO) | 08:30 | 12:15 | 420.00
DCA | MRY | Delta Air Lines | Non-stop | 10:45 | 13:50 | 378.00
DCA | MRY | Alaska Airlines | 1 stop (PDX) | 12:00 | 16:25 | 450.00
DCA | MRY | JetBlue Airways | Non-stop | 14:15 | 17:20 | 398.50
DCA | MRY | Spirit Airlines | 1 stop (LAS) | 16:00 | 20:35 | 480.00
DCA | MRY | Frontier Airlines | Non-stop | 18:30 | 21:35 | 428.00
DCA | MRY | Southwest Airlines | 1 stop (DEN) | 20:45 | 01:10 | 510.00

MRY | DCA | American Airlines | Non-stop | 06:30 | 13:40 | 368.00
MRY | DCA | United Airlines | 1 stop (LAX) | 08:00 | 15:25 | 440.50
MRY | DCA | Delta Air Lines | Non-stop | 10:00 | 16:55 | 398.50
MRY | DCA | Alaska Airlines | 1 stop (SEA) | 11:30 | 17:50 | 470.00
MRY | DCA | JetBlue Airways | Non-stop | 13:45 | 19:10 | 428.00
MRY | DCA | Spirit Airlines | 1 stop (PHX) | 15:15 | 20:40 | 500.00
MRY | DCA | Frontier Airlines | Non-stop | 17:00 | 22:25 | 458.00
MRY | DCA | Southwest Airlines | 1 stop (ORD) | 19:30 | 01:05 | 530.50


Here are the 16 flight plans:

DCA | SJC | AA | 1 (ORD) | 08:00 | 11:35 | 450.00
DCA | SJC | UA | 1 (DEN) | 09:30 | 13:05 | 520.00
DCA | SJC | DL | 1 (ATL) | 11:15 | 15:40 | 480.00
DCA | SJC | WN | 1 (MDW) | 12:45 | 17:10 | 400.00
DCA | SJC | AS | 1 (SEA) | 14:00 | 18:25 | 550.00
DCA | SJC | B6 | 1 (JFK) | 15:30 | 20:00 | 500.00
DCA | SJC | F9 | 1 (DEN) | 17:00 | 21:35 | 380.00
DCA | SJC | NK | 1 (ORD) | 18:30 | 23:05 | 420.00
SJC | DCA | AA | 1 (PHX) | 08:00 | 15:35 | 480.00
SJC | DCA | UA | 1 (SFO) | 09:30 | 17:05 | 520.00
SJC | DCA | DL | 1 (LAX) | 11:15 | 19:40 | 500.00
SJC | DCA | WN | 1 (LAS) | 12:45 | 21:10 | 440.00
SJC | DCA | AS | 1 (PDX) | 14:00 | 22:25 | 560.00
SJC | DCA | B6 | 1 (BOS) | 15:30 | 00:00 | 530.00
SJC | DCA | F9 | 1 (DEN) | 17:00 | 23:35 | 400.00
SJC | DCA | NK | 1 (ORD) | 18:30 | 01:05 | 460.00


Here are the 16 flight plans:

DCA | EGE | UA | 0 | 06:00 | 08:30 | 420.00
DCA | EGE | AA | 1 (ORD) | 08:15 | 12:45 | 550.00
DCA | EGE | DL | 0 | 10:30 | 13:00 | 480.00
DCA | EGE | WN | 1 (DEN) | 12:00 | 16:30 | 520.00
DCA | EGE | F9 | 0 | 14:15 | 16:45 | 450.00
DCA | EGE | UA | 1 (IAH) | 16:00 | 20:30 | 580.00
DCA | EGE | AS | 0 | 18:30 | 21:00 | 500.00
DCA | EGE | B6 | 1 (LAX) | 20:45 | 01:15 | 620.00

EGE | DCA | UA | 0 | 06:00 | 11:30 | 420.00
EGE | DCA | AA | 1 (DFW) | 08:15 | 14:45 | 560.00
EGE | DCA | DL | 0 | 10:30 | 15:00 | 480.00
EGE | DCA | WN | 1 (PHX) | 12:00 | 17:30 | 530.00
EGE | DCA | F9 | 0 | 14:15 | 18:45 | 460.00
EGE | DCA | UA | 1 (SFO) | 16:00 | 21:30 | 600.00
EGE | DCA | AS | 0 | 18:30 | 22:00 | 510.00
EGE | DCA | B6 | 1 (JFK) | 20:45 | 02:15 | 650.00


Here are the 16 flight plans:

DCA | CHS | AA | 0 | 06:00 | 08:30 | 198.00
DCA | CHS | UA | 1 (CLT) | 07:30 | 10:45 | 220.00
DCA | CHS | DL | 0 | 08:15 | 10:45 | 210.00
DCA | CHS | WN | 1 (BWI) | 09:00 | 12:15 | 240.00
DCA | CHS | AS | 0 | 10:30 | 13:00 | 230.00
DCA | CHS | F9 | 1 (ATL) | 11:45 | 14:50 | 200.00
DCA | CHS | NK | 0 | 13:00 | 15:30 | 190.00
DCA | CHS | B6 | 1 (JFK) | 14:15 | 17:20 | 260.00
CHS | DCA | AA | 0 | 06:00 | 08:30 | 198.00
CHS | DCA | UA | 1 (EWR) | 07:30 | 10:45 | 220.00
CHS | DCA | DL | 0 | 08:15 | 10:45 | 210.00
CHS | DCA | WN | 1 (MDW) | 09:00 | 12:15 | 240.00
CHS | DCA | AS | 0 | 10:30 | 13:00 | 230.00
CHS | DCA | F9 | 1 (DEN) | 11:45 | 14:50 | 200.00
CHS | DCA | NK | 0 | 13:00 | 15:30 | 190.00
CHS | DCA | B6 | 1 (BOS) | 14:15 | 17:20 | 260.00


Here are the 16 flight plans:

DCA | RAP | AA | 0 | 06:00 | 08:30 | 420.00
DCA | RAP | UA | 1 (ORD) | 07:30 | 11:45 | 550.00
DCA | RAP | DL | 0 | 09:00 | 11:30 | 480.00
DCA | RAP | WN | 1 (DEN) | 10:00 | 14:15 | 620.00
DCA | RAP | AS | 0 | 11:30 | 14:00 | 510.00
DCA | RAP | F9 | 1 (MKE) | 12:30 | 16:45 | 680.00
DCA | RAP | B6 | 0 | 14:00 | 16:30 | 530.00
DCA | RAP | NK | 1 (CLE) | 15:30 | 19:45 | 750.00
RAP | DCA | AA | 0 | 06:00 | 08:30 | 420.00
RAP | DCA | UA | 1 (IAH) | 07:30 | 11:45 | 580.00
RAP | DCA | DL | 0 | 09:00 | 11:30 | 500.00
RAP | DCA | WN | 1 (PHX) | 10:00 | 14:15 | 650.00
RAP | DCA | AS | 0 | 11:30 | 14:00 | 520.00
RAP | DCA | F9 | 1 (MCI) | 12:30 | 16:45 | 700.00
RAP | DCA | B6 | 0 | 14:00 | 16:30 | 540.00
RAP | DCA | NK | 1 (DTW) | 15:30 | 19:45 | 780.00


Here are the 16 flight plans:

DCA | FCA | AA | 1 (ORD) | 08:00 | 11:15 | 425.00
DCA | FCA | UA | 0 | 10:30 | 13:45 | 550.00
DCA | FCA | DL | 1 (ATL) | 12:00 | 15:25 | 480.00
DCA | FCA | WN | 1 (MDW) | 14:00 | 17:20 | 395.00
DCA | FCA | AS | 1 (SEA) | 16:00 | 19:25 | 520.00
DCA | FCA | B6 | 1 (JFK) | 18:00 | 21:20 | 450.00
DCA | FCA | F9 | 1 (DEN) | 20:00 | 23:25 | 380.00
DCA | FCA | NK | 1 (FLL) | 22:00 | 01:25 | 410.00
FCA | DCA | AA | 1 (DFW) | 08:00 | 11:15 | 440.00
FCA | DCA | UA | 0 | 10:30 | 13:45 | 570.00
FCA | DCA | DL | 1 (SLC) | 12:00 | 15:25 | 500.00
FCA | DCA | WN | 1 (PHX) | 14:00 | 17:20 | 420.00
FCA | DCA | AS | 1 (PDX) | 16:00 | 19:25 | 490.00
FCA | DCA | B6 | 1 (BOS) | 18:00 | 21:20 | 460.00
FCA | DCA | F9 | 1 (IAH) | 20:00 | 23:25 | 390.00
FCA | DCA | NK | 1 (MCO) | 22:00 | 01:25 | 430.00


Here are the 16 flight plans:

DCA | FLG | American Airlines | Non-stop | 06:00 | 09:15 | 425.00
DCA | FLG | Delta Air Lines | 1 stop (DEN) | 08:30 | 12:45 | 550.00
DCA | FLG | United Airlines | Non-stop | 10:15 | 13:30 | 495.00
DCA | FLG | Southwest Airlines | 1 stop (PHX) | 12:00 | 16:15 | 520.00
DCA | FLG | JetBlue Airways | Non-stop | 14:30 | 17:45 | 460.00
DCA | FLG | Alaska Airlines | 1 stop (SEA) | 16:15 | 20:30 | 580.00
DCA | FLG | Spirit Airlines | 1 stop (LAS) | 18:00 | 22:15 | 500.00
DCA | FLG | Frontier Airlines | Non-stop | 20:45 | 00:00 | 480.00

FLG | DCA | American Airlines | Non-stop | 06:30 | 10:45 | 435.00
FLG | DCA | Delta Air Lines | 1 stop (ATL) | 09:00 | 13:15 | 565.00
FLG | DCA | United Airlines | Non-stop | 11:45 | 15:00 | 505.00
FLG | DCA | Southwest Airlines | 1 stop (DAL) | 13:30 | 17:45 | 535.00
FLG | DCA | JetBlue Airways | Non-stop | 15:15 | 18:30 | 470.00
FLG | DCA | Alaska Airlines | 1 stop (SFO) | 17:00 | 21:15 | 595.00
FLG | DCA | Spirit Airlines | 1 stop (ORD) | 19:30 | 23:45 | 525.00
FLG | DCA | Frontier Airlines | Non-stop | 21:15 | 00:30 | 490.00


Here are the 16 flight plans:

DCA | TYS | AA | 0 | 06:00 | 08:15 | 178.00
DCA | TYS | UA | 1 (ORD) | 08:30 | 12:45 | 249.00
DCA | TYS | DL | 0 | 10:00 | 12:20 | 198.00
DCA | TYS | WN | 1 (BNA) | 12:15 | 16:30 | 219.00
DCA | TYS | AA | 0 | 14:00 | 16:15 | 189.00
DCA | TYS | UA | 1 (EWR) | 16:30 | 20:45 | 269.00
DCA | TYS | DL | 0 | 18:00 | 20:20 | 209.00
DCA | TYS | WN | 1 (CLT) | 20:15 | 00:30 | 239.00
TYS | DCA | AA | 0 | 06:00 | 08:15 | 178.00
TYS | DCA | UA | 1 (ORD) | 08:30 | 12:45 | 249.00
TYS | DCA | DL | 0 | 10:00 | 12:20 | 198.00
TYS | DCA | WN | 1 (BNA) | 12:15 | 16:30 | 219.00
TYS | DCA | AA | 0 | 14:00 | 16:15 | 189.00
TYS | DCA | UA | 1 (EWR) | 16:30 | 20:45 | 269.00
TYS | DCA | DL | 0 | 18:00 | 20:20 | 209.00
TYS | DCA | WN | 1 (CLT) | 20:15 | 00:30 | 239.00


Here are the 16 flight plans:

DCA | AVL | American Airlines | Non-stop | 06:00 | 08:15 | 250.00
DCA | AVL | Delta Air Lines | 1 stop (CLT) | 07:30 | 10:45 | 280.00
DCA | AVL | United Airlines | Non-stop | 09:00 | 11:20 | 220.00
DCA | AVL | Spirit Airlines | 1 stop (FLL) | 10:45 | 14:00 | 200.00
DCA | AVL | JetBlue Airways | Non-stop | 12:30 | 14:50 | 240.00
DCA | AVL | Frontier Airlines | 1 stop (ATL) | 14:00 | 17:15 | 260.00
DCA | AVL | Southwest Airlines | Non-stop | 15:30 | 17:50 | 230.00
DCA | AVL | Alaska Airlines | 1 stop (PIT) | 17:00 | 20:15 | 290.00
AVL | DCA | American Airlines | Non-stop | 06:00 | 07:35 | 230.00
AVL | DCA | Delta Air Lines | 1 stop (ATL) | 07:30 | 10:45 | 270.00
AVL | DCA | United Airlines | Non-stop | 09:00 | 10:20 | 200.00
AVL | DCA | Spirit Airlines | 1 stop (FLL) | 10:45 | 14:05 | 220.00
AVL | DCA | JetBlue Airways | Non-stop | 12:30 | 13:50 | 250.00
AVL | DCA | Frontier Airlines | 1 stop (CLT) | 14:00 | 16:20 | 240.00
AVL | DCA | Southwest Airlines | Non-stop | 15:30 | 16:55 | 210.00
AVL | DCA | Alaska Airlines | 1 stop (PIT) | 17:00 | 19:25 | 280.00


Here are the 16 flight plans:

DCA | JAC | AA | 1 (DEN) | 08:00 | 12:15 | 450.00
DCA | JAC | UA | 0 | 10:30 | 14:45 | 520.00
DCA | JAC | DL | 1 (ATL) | 12:00 | 16:20 | 480.00
DCA | JAC | WN | 1 (MDW) | 13:30 | 18:00 | 420.00
DCA | JAC | AS | 1 (SEA) | 15:00 | 20:15 | 550.00
DCA | JAC | F9 | 1 (DEN) | 16:30 | 21:45 | 400.00
DCA | JAC | B6 | 1 (JFK) | 18:00 | 23:15 | 500.00
DCA | JAC | NK | 1 (ORD) | 19:30 | 01:45 | 380.00
JAC | DCA | AA | 1 (ORD) | 08:00 | 13:15 | 460.00
JAC | DCA | UA | 0 | 10:30 | 15:45 | 540.00
JAC | DCA | DL | 1 (ATL) | 12:00 | 16:20 | 500.00
JAC | DCA | WN | 1 (MDW) | 13:30 | 18:00 | 440.00
JAC | DCA | AS | 1 (SEA) | 15:00 | 20:15 | 570.00
JAC | DCA | F9 | 1 (DEN) | 16:30 | 21:45 | 410.00
JAC | DCA | B6 | 1 (JFK) | 18:00 | 23:15 | 530.00
JAC | DCA | NK | 1 (ORD) | 19:30 | 01:45 | 390.00


Here are the 16 flight plans:

DCA | EYW | American Airlines | Non-stop | 06:00 | 09:05 | 278.00
DCA | EYW | Delta Air Lines | 1 stop (ATL) | 08:30 | 12:15 | 320.00
DCA | EYW | United Airlines | Non-stop | 10:15 | 13:20 | 298.00
DCA | EYW | JetBlue Airways | 1 stop (FLL) | 12:00 | 15:50 | 350.00
DCA | EYW | Spirit Airlines | 1 stop (TPA) | 14:30 | 18:05 | 280.00
DCA | EYW | Alaska Airlines | Non-stop | 16:00 | 19:05 | 310.00
DCA | EYW | Southwest Airlines | 1 stop (BWI) | 18:30 | 21:50 | 330.00
DCA | EYW | Frontier Airlines | 1 stop (MCO) | 20:00 | 23:25 | 290.00
EYW | DCA | American Airlines | Non-stop | 07:00 | 09:55 | 258.00
EYW | DCA | Delta Air Lines | 1 stop (ATL) | 09:30 | 13:10 | 300.00
EYW | DCA | United Airlines | Non-stop | 11:15 | 14:10 | 268.00
EYW | DCA | JetBlue Airways | 1 stop (FLL) | 13:00 | 16:40 | 320.00
EYW | DCA | Spirit Airlines | 1 stop (TPA) | 15:30 | 18:55 | 250.00
EYW | DCA | Alaska Airlines | Non-stop | 17:00 | 20:05 | 280.00
EYW | DCA | Southwest Airlines | 1 stop (BWI) | 19:30 | 22:50 | 300.00
EYW | DCA | Frontier Airlines | 1 stop (MCO) | 21:00 | 00:25 | 260.00


Here are the 16 flight plans:

DCA | RNO | AA | 1 (ORD) | 08:00 | 11:35 | 542.50
DCA | RNO | UA | 2 (IAD, SFO) | 09:15 | 14:50 | 623.00
DCA | RNO | DL | 0 | 10:30 | 13:55 | 478.00
DCA | RNO | WN | 1 (DEN) | 11:45 | 15:20 | 508.50
DCA | RNO | AS | 2 (BWI, SEA) | 12:50 | 18:15 | 693.00
DCA | RNO | F9 | 1 (MCO) | 13:55 | 17:25 | 448.00
DCA | RNO | NK | 2 (FLL, LAX) | 14:30 | 20:00 | 583.50
DCA | RNO | B6 | 1 (JFK) | 15:15 | 18:45 | 518.00
RNO | DCA | AA | 1 (PHX) | 06:00 | 14:30 | 528.50
RNO | DCA | UA | 2 (SFO, IAD) | 07:15 | 16:50 | 653.00
RNO | DCA | DL | 0 | 08:30 | 16:55 | 498.00
RNO | DCA | WN | 1 (LAS) | 09:45 | 18:20 | 538.50
RNO | DCA | AS | 2 (PDX, BWI) | 11:00 | 20:35 | 713.00
RNO | DCA | F9 | 1 (DAL) | 12:15 | 19:45 | 468.00
RNO | DCA | NK | 2 (LAX, FLL) | 13:30 | 22:05 | 603.50
RNO | DCA | B6 | 1 (BOS) | 14:45 | 21:20 | 548.00


Here are the 16 flight plans:

DCA | TVL | American Airlines | 1 (ORD) | 08:00 | 11:30 | 425.00
DCA | TVL | Delta Air Lines | 0 | 10:00 | 13:15 | 550.00
DCA | TVL | United Airlines | 2 (IAH, DEN) | 12:00 | 17:45 | 650.00
DCA | TVL | Southwest Airlines | 1 (STL) | 14:00 | 17:15 | 450.00
DCA | TVL | Alaska Airlines | 0 | 16:00 | 19:15 | 500.00
DCA | TVL | JetBlue Airways | 1 (BOS) | 18:00 | 21:30 | 480.00
DCA | TVL | Spirit Airlines | 2 (FLL, LAS) | 20:00 | 01:45 | 380.00
DCA | TVL | Frontier Airlines | 1 (MCO) | 22:00 | 01:15 | 420.00

TVL | DCA | American Airlines | 1 (DFW) | 08:00 | 13:30 | 450.00
TVL | DCA | Delta Air Lines | 0 | 10:00 | 15:15 | 580.00
TVL | DCA | United Airlines | 2 (SFO, IAD) | 12:00 | 19:45 | 720.00
TVL | DCA | Southwest Airlines | 1 (PHX) | 14:00 | 17:15 | 480.00
TVL | DCA | Alaska Airlines | 0 | 16:00 | 19:15 | 520.00
TVL | DCA | JetBlue Airways | 1 (JFK) | 18:00 | 21:30 | 500.00
TVL | DCA | Spirit Airlines | 2 (ORD, BWI) | 20:00 | 01:45 | 400.00
TVL | DCA | Frontier Airlines | 1 (ATL) | 22:00 | 01:15 | 440.00


Here are the 16 flight plans:

DCA | MCD | American Airlines | Non-stop | 06:00 | 08:30 | 250.00
DCA | MCD | Delta Air Lines | 1 stop (ATL) | 08:15 | 12:45 | 320.00
DCA | MCD | United Airlines | Non-stop | 10:30 | 13:00 | 280.00
DCA | MCD | Southwest Airlines | 1 stop (BNA) | 12:00 | 16:30 | 350.00
DCA | MCD | Alaska Airlines | Non-stop | 14:45 | 17:15 | 300.00
DCA | MCD | JetBlue Airways | 1 stop (JFK) | 16:30 | 20:45 | 380.00
DCA | MCD | Spirit Airlines | 1 stop (FLL) | 18:00 | 22:15 | 400.00
DCA | MCD | Frontier Airlines | Non-stop | 20:15 | 22:45 | 330.00
MCD | DCA | American Airlines | Non-stop | 06:30 | 08:00 | 240.00
MCD | DCA | Delta Air Lines | 1 stop (CVG) | 08:45 | 12:10 | 310.00
MCD | DCA | United Airlines | Non-stop | 11:00 | 13:30 | 260.00
MCD | DCA | Southwest Airlines | 1 stop (STL) | 12:45 | 16:15 | 340.00
MCD | DCA | Alaska Airlines | Non-stop | 15:15 | 17:45 | 290.00
MCD | DCA | JetBlue Airways | 1 stop (BOS) | 16:45 | 20:10 | 360.00
MCD | DCA | Spirit Airlines | 1 stop (PIT) | 18:30 | 22:00 | 420.00
MCD | DCA | Frontier Airlines | Non-stop | 20:45 | 23:15 | 350.00


Here are the 16 flight plans:

DCA | PLN | American Airlines | 1 (ORD) | 06:00 | 10:30 | 450.00
DCA | PLN | Delta Air Lines | 0 | 08:30 | 11:45 | 380.00
DCA | PLN | United Airlines | 1 (EWR) | 10:00 | 14:15 | 520.00
DCA | PLN | Frontier Airlines | 0 | 12:00 | 15:15 | 320.00
DCA | PLN | Southwest Airlines | 1 (MDW) | 14:00 | 18:30 | 480.00
DCA | PLN | JetBlue Airways | 0 | 16:00 | 19:15 | 400.00
DCA | PLN | Spirit Airlines | 1 (DTW) | 18:00 | 22:30 | 420.00
DCA | PLN | Alaska Airlines | 0 | 20:00 | 23:15 | 460.00
PLN | DCA | American Airlines | 1 (ORD) | 06:00 | 10:30 | 450.00
PLN | DCA | Delta Air Lines | 0 | 08:30 | 11:45 | 380.00
PLN | DCA | United Airlines | 1 (EWR) | 10:00 | 14:15 | 520.00
PLN | DCA | Frontier Airlines | 0 | 12:00 | 15:15 | 320.00
PLN | DCA | Southwest Airlines | 1 (MDW) | 14:00 | 18:30 | 480.00
PLN | DCA | JetBlue Airways | 0 | 16:00 | 19:15 | 400.00
PLN | DCA | Spirit Airlines | 1 (DTW) | 18:00 | 22:30 | 420.00
PLN | DCA | Alaska Airlines | 0 | 20:00 | 23:15 | 460.00


Here are the 16 flight plans:

DCA | OGG | UA | 1 (SFO) | 08:00 | 18:35 | 850.00
DCA | OGG | AA | 2 (DFW, LAX) | 09:30 | 20:10 | 1050.00
DCA | OGG | HA | 0 | 11:00 | 17:30 | 950.00
DCA | OGG | DL | 1 (ATL) | 12:15 | 20:50 | 1000.00
DCA | OGG | WN | 2 (BWI, DEN) | 13:45 | 22:20 | 1100.00
DCA | OGG | AS | 1 (SEA) | 15:00 | 21:40 | 1020.00
DCA | OGG | F9 | 2 (DEN, SJC) | 16:30 | 23:10 | 1150.00
DCA | OGG | B6 | 1 (JFK) | 18:00 | 23:50 | 1080.00
OGG | DCA | UA | 1 (SFO) | 08:30 | 19:05 | 870.00
OGG | DCA | AA | 2 (LAX, DFW) | 09:45 | 20:25 | 1070.00
OGG | DCA | HA | 0 | 11:15 | 17:45 | 970.00
OGG | DCA | DL | 1 (ATL) | 12:30 | 21:05 | 1010.00
OGG | DCA | WN | 2 (DEN, BWI) | 13:55 | 22:35 | 1110.00
OGG | DCA | AS | 1 (SEA) | 15:10 | 22:50 | 1030.00
OGG | DCA | F9 | 2 (SJC, DEN) | 16:40 | 23:20 | 1160.00
OGG | DCA | B6 | 1 (JFK) | 18:10 | 24:00 | 1090.00


Here are the 16 flight plans:

DCA | RAP | American Airlines | Non-stop | 06:00 | 08:30 | 425.00
DCA | RAP | United Airlines | 1 stop (DEN) | 07:30 | 11:15 | 510.00
DCA | RAP | Delta Air Lines | Non-stop | 09:00 | 11:30 | 475.00
