

Here are the 16 flight plans:

LAX | ORD | American Airlines | Non-stop | 08:00 | 14:35 | 425.00
LAX | MEX | Spirit Airlines | 0 | 14:00 | 18:45 | 420.00
LAX | MEX | Alaska Airlines | 1 (SEA) | 15:30 | 20:15 | 580.00
LAX | MEX | Frontier Airlines | 0 | 17:00 | 21:45 | 400.00
LAX | MEX | Southwest Airlines | 1 (PHX) | 18:30 | 23:15 | 600.00
MEX | LAX | Aeromexico | 0 | 08:00 | 10:45 | 450.00
MEX | LAX | American Airlines | 1 (DFW) | 09:30 | 13:15 | 520.00
MEX | LAX | Delta Air Lines | 0 | 11:00 | 14:45 | 480.00
MEX | LAX | United Airlines | 1 (IAH) | 12:30 | 16:15 | 550.00
MEX | LAX | Spirit Airlines | 0 | 14:00 | 17:45 | 420.00
MEX | LAX | Alaska Airlines | 1 (SFO) | 15:30 | 19:15 | 580.00
MEX | LAX | Frontier Airlines | 0 | 17:00 | 20:45 | 400.00
MEX | LAX | Southwest Airlines | 1 (LAS) | 18:30 | 22:15 | 600.00


Here are the 16 flight plans:

LAX | MBJ | American Airlines | 1 (MIA) | 08:00 | 17:35 | 542.00
LAX | MBJ | Delta Air Lines | 0 | 10:30 | 19:15 | 620.00
LAX | MBJ | United Airlines | 1 (IAH) | 12:45 | 21:50 | 580.00
LAX | MBJ | JetBlue Airways | 0 | 14:15 | 22:40 | 550.00
LAX | MBJ | Spirit Airlines | 1 (FLL) | 16:00 | 00:20 | 480.00
LAX | MBJ | Alaska Airlines | 0 | 18:30 | 02:10 | 600.00
LAX | MBJ | Frontier Airlines | 1 (DEN) | 20:45 | 04:25 | 520.00
LAX | MBJ | Southwest Airlines | 0 | 22:50 | 06:30 | 570.00

MBJ | LAX | American Airlines | 1 (CLT) | 08:15 | 14:40 | 510.00
MBJ | LAX | Delta Air Lines | 0 | 10:50 | 17:20 | 650.00
MBJ | LAX | United Airlines | 1 (EWR) | 13:25 | 20:55 | 590.00
MBJ | LAX | JetBlue Airways | 0 | 15:10 | 22:35 | 530.00
MBJ | LAX | Spirit Airlines | 1 (BWI) | 17:00 | 00:45 | 500.00
MBJ | LAX | Alaska Airlines | 0 | 19:20 | 03:00 | 620.00
MBJ | LAX | Frontier Airlines | 1 (ATL) | 21:35 | 05:15 | 540.00
MBJ | LAX | Southwest Airlines | 0 | 23:40 | 07:10 | 580.00


Here are the 16 flight plans:

LAX | YUL | American Airlines | Non-stop | 08:00 | 17:30 | 450.00
LAX | YUL | Air Canada | 1 stop (YYZ) | 09:30 | 19:45 | 520.00
LAX | YUL | Delta Air Lines | Non-stop | 11:15 | 20:40 | 480.00
LAX | YUL | United Airlines | 1 stop (SFO) | 12:50 | 22:10 | 550.00
LAX | YUL | WestJet | 1 stop (YYC) | 14:20 | 23:35 | 500.00
LAX | YUL | Alaska Airlines | Non-stop | 15:45 | 00:10 | 490.00
LAX | YUL | Air Transat | 1 stop (PDX) | 17:10 | 01:25 | 530.00
LAX | YUL | Sun Country Airlines | 1 stop (MSP) | 19:00 | 02:15 | 510.00
YUL | LAX | Air Canada | Non-stop | 07:00 | 09:30 | 420.00
YUL | LAX | American Airlines | 1 stop (PHL) | 08:30 | 11:45 | 500.00
YUL | LAX | Delta Air Lines | Non-stop | 10:15 | 13:40 | 460.00
YUL | LAX | United Airlines | 1 stop (EWR) | 11:50 | 15:10 | 540.00
YUL | LAX | WestJet | 1 stop (YYC) | 13:20 | 16:40 | 510.00
YUL | LAX | Alaska Airlines | Non-stop | 14:45 | 18:10 | 490.00
YUL | LAX | Air Transat | 1 stop (YVR) | 16:10 | 19:35 | 520.00
YUL | LAX | Sun Country Airlines | 1 stop (ORD) | 18:00 | 21:25 | 530.00


Here are the 16 flight plans:

LAX | BOM | American Airlines | 1 (DXB) | 14:30 | 22:45 | 850.00
LAX | BOM | Emirates | 1 (DXB) | 16:15 | 00:30 | 950.00
LAX | BOM | Qatar Airways | 1 (DOH) | 18:00 | 02:15 | 1,050.00
LAX | BOM | Lufthansa | 2 (FRA, DEL) | 12:45 | 04:30 | 1,200.00
LAX | BOM | Turkish Airlines | 1 (IST) | 20:00 | 04:45 | 1,100.00
LAX | BOM | Singapore Airlines | 1 (SIN) | 13:30 | 06:00 | 1,300.00
LAX | BOM | Cathay Pacific | 1 (HKG) | 15:45 | 07:15 | 1,250.00
LAX | BOM | Air India | 0 | 17:30 | 19:45 | 800.00
BOM | LAX | Air India | 0 | 02:15 | 06:30 | 850.00
BOM | LAX | Emirates | 1 (DXB) | 04:30 | 10:45 | 950.00
BOM | LAX | Qatar Airways | 1 (DOH) | 06:00 | 12:15 | 1,050.00
BOM | LAX | Lufthansa | 2 (DEL, FRA) | 08:45 | 16:30 | 1,200.00
BOM | LAX | Turkish Airlines | 1 (IST) | 10:00 | 18:45 | 1,100.00
BOM | LAX | Singapore Airlines | 1 (SIN) | 12:30 | 20:00 | 1,300.00
BOM | LAX | Cathay Pacific | 1 (HKG) | 14:45 | 22:15 | 1,250.00
BOM | LAX | American Airlines | 1 (LHR) | 16:30 | 00:45 | 900.00


Here are the 16 flight plans:

LAX | OSL | Norwegian | 1 (AMS) | 08:00 | 18:30 | 549.00
LAX | OSL | SAS | 0 | 10:30 | 20:00 | 799.00
LAX | OSL | Lufthansa | 2 (FRA, CPH) | 12:00 | 22:30 | 949.00
LAX | OSL | KLM | 1 (AMS) | 14:00 | 00:30 | 699.00
LAX | OSL | American Airlines | 1 (PHL) | 16:00 | 02:30 | 749.00
LAX | OSL | Delta | 0 | 18:00 | 04:00 | 899.00
LAX | OSL | United | 1 (EWR) | 20:00 | 06:00 | 799.00
LAX | OSL | Air France | 1 (CDG) | 22:00 | 08:00 | 849.00
OSL | LAX | Norwegian | 1 (LHR) | 08:00 | 14:30 | 579.00
OSL | LAX | SAS | 0 | 10:30 | 16:30 | 849.00
OSL | LAX | Lufthansa | 2 (FRA, MUC) | 12:00 | 18:30 | 1049.00
OSL | LAX | KLM | 1 (AMS) | 14:00 | 20:30 | 749.00
OSL | LAX | American Airlines | 1 (PHL) | 16:00 | 22:30 | 799.00
OSL | LAX | Delta | 0 | 18:00 | 00:30 | 949.00
OSL | LAX | United | 1 (EWR) | 20:00 | 02:30 | 849.00
OSL | LAX | Air France | 1 (CDG) | 22:00 | 04:30 | 899.00


Here are the 16 flight plans:

LAX | PTY | American Airlines | Non-stop | 08:00 | 17:30 | 450.00
LAX | PTY | Copa Airlines | 1 stop (MIA) | 09:15 | 19:45 | 520.00
LAX | PTY | Delta Air Lines | Non-stop | 10:30 | 20:00 | 480.00
LAX | PTY | United Airlines | 1 stop (IAH) | 11:45 | 21:15 | 500.00
LAX | PTY | Avianca | 1 stop (BOG) | 12:50 | 22:20 | 550.00
LAX | PTY | LATAM | Non-stop | 14:00 | 23:30 | 510.00
LAX | PTY | Spirit Airlines | 1 stop (FLL) | 15:15 | 00:45 | 420.00
LAX | PTY | Aeromexico | 1 stop (MEX) | 16:30 | 02:00 | 530.00
PTY | LAX | Copa Airlines | Non-stop | 08:00 | 11:30 | 490.00
PTY | LAX | American Airlines | 1 stop (MIA) | 09:15 | 13:45 | 520.00
PTY | LAX | Delta Air Lines | Non-stop | 10:30 | 14:00 | 480.00
PTY | LAX | United Airlines | 1 stop (IAH) | 11:45 | 16:15 | 500.00
PTY | LAX | Avianca | 1 stop (BOG) | 12:50 | 17:20 | 550.00
PTY | LAX | LATAM | Non-stop | 14:00 | 18:30 | 510.00
PTY | LAX | Spirit Airlines | 1 stop (FLL) | 15:15 | 20:45 | 420.00
PTY | LAX | Aeromexico | 1 stop (MEX) | 16:30 | 22:00 | 530.00


Here are the 16 flight plans:

LAX | CDG | Air France | 0 | 14:30 | 10:15 | 850.00
LAX | CDG | Delta | 1 (AMS) | 10:00 | 08:55 | 950.00
LAX | CDG | American Airlines | 1 (PHL) | 16:45 | 12:30 | 1050.00
LAX | CDG | Lufthansa | 1 (FRA) | 09:15 | 07:00 | 1100.00
LAX | CDG | United | 0 | 18:00 | 14:45 | 900.00
LAX | CDG | KLM | 1 (AMS) | 12:30 | 10:15 | 1000.00
LAX | CDG | British Airways | 1 (LHR) | 15:00 | 11:45 | 1200.00
LAX | CDG | Iberia | 1 (MAD) | 11:45 | 09:30 | 1150.00
CDG | LAX | Air France | 0 | 10:00 | 12:45 | 800.00
CDG | LAX | Delta | 1 (AMS) | 08:30 | 11:15 | 1000.00
CDG | LAX | American Airlines | 1 (PHL) | 14:15 | 17:00 | 1100.00
CDG | LAX | Lufthansa | 1 (FRA) | 09:45 | 12:30 | 1050.00
CDG | LAX | United | 0 | 16:00 | 19:45 | 950.00
CDG | LAX | KLM | 1 (AMS) | 12:00 | 15:45 | 1000.00
CDG | LAX | British Airways | 1 (LHR) | 11:30 | 15:15 | 1250.00
CDG | LAX | Iberia | 1 (MAD) | 10:45 | 14:30 | 1200.00


Here are the 16 flight plans:

LAX | HKT | Thai Airways | 1 (NRT) | 13:30 | 19:45 | 850.00
LAX | HKT | Japan Airlines | 1 (HND) | 11:15 | 18:20 | 920.00
LAX | HKT | Korean Air | 1 (ICN) | 10:00 | 17:50 | 800.00
LAX | HKT | China Eastern | 1 (PVG) | 09:30 | 17:10 | 750.00
LAX | HKT | ANA | 1 (NRT) | 12:45 | 19:00 | 980.00
LAX | HKT | Asiana Airlines | 1 (ICN) | 11:50 | 18:30 | 850.00
LAX | HKT | Cathay Pacific | 1 (HKG) | 10:30 | 17:20 | 900.00
LAX | HKT | Eva Air | 1 (TPE) | 09:00 | 16:40 | 780.00
HKT | LAX | Thai Airways | 1 (NRT) | 20:00 | 06:15 | 820.00
HKT | LAX | Japan Airlines | 1 (HND) | 19:30 | 05:45 | 890.00
HKT | LAX | Korean Air | 1 (ICN) | 18:00 | 04:30 | 770.00
HKT | LAX | China Eastern | 1 (PVG) | 17:00 | 03:40 | 720.00
HKT | LAX | ANA | 1 (NRT) | 21:15 | 07:30 | 940.00
HKT | LAX | Asiana Airlines | 1 (ICN) | 20:45 | 06:20 | 840.00
HKT | LAX | Cathay Pacific | 1 (HKG) | 19:15 | 05:00 | 870.00
HKT | LAX | Eva Air | 1 (TPE) | 18:30 | 04:10 | 790.00


Here are the 16 flight plans:

LAX | PRG | American Airlines | 1 (FRA) | 10:30 | 06:45 | 850.00
LAX | PRG | Delta Air Lines | 1 (AMS) | 13:15 | 09:30 | 920.00
LAX | PRG | United Airlines | 1 (LHR) | 16:00 | 12:15 | 980.00
LAX | PRG | Lufthansa | 1 (FRA) | 18:45 | 14:50 | 1050.00
LAX | PRG | KLM Royal Dutch | 2 (AMS, CDG) | 08:00 | 18:30 | 1100.00
LAX | PRG | Air France | 2 (CDG, FRA) | 11:30 | 21:45 | 1150.00
LAX | PRG | British Airways | 1 (LHR) | 14:15 | 10:20 | 1200.00
LAX | PRG | Swiss International | 1 (ZRH) | 17:00 | 13:05 | 1250.00
PRG | LAX | Czech Airlines | 1 (FRA) | 09:30 | 12:45 | 900.00
PRG | LAX | Delta Air Lines | 1 (AMS) | 12:15 | 15:30 | 950.00
PRG | LAX | United Airlines | 1 (LHR) | 15:00 | 18:15 | 1000.00
PRG | LAX | Lufthansa | 1 (FRA) | 17:45 | 21:00 | 1050.00
PRG | LAX | KLM Royal Dutch | 2 (AMS, CDG) | 07:00 | 17:30 | 1100.00
PRG | LAX | Air France | 2 (CDG, FRA) | 10:30 | 20:45 | 1150.00
PRG | LAX | British Airways | 1 (LHR) | 13:15 | 16:20 | 1200.00
PRG | LAX | Swiss International | 1 (ZRH) | 16:00 | 19:05 | 1250.00


Here are the 16 flight plans:

LAX | KEF | Icelandair | 1 (JFK) | 08:00 | 18:30 | 849.00
LAX | KEF | American Airlines | 2 (PHL, BOS) | 10:30 | 21:45 | 1099.00
LAX | KEF | Delta Air Lines | 1 (AMS) | 12:00 | 23:15 | 899.00
LAX | KEF | United Airlines | 1 (EWR) | 14:30 | 02:00 | 949.00
LAX | KEF | Lufthansa | 2 (FRA, OSLO) | 16:00 | 04:15 | 1299.00
LAX | KEF | Air Canada | 1 (YYZ) | 18:30 | 06:45 | 999.00
LAX | KEF | British Airways | 2 (LHR, MAN) | 20:00 | 08:15 | 1399.00
LAX | KEF | Swiss International | 1 (ZRH) | 22:00 | 10:30 | 1049.00
KEF | LAX | Icelandair | 1 (JFK) | 08:30 | 16:00 | 799.00
KEF | LAX | American Airlines | 2 (BOS, PHL) | 10:00 | 20:15 | 999.00
KEF | LAX | Delta Air Lines | 1 (AMS) | 11:30 | 21:45 | 849.00
KEF | LAX | United Airlines | 1 (EWR) | 13:00 | 23:15 | 899.00
KEF | LAX | Lufthansa | 2 (OSLO, FRA) | 14:30 | 02:45 | 1199.00
KEF | LAX | Air Canada | 1 (YYZ) | 16:00 | 04:15 | 949.00
KEF | LAX | British Airways | 2 (MAN, LHR) | 17:30 | 06:45 | 1299.00
KEF | LAX | Swiss International | 1 (ZRH) | 19:00 | 08:30 | 1049.00


Here are the 16 flight plans:

LAX | GIG | American Airlines | Non-stop | 08:00 | 20:05 | 849.00
LAX | GIG | LATAM | 1 stop (GRU) | 10:30 | 22:50 | 719.00
LAX | GIG | Delta Air Lines | Non-stop | 12:45 | 01:20 | 999.00
LAX | GIG | United Airlines | 1 stop (IAH) | 14:15 | 02:40 | 879.00
LAX | GIG | Azul Airlines | 1 stop (CNF) | 16:00 | 04:25 | 799.00
LAX | GIG | Avianca | 2 stops (BOG, GRU) | 17:45 | 06:10 | 649.00
LAX | GIG | Copa Airlines | 1 stop (PTY) | 19:30 | 07:55 | 929.00
LAX | GIG | Aeromexico | 1 stop (MEX) | 21:15 | 09:40 | 849.00
GIG | LAX | American Airlines | Non-stop | 09:00 | 16:05 | 849.00
GIG | LAX | LATAM | 1 stop (SCL) | 11:30 | 18:50 | 719.00
GIG | LAX | Delta Air Lines | Non-stop | 13:45 | 20:20 | 999.00
GIG | LAX | United Airlines | 1 stop (EWR) | 15:15 | 22:40 | 879.00
GIG | LAX | Azul Airlines | 1 stop (BEL) | 16:50 | 00:25 | 799.00
GIG | LAX | Avianca | 2 stops (LIM, BOG) | 18:30 | 02:55 | 649.00
GIG | LAX | Copa Airlines | 1 stop (PTY) | 20:15 | 04:40 | 929.00
GIG | LAX | Aeromexico | 1 stop (MEX) | 21:50 | 06:25 | 849.00
GIG | LAX | Gol Transportes Aéreos | 1 stop (BSB) | 23:20 | 08:45 | 749.00


Here are the 16 flight plans:

LAX | FCO | American Airlines | 1 (JFK) | 08:00 | 18:30 | 850.00
LAX | FCO | Delta Air Lines | 2 (ATL, CDG) | 10:30 | 21:15 | 1200.00
LAX | FCO | United Airlines | 1 (EWR) | 12:00 | 22:45 | 950.00
LAX | FCO | Lufthansa | 1 (FRA) | 14:30 | 01:15 | 1100.00
LAX | FCO | Alitalia | 0 | 16:00 | 11:30 | 800.00
LAX | FCO | British Airways | 1 (LHR) | 18:00 | 12:45 | 1000.00
LAX | FCO | Swiss International | 1 (ZRH) | 20:00 | 14:30 | 1050.00
LAX | FCO | Turkish Airlines | 1 (IST) | 22:00 | 16:15 | 1250.00

FCO | LAX | Alitalia | 0 | 09:00 | 12:00 | 750.00
FCO | LAX | American Airlines | 1 (PHL) | 11:30 | 15:30 | 900.00
FCO | LAX | Lufthansa | 1 (MUC) | 14:00 | 18:00 | 1000.00
FCO | LAX | United Airlines | 1 (EWR) | 16:30 | 20:30 | 950.00
FCO | LAX | Delta Air Lines | 2 (CDG, JFK) | 18:00 | 22:45 | 1300.00
FCO | LAX | British Airways | 1 (LHR) | 20:00 | 00:45 | 1100.00
FCO | LAX | Turkish Airlines | 1 (IST) | 22:00 | 02:45 | 1200.00
FCO | LAX | Swiss International | 1 (ZRH) | 00:00 | 06:30 | 1050.00


Here are the 16 flight plans:

LAX | SCL | American Airlines | 1 (DFW) | 08:00 | 22:30 | 850.00
LAX | SCL | LATAM | 0 | 10:30 | 20:15 | 950.00
LAX | SCL | Delta Air Lines | 1 (ATL) | 12:45 | 23:50 | 1020.00
LAX | SCL | United Airlines | 1 (IAH) | 14:15 | 00:45 | 1100.00
LAX | SCL | Avianca | 1 (BOG) | 16:00 | 02:20 | 1050.00
LAX | SCL | Copa Airlines | 1 (PTY) | 18:30 | 04:10 | 1000.00
LAX | SCL | Aeromexico | 1 (MEX) | 20:45 | 06:25 | 980.00
LAX | SCL | Qantas | 2 (DFW, GRU) | 22:15 | 10:00 | 1250.00
SCL | LAX | LATAM | 0 | 09:00 | 17:45 | 920.00
SCL | LAX | American Airlines | 1 (DFW) | 11:30 | 20:15 | 980.00
SCL | LAX | Delta Air Lines | 1 (ATL) | 13:45 | 22:50 | 1050.00
SCL | LAX | United Airlines | 1 (IAH) | 15:15 | 00:45 | 1150.00
SCL | LAX | Avianca | 1 (BOG) | 17:00 | 02:20 | 1080.00
SCL | LAX | Copa Airlines | 1 (PTY) | 19:30 | 04:10 | 1030.00
SCL | LAX | Aeromexico | 1 (MEX) | 21:45 | 06:25 | 1010.00
SCL | LAX | Qantas | 2 (GRU, DFW) | 23:15 | 10:00 | 1300.00


Here are the 16 flight plans:

LAX | ICN | Korean Air | Non-stop | 10:30 | 15:45 | 550.00
LAX | ICN | Asiana Airlines | 1 stop (HKG) | 12:00 | 17:30 | 620.00
LAX | ICN | Delta Air Lines | Non-stop | 13:45 | 19:00 | 650.00
LAX | ICN | China Eastern | 2 stops (PVG, NRT) | 14:30 | 21:15 | 480.00
LAX | ICN | Japan Airlines | 1 stop (NRT) | 15:15 | 20:45 | 580.00
LAX | ICN | American Airlines | Non-stop | 16:00 | 21:30 | 680.00
LAX | ICN | Cathay Pacific | 1 stop (HKG) | 17:00 | 22:30 | 630.00
LAX | ICN | United Airlines | 1 stop (SFO) | 18:30 | 00:15 | 610.00
ICN | LAX | Korean Air | Non-stop | 09:00 | 06:30 | 580.00
ICN | LAX | Asiana Airlines | 1 stop (NRT) | 10:30 | 08:00 | 650.00
ICN | LAX | Delta Air Lines | Non-stop | 12:00 | 09:30 | 680.00
ICN | LAX | China Eastern | 2 stops (PVG, HKG) | 13:45 | 12:15 | 520.00
ICN | LAX | Japan Airlines | 1 stop (HKG) | 15:15 | 13:45 | 600.00
ICN | LAX | American Airlines | Non-stop | 16:30 | 14:00 | 710.00
ICN | LAX | Cathay Pacific | 1 stop (TPE) | 17:45 | 15:15 | 640.00
ICN | LAX | United Airlines | 1 stop (SFO) | 19:00 | 16:30 | 620.00


Here are the 16 flight plans:

LAX | PVG | American Airlines | Non-stop | 09:00 | 18:30 | 550.00
LAX | PVG | China Eastern | 1 stop (NRT) | 11:30 | 20:00 | 480.00
LAX | PVG | Delta Air Lines | Non-stop | 13:00 | 22:30 | 620.00
LAX | PVG | United Airlines | 1 stop (SFO) | 14:30 | 23:59 | 510.00
LAX | PVG | China Southern | 2 stops (HKG, CAN) | 16:00 | 02:00 | 450.00
LAX | PVG | Japan Airlines | 1 stop (NRT) | 17:30 | 01:30 | 520.00
LAX | PVG | Korean Air | 1 stop (ICN) | 19:00 | 03:00 | 500.00
LAX | PVG | Asiana Airlines | 1 stop (ICN) | 20:30 | 04:30 | 530.00
PVG | LAX | China Eastern | Non-stop | 09:00 | 06:30 | 580.00
PVG | LAX | American Airlines | 1 stop (NRT) | 11:30 | 09:00 | 520.00
PVG | LAX | Delta Air Lines | Non-stop | 13:00 | 10:30 | 650.00
PVG | LAX | United Airlines | 1 stop (SFO) | 14:30 | 12:00 | 540.00
PVG | LAX | China Southern | 2 stops (CAN, HKG) | 16:00 | 14:30 | 490.00
PVG | LAX | Japan Airlines | 1 stop (NRT) | 17:30 | 15:30 | 560.00
PVG | LAX | Korean Air | 1 stop (ICN) | 19:00 | 17:00 | 550.00
PVG | LAX | Asiana Airlines | 1 stop (ICN) | 20:30 | 18:30 | 590.00


Here are the 16 flight plans:

LAX | SIN | Singapore Airlines | 1 (NRT) | 10:00 | 18:30 | 850.00
LAX | SIN | United Airlines | 1 (HKG) | 12:30 | 21:00 | 900.00
LAX | SIN | American Airlines | 1 (TPE) | 14:00 | 22:30 | 950.00
LAX | SIN | Delta Air Lines | 1 (ICN) | 16:00 | 00:30 | 1000.00
LAX | SIN | Qantas | 2 (SYD, KUL) | 18:00 | 03:00 | 1100.00
LAX | SIN | Japan Airlines | 1 (NRT) | 20:00 | 04:30 | 1050.00
LAX | SIN | Korean Air | 1 (ICN) | 22:00 | 06:30 | 1020.00
LAX | SIN | China Airlines | 1 (TPE) | 00:00 | 08:30 | 980.00

SIN | LAX | Singapore Airlines | 1 (NRT) | 09:00 | 17:30 | 920.00
SIN | LAX | United Airlines | 1 (HKG) | 11:30 | 20:00 | 970.00
SIN | LAX | American Airlines | 1 (TPE) | 14:00 | 22:30 | 1020.00
SIN | LAX | Delta Air Lines | 1 (ICN) | 16:30 | 00:00 | 1050.00
SIN | LAX | Qantas | 2 (KUL, SYD) | 19:00 | 03:30 | 1150.00
SIN | LAX | Japan Airlines | 1 (NRT) | 21:30 | 05:00 | 1080.00
SIN | LAX | Korean Air | 1 (ICN) | 23:30 | 07:00 | 1040.00
SIN | LAX | China Airlines | 1 (TPE) | 02:00 | 09:30 | 1000.00


Here are the 16 flight plans:

LAX | SPU | American Airlines | Non-stop | 08:00 | 15:30 | 450.00
LAX | SPU | Delta Air Lines | 1 stop (CDG) | 10:30 | 18:15 | 520.00
LAX | SPU | United Airlines | Non-stop | 12:45 | 20:10 | 480.00
LAX | SPU | Lufthansa | 1 stop (FRA) | 14:00 | 22:40 | 550.00
LAX | SPU | Air France | 1 stop (CDG) | 16:15 | 00:45 | 580.00
LAX | SPU | KLM Royal Dutch | 1 stop (AMS) | 18:30 | 02:10 | 510.00
LAX | SPU | Turkish Airlines | 1 stop (IST) | 20:45 | 04:25 | 600.00
LAX | SPU | Austrian Airlines | 1 stop (VIE) | 22:50 | 06:30 | 620.00
SPU | LAX | American Airlines | Non-stop | 08:30 | 11:00 | 420.00
SPU | LAX | Delta Air Lines | 1 stop (JFK) | 10:50 | 14:20 | 490.00
SPU | LAX | United Airlines | Non-stop | 13:15 | 15:45 | 450.00
SPU | LAX | Lufthansa | 1 stop (FRA) | 15:30 | 19:05 | 510.00
SPU | LAX | Air France | 1 stop (CDG) | 17:45 | 21:20 | 530.00
SPU | LAX | KLM Royal Dutch | 1 stop (AMS) | 20:00 | 23:35 | 490.00
SPU | LAX | Turkish Airlines | 1 stop (IST) | 22:15 | 02:50 | 560.00
SPU | LAX | Austrian Airlines | 1 stop (VIE) | 00:30 | 04:05 | 590.00


Here are the 16 flight plans:

LAX | ARN | SAS | 1 (CPH) | 08:00 | 18:30 | 540.00
LAX | ARN | Norwegian | 0 | 10:30 | 20:00 | 450.00
LAX | ARN | Lufthansa | 1 (FRA) | 12:00 | 22:30 | 620.00
LAX | ARN | American Airlines | 1 (PHL) | 14:00 | 00:30 | 580.00
LAX | ARN | Delta | 1 (AMS) | 16:00 | 02:30 | 600.00
LAX | ARN | United | 1 (EWR) | 18:00 | 04:30 | 650.00
LAX | ARN | Turkish Airlines | 1 (IST) | 20:00 | 06:30 | 700.00
LAX | ARN | KLM | 1 (AMS) | 22:00 | 08:30 | 630.00

ARN | LAX | SAS | 1 (CPH) | 09:00 | 17:30 | 560.00
ARN | LAX | Norwegian | 0 | 11:30 | 19:00 | 480.00
ARN | LAX | Lufthansa | 1 (FRA) | 13:00 | 21:30 | 640.00
ARN | LAX | American Airlines | 1 (PHL) | 15:00 | 23:30 | 600.00
ARN | LAX | Delta | 1 (AMS) | 17:00 | 01:30 | 620.00
ARN | LAX | United | 1 (EWR) | 19:00 | 03:30 | 670.00
ARN | LAX | Turkish Airlines | 1 (IST) | 21:00 | 05:30 | 720.00
ARN | LAX | KLM | 1 (AMS) | 23:00 | 07:30 | 650.00


Here are the 16 flight plans:

LAX | SYD | Qantas | 1 (HNL) | 10:00 | 07:30 | 850.00
LAX | SYD | American Airlines | 2 (HNL, AKL) | 14:30 | 12:45 | 1050.00
LAX | SYD | Delta | 0 | 18:00 | 06:00 | 1200.00
LAX | SYD | United | 1 (SFO) | 08:00 | 05:30 | 900.00
LAX | SYD | Virgin Australia | 2 (SFO, MEL) | 12:00 | 10:30 | 1100.00
LAX | SYD | Air New Zealand | 1 (AKL) | 16:00 | 03:30 | 1000.00
LAX | SYD | LATAM | 2 (SCL, AKL) | 20:00 | 07:00 | 1250.00
LAX | SYD | Singapore Airlines | 1 (SIN) | 22:00 | 08:30 | 1300.00
SYD | LAX | Qantas | 1 (HNL) | 09:00 | 04:30 | 850.00
SYD | LAX | American Airlines | 2 (AKL, HNL) | 13:30 | 09:45 | 1050.00
SYD | LAX | Delta | 0 | 17:00 | 05:00 | 1200.00
SYD | LAX | United | 1 (MEL) | 07:00 | 02:30 | 900.00
SYD | LAX | Virgin Australia | 2 (MEL, SFO) | 11:00 | 08:30 | 1100.00
SYD | LAX | Air New Zealand | 1 (AKL) | 15:00 | 02:30 | 1000.00
SYD | LAX | LATAM | 2 (AKL, SCL) | 19:00 | 06:00 | 1250.00
SYD | LAX | Singapore Airlines | 1 (SIN) | 21:00 | 07:30 | 1300.00


Here are the 16 flight plans:

LAX | NRT | ANA | 0 | 09:00 | 12:30 | 850.00
LAX | NRT | JAL | 1 (HNL) | 10:30 | 14:45 | 720.00
LAX | NRT | Delta | 0 | 11:15 | 14:50 | 950.00
LAX | NRT | United | 1 (SFO) | 12:00 | 16:20 | 800.00
LAX | NRT | American | 0 | 13:45 | 17:10 | 900.00
LAX | NRT | Hawaiian | 1 (HNL) | 14:30 | 18:00 | 750.00
LAX | NRT | Asiana | 1 (ICN) | 15:15 | 19:30 | 820.00
LAX | NRT | China Eastern | 1 (PVG) | 16:00 | 20:20 | 780.00
NRT | LAX | ANA | 0 | 09:30 | 05:00 | 850.00
NRT | LAX | JAL | 1 (HNL) | 10:00 | 06:20 | 720.00
NRT | LAX | Delta | 0 | 11:00 | 07:30 | 950.00
NRT | LAX | United | 1 (SFO) | 12:30 | 09:50 | 800.00
NRT | LAX | American | 0 | 13:15 | 10:45 | 900.00
NRT | LAX | Hawaiian | 1 (HNL) | 14:00 | 12:20 | 750.00
NRT | LAX | Asiana | 1 (ICN) | 15:45 | 14:10 | 820.00
NRT | LAX | China Eastern | 1 (PVG) | 16:30 | 15:50 | 780.00
NRT | LAX | Singapore | 1 (SIN) | 17:15 | 16:40 | 790.00


Here are the 16 flight plans:

LAX | HND | ANA | 0 | 10:00 | 14:30 | 850.00
LAX | HND | JAL | 1 (NRT) | 11:30 | 16:15 | 950.00
LAX | HND | Delta | 0 | 12:45 | 17:10 | 800.00
LAX | HND | United | 1 (SFO) | 13:15 | 18:00 | 900.00
LAX | HND | American | 0 | 14:30 | 19:00 | 850.00
LAX | HND | Hawaiian | 1 (HNL) | 15:45 | 20:30 | 1000.00
LAX | HND | Singapore | 1 (SIN) | 16:15 | 21:00 | 1050.00
LAX | HND | Korean | 1 (ICN) | 17:00 | 22:00 | 1100.00
HND | LAX | ANA | 0 | 09:00 | 05:30 | 900.00
HND | LAX | JAL | 1 (NRT) | 10:30 | 06:45 | 1000.00
HND | LAX | Delta | 0 | 11:45 | 07:30 | 850.00
HND | LAX | United | 1 (SFO) | 12:15 | 08:30 | 950.00
HND | LAX | American | 0 | 13:30 | 09:45 | 900.00
HND | LAX | Hawaiian | 1 (HNL) | 14:45 | 11:30 | 1050.00
HND | LAX | Singapore | 1 (SIN) | 15:15 | 12:00 | 1100.00
HND | LAX | Korean | 1 (ICN) | 16:00 | 13:00 | 1150.00
HND | LAX | Asiana | 1 (ICN) | 17:00 | 14:00 | 1200.00


Here are the 16 flight plans:

