

ORD | IAH | United | 0 | 08:00 | 11:15 | 250.00
ORD | EGE | Alaska Airlines | Non-stop | 14:00 | 16:30 | 500.00
ORD | EGE | JetBlue Airways | 1 stop (LAX) | 15:45 | 19:15 | 580.00
ORD | EGE | Spirit Airlines | 1 stop (DFW) | 17:00 | 20:30 | 530.00
ORD | EGE | Frontier Airlines | Non-stop | 19:30 | 22:00 | 510.00
EGE | ORD | American Airlines | Non-stop | 06:00 | 09:30 | 420.00
EGE | ORD | United Airlines | 1 stop (IAH) | 07:15 | 11:45 | 490.00
EGE | ORD | Delta Air Lines | Non-stop | 09:00 | 12:30 | 460.00
EGE | ORD | Southwest Airlines | 1 stop (STL) | 10:30 | 14:00 | 540.00
EGE | ORD | Alaska Airlines | Non-stop | 12:00 | 15:30 | 480.00
EGE | ORD | JetBlue Airways | 1 stop (BOS) | 13:45 | 17:15 | 560.00
EGE | ORD | Spirit Airlines | 1 stop (LAS) | 15:00 | 18:30 | 520.00
EGE | ORD | Frontier Airlines | Non-stop | 16:30 | 20:00 | 500.00


ORD | DEN | United | Non-stop | 06:00 | 07:45 | 250.00
ORD | DEN | American | 1 (MCI) | 08:30 | 11:15 | 280.00
ORD | DEN | Delta | Non-stop | 10:15 | 12:00 | 220.00
ORD | DEN | Frontier | 1 (MDW) | 12:00 | 14:45 | 200.00
ORD | DEN | Spirit | 1 (DTW) | 14:30 | 17:15 | 240.00
ORD | DEN | Southwest | Non-stop | 16:00 | 17:45 | 260.00
ORD | DEN | Alaska | 1 (SEA) | 18:30 | 21:15 | 300.00
ORD | DEN | JetBlue | Non-stop | 20:15 | 22:00 | 230.00
DEN | ORD | United | Non-stop | 06:00 | 09:45 | 250.00
DEN | ORD | American | 1 (DFW) | 08:30 | 12:15 | 280.00
DEN | ORD | Delta | Non-stop | 10:15 | 13:00 | 220.00
DEN | ORD | Frontier | 1 (MKE) | 12:00 | 15:45 | 200.00
DEN | ORD | Spirit | 1 (LAS) | 14:30 | 17:15 | 240.00
DEN | ORD | Southwest | Non-stop | 16:00 | 18:45 | 260.00
DEN | ORD | Alaska | 1 (SFO) | 18:30 | 21:15 | 300.00
DEN | ORD | JetBlue | Non-stop | 20:15 | 22:00 | 230.00


Here are the 16 flight plans:

ORD | CHS | AA | Non-stop | 06:00 | 09:15 | 178.00
ORD | CHS | UA | 1 (CLT) | 07:30 | 11:45 | 245.00
ORD | CHS | DL | Non-stop | 08:15 | 11:30 | 198.00
ORD | CHS | WN | 1 (BNA) | 09:00 | 13:15 | 225.00
ORD | CHS | AA | Non-stop | 10:30 | 13:45 | 210.00
ORD | CHS | UA | 1 (EWR) | 11:45 | 15:00 | 260.00
ORD | CHS | DL | Non-stop | 13:00 | 16:15 | 230.00
ORD | CHS | WN | 1 (MDW) | 14:15 | 17:30 | 240.00
CHS | ORD | AA | Non-stop | 06:30 | 08:45 | 185.00
CHS | ORD | UA | 1 (IAD) | 07:45 | 11:00 | 250.00
CHS | ORD | DL | Non-stop | 09:00 | 11:15 | 205.00
CHS | ORD | WN | 1 (ATL) | 10:15 | 13:30 | 235.00
CHS | ORD | AA | Non-stop | 11:30 | 13:45 | 220.00
CHS | ORD | UA | 1 (PIT) | 12:45 | 15:00 | 265.00
CHS | ORD | DL | Non-stop | 14:00 | 16:15 | 240.00
CHS | ORD | WN | 1 (CVG) | 15:15 | 17:30 | 255.00


Here are the 16 flight plans:

ORD | RAP | American Airlines | Non-stop | 06:00 | 07:30 | 230.00
ORD | RAP | Delta Air Lines | 1 stop (MSP) | 08:15 | 11:45 | 280.00
ORD | RAP | United Airlines | Non-stop | 10:00 | 11:30 | 200.00
ORD | RAP | Frontier Airlines | 1 stop (DEN) | 12:30 | 16:15 | 240.00
ORD | RAP | Spirit Airlines | 1 stop (LAS) | 14:45 | 18:30 | 260.00
ORD | RAP | Alaska Airlines | Non-stop | 16:00 | 17:30 | 220.00
ORD | RAP | JetBlue Airways | 1 stop (PHX) | 18:15 | 22:00 | 290.00
ORD | RAP | Southwest Airlines | Non-stop | 20:00 | 21:30 | 210.00

RAP | ORD | American Airlines | Non-stop | 06:30 | 08:00 | 240.00
RAP | ORD | Delta Air Lines | 1 stop (ATL) | 08:45 | 12:30 | 300.00
RAP | ORD | United Airlines | Non-stop | 11:00 | 12:30 | 220.00
RAP | ORD | Frontier Airlines | 1 stop (MKE) | 13:15 | 16:45 | 260.00
RAP | ORD | Spirit Airlines | 1 stop (ORD) | 15:30 | 18:15 | 280.00
RAP | ORD | Alaska Airlines | Non-stop | 17:00 | 18:30 | 230.00
RAP | ORD | JetBlue Airways | 1 stop (BOS) | 19:15 | 23:00 | 310.00
RAP | ORD | Southwest Airlines | Non-stop | 21:00 | 22:30 | 240.00


Here are the 16 flight plans:

ORD | FCA | UA | 0 | 08:00 | 18:30 | 850.00
ORD | FCA | AA | 1 (DFW) | 09:30 | 20:15 | 950.00
ORD | FCA | DL | 0 | 11:00 | 21:45 | 1050.00
ORD | FCA | WN | 1 (DEN) | 12:30 | 23:10 | 875.00
ORD | FCA | UA | 0 | 14:00 | 02:30 | 925.00
ORD | FCA | AS | 1 (SEA) | 15:30 | 04:15 | 1025.00
ORD | FCA | F9 | 0 | 17:00 | 05:45 | 795.00
ORD | FCA | B6 | 1 (JFK) | 18:30 | 07:10 | 975.00
FCA | ORD | UA | 0 | 09:00 | 19:30 | 825.00
FCA | ORD | AA | 1 (CLT) | 10:30 | 21:15 | 925.00
FCA | ORD | DL | 0 | 12:00 | 22:45 | 1050.00
FCA | ORD | WN | 1 (PHX) | 13:30 | 00:10 | 875.00
FCA | ORD | UA | 0 | 15:00 | 03:30 | 900.00
FCA | ORD | AS | 1 (SFO) | 16:30 | 05:15 | 1025.00
FCA | ORD | F9 | 0 | 18:00 | 06:45 | 750.00
FCA | ORD | B6 | 1 (BOS) | 19:30 | 08:10 | 950.00


ORD | FLG | AA | 1 (DEN) | 08:00 | 10:30 | 250.00
ORD | FLG | UA | 0 | 09:15 | 11:45 | 220.00
ORD | FLG | WN | 1 (PHX) | 10:30 | 13:00 | 280.00
ORD | FLG | DL | 0 | 11:45 | 14:15 | 240.00
ORD | FLG | AS | 1 (SEA) | 13:00 | 15:30 | 300.00
ORD | FLG | F9 | 0 | 14:15 | 16:45 | 200.00
ORD | FLG | NK | 1 (LAS) | 15:30 | 18:00 | 260.00
ORD | FLG | B6 | 0 | 16:45 | 19:15 | 230.00
FLG | ORD | AA | 1 (DEN) | 08:00 | 12:30 | 270.00
FLG | ORD | UA | 0 | 09:15 | 13:45 | 240.00
FLG | ORD | WN | 1 (PHX) | 10:30 | 14:00 | 290.00
FLG | ORD | DL | 0 | 11:45 | 15:15 | 250.00
FLG | ORD | AS | 1 (SEA) | 13:00 | 15:30 | 310.00
FLG | ORD | F9 | 0 | 14:15 | 16:45 | 210.00
FLG | ORD | NK | 1 (LAS) | 15:30 | 18:00 | 280.00
FLG | ORD | B6 | 0 | 16:45 | 19:15 | 240.00


ORD | LAS | American Airlines | Non-stop | 06:00 | 08:05 | 248.00
ORD | LAS | United Airlines | Non-stop | 08:30 | 10:35 | 275.00
ORD | LAS | Delta Air Lines | Non-stop | 10:00 | 12:05 | 298.00
ORD | LAS | Spirit Airlines | 1 stop (DEN) | 11:15 | 14:20 | 220.00
ORD | LAS | Southwest Airlines | Non-stop | 12:30 | 14:35 | 258.00
ORD | LAS | Frontier Airlines | 1 stop (MKE) | 13:45 | 16:50 | 235.00
ORD | LAS | Alaska Airlines | Non-stop | 15:00 | 17:05 | 288.00
ORD | LAS | JetBlue Airways | 1 stop (JFK) | 16:15 | 19:20 | 265.00
LAS | ORD | American Airlines | Non-stop | 07:00 | 11:05 | 270.00
LAS | ORD | United Airlines | Non-stop | 09:30 | 13:35 | 295.00
LAS | ORD | Delta Air Lines | Non-stop | 11:00 | 15:05 | 320.00
LAS | ORD | Spirit Airlines | 1 stop (IAH) | 12:15 | 15:20 | 240.00
LAS | ORD | Southwest Airlines | Non-stop | 13:30 | 16:35 | 280.00
LAS | ORD | Frontier Airlines | 1 stop (PHX) | 14:45 | 17:50 | 255.00
LAS | ORD | Alaska Airlines | Non-stop | 16:00 | 19:05 | 305.00
LAS | ORD | JetBlue Airways | 1 stop (LAX) | 17:15 | 20:20 | 290.00


ORD | TYS | American Airlines | 0 | 08:00 | 10:35 | 198.00
ORD | TYS | United Airlines | 1 (CVG) | 09:15 | 12:50 | 225.00
ORD | TYS | Delta Air Lines | 0 | 10:45 | 13:20 | 220.00
ORD | TYS | Spirit Airlines | 1 (DTW) | 12:00 | 15:40 | 180.00
ORD | TYS | Frontier Airlines | 0 | 13:30 | 16:05 | 190.00
ORD | TYS | Southwest Airlines | 1 (STL) | 14:45 | 18:20 | 240.00
ORD | TYS | JetBlue Airways | 0 | 16:00 | 18:35 | 210.00
ORD | TYS | Alaska Airlines | 1 (CLT) | 17:15 | 20:50 | 260.00
TYS | ORD | American Airlines | 0 | 08:30 | 10:05 | 205.00
TYS | ORD | United Airlines | 1 (IAD) | 09:50 | 12:25 | 235.00
TYS | ORD | Delta Air Lines | 0 | 11:20 | 13:55 | 230.00
TYS | ORD | Spirit Airlines | 1 (BWI) | 12:50 | 15:25 | 195.00
TYS | ORD | Frontier Airlines | 0 | 14:10 | 16:45 | 200.00
TYS | ORD | Southwest Airlines | 1 (IND) | 15:35 | 18:10 | 250.00
TYS | ORD | JetBlue Airways | 0 | 16:55 | 19:30 | 225.00
TYS | ORD | Alaska Airlines | 1 (MIA) | 18:20 | 21:55 | 280.00


Here are the 16 flight plans:

ORD | AVL | American Airlines | Non-stop | 08:00 | 11:05 | 278.00
ORD | AVL | Delta Air Lines | 1 stop (ATL) | 09:30 | 13:20 | 298.00
ORD | AVL | United Airlines | Non-stop | 10:45 | 14:00 | 288.00
ORD | AVL | Southwest Airlines | 1 stop (BNA) | 12:00 | 15:50 | 268.00
ORD | AVL | Spirit Airlines | 1 stop (FLL) | 13:15 | 17:05 | 238.00
ORD | AVL | Frontier Airlines | Non-stop | 14:30 | 17:35 | 248.00
ORD | AVL | JetBlue Airways | 1 stop (JFK) | 15:45 | 19:30 | 308.00
ORD | AVL | Alaska Airlines | Non-stop | 17:00 | 20:05 | 298.00
AVL | ORD | American Airlines | Non-stop | 08:30 | 10:25 | 288.00
AVL | ORD | Delta Air Lines | 1 stop (CVG) | 09:50 | 12:40 | 298.00
AVL | ORD | United Airlines | Non-stop | 11:15 | 13:10 | 278.00
AVL | ORD | Southwest Airlines | 1 stop (STL) | 12:30 | 15:20 | 258.00
AVL | ORD | Spirit Airlines | 1 stop (DTW) | 13:45 | 16:35 | 228.00
AVL | ORD | Frontier Airlines | Non-stop | 15:00 | 17:05 | 248.00
AVL | ORD | JetBlue Airways | 1 stop (BOS) | 16:15 | 19:00 | 308.00
AVL | ORD | Alaska Airlines | Non-stop | 17:30 | 19:35 | 288.00


Here are the 16 flight plans:

ORD | JAC | AA | 0 | 08:00 | 10:30 | 420.00
ORD | JAC | UA | 1 (DEN) | 09:15 | 12:45 | 450.00
ORD | JAC | DL | 0 | 10:30 | 13:00 | 380.00
ORD | JAC | WN | 1 (MSP) | 11:45 | 15:15 | 410.00
ORD | JAC | AS | 0 | 13:00 | 15:30 | 400.00
ORD | JAC | F9 | 1 (LAS) | 14:15 | 17:45 | 430.00
ORD | JAC | NK | 0 | 15:30 | 18:00 | 390.00
ORD | JAC | B6 | 1 (SFO) | 16:45 | 20:15 | 460.00

JAC | ORD | AA | 0 | 06:00 | 08:30 | 400.00
JAC | ORD | UA | 1 (IAH) | 07:15 | 10:45 | 440.00
JAC | ORD | DL | 0 | 08:30 | 11:00 | 360.00
JAC | ORD | WN | 1 (DEN) | 09:45 | 12:15 | 420.00
JAC | ORD | AS | 0 | 11:00 | 13:30 | 380.00
JAC | ORD | F9 | 1 (PHX) | 12:15 | 14:45 | 450.00
JAC | ORD | NK | 0 | 13:30 | 15:00 | 370.00
JAC | ORD | B6 | 1 (LAX) | 14:45 | 17:15 | 480.00


ORD | EYW | AA | 0 | 08:00 | 11:30 | 250.00
ORD | EYW | UA | 1 (MIA) | 09:30 | 13:45 | 320.00
ORD | EYW | DL | 0 | 10:15 | 13:45 | 280.00
ORD | EYW | WN | 1 (TPA) | 11:00 | 15:15 | 350.00
ORD | EYW | F9 | 0 | 12:30 | 15:45 | 220.00
ORD | EYW | NK | 1 (FLL) | 13:45 | 17:00 | 300.00
ORD | EYW | SY | 0 | 15:00 | 18:15 | 240.00
ORD | EYW | B6 | 1 (JFK) | 16:30 | 20:45 | 380.00
EYW | ORD | AA | 0 | 08:00 | 10:30 | 230.00
EYW | ORD | UA | 1 (MIA) | 09:30 | 12:45 | 310.00
EYW | ORD | DL | 0 | 10:15 | 12:45 | 260.00
EYW | ORD | WN | 1 (TPA) | 11:00 | 14:15 | 330.00
EYW | ORD | F9 | 0 | 12:30 | 14:45 | 210.00
EYW | ORD | NK | 1 (FLL) | 13:45 | 16:00 | 290.00
EYW | ORD | SY | 0 | 15:00 | 17:15 | 220.00
EYW | ORD | B6 | 1 (JFK) | 16:30 | 19:45 | 360.00


Here are the 16 flight plans:

ORD | RNO | AA | 0 | 08:00 | 10:30 | 250.00
ORD | RNO | UA | 1 (DEN) | 09:15 | 12:45 | 320.00
ORD | RNO | WN | 0 | 10:45 | 13:15 | 280.00
ORD | RNO | DL | 1 (MSP) | 12:00 | 15:30 | 350.00
ORD | RNO | AS | 0 | 13:30 | 16:00 | 300.00
ORD | RNO | F9 | 1 (LAS) | 14:45 | 18:15 | 220.00
ORD | RNO | NK | 0 | 16:00 | 18:30 | 240.00
ORD | RNO | B6 | 1 (LAX) | 17:15 | 20:45 | 380.00

RNO | ORD | AA | 0 | 08:30 | 14:00 | 270.00
RNO | ORD | UA | 1 (SFO) | 09:45 | 16:15 | 330.00
RNO | ORD | WN | 0 | 11:15 | 16:45 | 290.00
RNO | ORD | DL | 1 (ATL) | 12:30 | 19:00 | 360.00
RNO | ORD | AS | 0 | 14:00 | 18:30 | 310.00
RNO | ORD | F9 | 1 (PHX) | 15:15 | 20:45 | 230.00
RNO | ORD | NK | 0 | 16:30 | 21:00 | 250.00
RNO | ORD | B6 | 1 (JFK) | 17:45 | 23:15 | 390.00


ORD | TVL | American Airlines | 1 (DEN) | 08:00 | 11:15 | 450.00
ORD | TVL | United Airlines | 2 (IAH, PHX) | 09:30 | 14:45 | 520.00
ORD | TVL | Delta Air Lines | Non-stop | 11:00 | 13:30 | 380.00
ORD | TVL | Spirit Airlines | 1 (LAS) | 12:15 | 15:40 | 320.00
ORD | TVL | Frontier Airlines | 2 (MCI, SLC) | 13:45 | 18:00 | 400.00
ORD | TVL | Alaska Airlines | Non-stop | 15:00 | 17:30 | 420.00
ORD | TVL | JetBlue Airways | 1 (JFK) | 16:30 | 20:00 | 480.00
ORD | TVL | Southwest Airlines | 2 (STL, ABQ) | 18:00 | 22:20 | 440.00
TVL | ORD | American Airlines | 1 (DFW) | 06:00 | 11:15 | 410.00
TVL | ORD | United Airlines | Non-stop | 07:30 | 11:45 | 390.00
TVL | ORD | Delta Air Lines | 2 (ATL, CVG) | 09:00 | 14:25 | 500.00
TVL | ORD | Spirit Airlines | 1 (ORD) | 10:45 | 14:10 | 350.00
TVL | ORD | Frontier Airlines | Non-stop | 12:00 | 15:20 | 370.00
TVL | ORD | Alaska Airlines | 2 (PDX, MSP) | 13:30 | 18:55 | 460.00
TVL | ORD | JetBlue Airways | 1 (BOS) | 15:15 | 19:35 | 430.00
TVL | ORD | Southwest Airlines | Non-stop | 16:45 | 20:05 | 400.00


ORD | MCD | AA | 0 | 08:00 | 10:30 | 250.00
ORD | MCD | UA | 1 (DEN) | 09:15 | 12:45 | 320.00
ORD | MCD | DL | 0 | 10:45 | 13:15 | 280.00
ORD | MCD | WN | 1 (STL) | 12:00 | 15:30 | 350.00
ORD | MCD | AS | 0 | 13:30 | 16:00 | 300.00
ORD | MCD | F9 | 1 (IAH) | 14:45 | 18:15 | 380.00
ORD | MCD | NK | 0 | 16:00 | 18:30 | 270.00
ORD | MCD | B6 | 1 (MSP) | 17:15 | 20:45 | 400.00
MCD | ORD | AA | 0 | 08:30 | 10:00 | 230.00
MCD | ORD | UA | 1 (SFO) | 09:45 | 12:15 | 310.00
MCD | ORD | DL | 0 | 11:15 | 13:45 | 260.00
MCD | ORD | WN | 1 (PHX) | 12:30 | 15:00 | 330.00
MCD | ORD | AS | 0 | 13:45 | 16:15 | 290.00
MCD | ORD | F9 | 1 (DAL) | 15:00 | 17:30 | 360.00
MCD | ORD | NK | 0 | 16:15 | 18:45 | 240.00
MCD | ORD | B6 | 1 (LAX) | 17:30 | 20:00 | 420.00


Here are the 16 flight plans:

ORD | PLN | AA | 1 (DTW) | 06:00 | 10:15 | 248.50
ORD | PLN | UA | 0 | 08:30 | 11:45 | 278.00
ORD | PLN | DL | 1 (MSP) | 10:45 | 15:00 | 298.00
ORD | PLN | WN | 1 (MDW) | 12:15 | 16:30 | 228.00
ORD | PLN | AA | 0 | 14:00 | 17:15 | 258.00
ORD | PLN | UA | 1 (EWR) | 16:30 | 21:45 | 318.00
ORD | PLN | DL | 0 | 18:45 | 22:00 | 288.00
ORD | PLN | WN | 1 (STL) | 20:15 | 01:30 | 248.00
PLN | ORD | AA | 1 (DTW) | 06:00 | 09:15 | 238.50
PLN | ORD | UA | 0 | 08:30 | 11:45 | 268.00
PLN | ORD | DL | 1 (MSP) | 10:45 | 14:00 | 288.00
PLN | ORD | WN | 1 (MDW) | 12:15 | 15:30 | 218.00
PLN | ORD | AA | 0 | 14:00 | 16:15 | 248.00
PLN | ORD | UA | 1 (EWR) | 16:30 | 20:45 | 308.00
PLN | ORD | DL | 0 | 18:45 | 21:00 | 278.00
PLN | ORD | WN | 1 (STL) | 20:15 | 23:30 | 238.00


Here are the 16 flight plans:

ORD | OGG | American Airlines | 1 (DFW) | 08:00 | 14:35 | 542.00
ORD | OGG | United Airlines | 2 (SFO, LAX) | 09:15 | 17:20 | 623.00
ORD | OGG | Delta Air Lines | 1 (ATL) | 10:30 | 16:45 | 598.00
ORD | OGG | Hawaiian Airlines | 0 | 11:45 | 16:05 | 528.00
ORD | OGG | Alaska Airlines | 1 (SEA) | 12:00 | 17:10 | 553.00
ORD | OGG | Southwest Airlines | 2 (DEN, PHX) | 13:15 | 19:25 | 643.00
ORD | OGG | Spirit Airlines | 1 (LAS) | 14:30 | 19:40 | 583.00
ORD | OGG | Frontier Airlines | 1 (MCO) | 15:45 | 21:00 | 613.00

OGG | ORD | American Airlines | 1 (DFW) | 08:00 | 16:35 | 542.00
OGG | ORD | United Airlines | 2 (LAX, SFO) | 09:15 | 18:20 | 623.00
OGG | ORD | Delta Air Lines | 1 (ATL) | 10:30 | 17:45 | 598.00
OGG | ORD | Hawaiian Airlines | 0 | 11:45 | 17:05 | 528.00
OGG | ORD | Alaska Airlines | 1 (SEA) | 12:00 | 18:10 | 553.00
OGG | ORD | Southwest Airlines | 2 (PHX, DEN) | 13:15 | 20:25 | 643.00
OGG | ORD | Spirit Airlines | 1 (LAS) | 14:30 | 20:40 | 583.00
OGG | ORD | Frontier Airlines | 1 (MCO) | 15:45 | 22:00 | 613.00


Here are the 16 flight plans:

ORD | RAP | AA | 0 | 06:00 | 08:30 | 250.00
ORD | RAP | UA | 1 (DEN) | 07:15 | 11:45 | 320.00
ORD | RAP | WN | 0 | 08:30 | 11:00 | 220.00
ORD | RAP | DL | 1 (MSP) | 09:45 | 14:15 | 350.00
ORD | RAP | AS | 0 | 11:00 | 13:30 | 280.00
ORD | RAP | F9 | 1 (DFW) | 12:15 | 16:45 | 300.00
ORD | RAP | NK | 0 | 13:30 | 16:00 | 240.00
ORD | RAP | SY | 1 (MKE) | 14:45 | 18:15 | 330.00
RAP | ORD | AA | 0 | 06:00 | 08:30 | 230.00
RAP | ORD | UA | 1 (DEN) | 07:15 | 11:45 | 310.00
RAP | ORD | WN | 0 | 08:30 | 11:00 | 210.00
RAP | ORD | DL | 1 (MSP) | 09:45 | 14:15 | 340.00
RAP | ORD | AS | 0 | 11:00 | 13:30 | 260.00
RAP | ORD | F9 | 1 (DFW) | 12:15 | 16:45 | 290.00
RAP | ORD | NK | 0 | 13:30 | 16:00 | 220.00
RAP | ORD | SY | 1 (MKE) | 14:45 | 18:15 | 320.00


ORD | MYR | American Airlines | Non-stop | 06:00 | 09:15 | 278.00
ORD | MYR | Delta Air Lines | 1 stop (ATL) | 08:30 | 12:45 | 298.00
ORD | MYR | United Airlines | Non-stop | 10:45 | 14:00 | 258.00
ORD | MYR | Spirit Airlines | 1 stop (FLL) | 13:15 | 17:30 | 238.00
ORD | MYR | Frontier Airlines | 1 stop (DEN) | 14:30 | 19:00 | 248.00
ORD | MYR | Southwest Airlines | Non-stop | 16:00 | 19:15 | 268.00
ORD | MYR | JetBlue Airways | 1 stop (BOS) | 17:45 | 22:00 | 288.00
ORD | MYR | Alaska Airlines | 1 stop (SEA) | 19:15 | 23:30 | 308.00
MYR | ORD | American Airlines | Non-stop | 06:30 | 08:45 | 288.00
MYR | ORD | Delta Air Lines | 1 stop (CVG) | 08:00 | 12:15 | 318.00
MYR | ORD | United Airlines | Non-stop | 10:00 | 12:15 | 258.00
MYR | ORD | Spirit Airlines | 1 stop (DTW) | 11:45 | 16:00 | 248.00
MYR | ORD | Frontier Airlines | 1 stop (MIA) | 13:00 | 17:15 | 268.00
MYR | ORD | Southwest Airlines | Non-stop | 14:30 | 16:45 | 278.00
MYR | ORD | JetBlue Airways | 1 stop (JFK) | 16:15 | 20:30 | 308.00
MYR | ORD | Alaska Airlines | 1 stop (SFO) | 18:00 | 22:15 | 328.00


ORD | SFO | American Airlines | 0 | 06:00 | 08:30 | 250.00
ORD | SFO | United Airlines | 1 (DEN) | 08:00 | 11:15 | 280.00
ORD | SFO | Delta Air Lines | 0 | 10:00 | 12:30 | 220.00
ORD | SFO | Alaska Airlines | 1 (SEA) | 12:00 | 15:45 | 300.00
ORD | SFO | Spirit Airlines | 0 | 14:00 | 16:30 | 200.00
ORD | SFO | Frontier Airlines | 1 (LAS) | 16:00 | 19:15 | 260.00
ORD | SFO | Southwest Airlines | 0 | 18:00 | 20:30 | 240.00
ORD | SFO | JetBlue Airways | 1 (LAX) | 20:00 | 23:15 | 290.00
SFO | ORD | American Airlines | 0 | 06:00 | 12:30 | 270.00
SFO | ORD | United Airlines | 1 (DEN) | 08:00 | 14:15 | 310.00
SFO | ORD | Delta Air Lines | 0 | 10:00 | 16:30 | 230.00
SFO | ORD | Alaska Airlines | 1 (SEA) | 12:00 | 17:45 | 330.00
SFO | ORD | Spirit Airlines | 0 | 14:00 | 18:30 | 210.00
SFO | ORD | Frontier Airlines | 1 (LAS) | 16:00 | 20:15 | 280.00
SFO | ORD | Southwest Airlines | 0 | 18:00 | 22:30 | 250.00
SFO | ORD | JetBlue Airways | 1 (LAX) | 20:00 | 23:45 | 320.00


Here are the 16 flight plans:

ORD | OAK | UA | 0 | 08:00 | 10:30 | 250.00
ORD | OAK | AA | 1 (SFO) | 09:15 | 12:45 | 320.00
ORD | OAK | WN | 0 | 10:45 | 13:15 | 280.00
ORD | OAK | DL | 1 (LAX) | 12:00 | 15:30 | 350.00
ORD | OAK | UA | 1 (DEN) | 13:30 | 17:00 | 300.00
ORD | OAK | AS | 0 | 15:00 | 17:30 | 260.00
ORD | OAK | F9 | 1 (PHX) | 16:15 | 19:45 | 290.00
ORD | OAK | NK | 0 | 18:00 | 20:30 | 240.00

OAK | ORD | WN | 0 | 06:00 | 12:30 | 270.00
OAK | ORD | UA | 1 (SFO) | 07:15 | 13:45 | 330.00
OAK | ORD | AA | 0 | 08:45 | 15:15 | 290.00
OAK | ORD | DL | 1 (LAX) | 10:00 | 16:30 | 360.00
OAK | ORD | AS | 1 (SEA) | 11:30 | 18:00 | 310.00
OAK | ORD | F9 | 0 | 13:00 | 19:30 | 280.00
OAK | ORD | NK | 1 (DEN) | 14:15 | 20:45 | 300.00
OAK | ORD | UA | 0 | 16:00 | 22:30 | 260.00


Here are the 16 flight plans:

ORD | SMF | AA | 0 | 08:00 | 10:30 | 250.00
ORD | SMF | UA | 1 (DEN) | 09:15 | 12:45 | 320.00
ORD | SMF | WN | 0 | 10:45 | 13:15 | 280.00
ORD | SMF | DL | 1 (MSP) | 11:30 | 14:50 | 350.00
ORD | SMF | AS | 0 | 12:00 | 14:30 | 300.00
ORD | SMF | F9 | 1 (LAS) | 13:15 | 16:20 | 290.00
ORD | SMF | NK | 0 | 14:30 | 16:50 | 270.00
ORD | SMF | B6 | 1 (LAX) | 15:45 | 18:55 | 330.00
SMF | ORD | AA | 0 | 06:00 | 11:30 | 240.00
SMF | ORD | UA | 1 (SFO) | 07:15 | 12:45 | 310.00
SMF | ORD | WN | 0 | 08:45 | 13:15 | 260.00
SMF | ORD | DL | 1 (SEA) | 09:30 | 14:50 | 340.00
SMF | ORD | AS | 0 | 10:00 | 14:30 | 290.00
SMF | ORD | F9 | 1 (PHX) | 11:15 | 15:20 | 280.00
SMF | ORD | NK | 0 | 12:30 | 16:50 | 250.00
SMF | ORD | B6 | 1 (JFK) | 13:45 | 19:55 | 360.00


Here are the 16 flight plans:

ORD | SAF | AA | 0 | 08:00 | 10:30 | 250.00
ORD | SAF | UA | 1 (DEN) | 09:30 | 12:45 | 320.00
ORD | SAF | WN | 0 | 11:15 | 13:45 | 220.00
ORD | SAF | DL | 1 (ATL) | 12:00 | 15:30 | 380.00
ORD | SAF | F9 | 0 | 13:45 | 16:15 | 200.00
ORD | SAF | AS | 1 (SEA) | 14:30 | 17:45 | 350.00
ORD | SAF | B6 | 0 | 15:15 | 17:45 | 280.00
ORD | SAF | NK | 1 (DFW) | 16:00 | 19:30 | 300.00
SAF | ORD | AA | 0 | 08:30 | 11:00 | 270.00
SAF | ORD | UA | 1 (IAH) | 09:45 | 13:15 | 340.00
SAF | ORD | WN | 0 | 11:30 | 14:00 | 230.00
SAF | ORD | DL | 1 (MSP) | 12:15 | 15:45 | 360.00
SAF | ORD | F9 | 0 | 13:50 | 16:20 | 210.00
SAF | ORD | AS | 1 (LAX) | 14:45 | 18:15 | 330.00
SAF | ORD | B6 | 0 | 15:30 | 18:00 | 290.00
SAF | ORD | NK | 1 (ORD) | 16:20 | 19:50 | 310.00


ORD | ABQ | United | 0 | 08:00 | 10:15 | 275.00
ORD | ABQ | American | 1 (DFW) | 09:30 | 12:45 | 320.00
ORD | ABQ | Delta | 0 | 11:00 | 13:20 | 290.00
ORD | ABQ | Southwest | 1 (STL) | 12:30 | 16:00 | 350.00
ORD | ABQ | Frontier | 0 | 14:00 | 16:20 | 260.00
ORD | ABQ | Spirit | 1 (LAS) | 15:30 | 19:00 | 300.00
ORD | ABQ | JetBlue | 0 | 17:00 | 19:20 | 280.00
ORD | ABQ | Alaska | 1 (SEA) | 18:30 | 22:00 | 330.00
ABQ | ORD | United | 0 | 08:00 | 12:15 | 280.00
ABQ | ORD | American | 1 (PHX) | 09:30 | 14:45 | 340.00
ABQ | ORD | Delta | 0 | 11:00 | 15:20 | 310.00
ABQ | ORD | Southwest | 1 (DEN) | 12:30 | 17:00 | 360.00
ABQ | ORD | Frontier | 0 | 14:00 | 18:20 | 290.00
ABQ | ORD | Spirit | 1 (MCI) | 15:30 | 20:00 | 320.00
ABQ | ORD | JetBlue | 0 | 17:00 | 21:20 | 300.00
ABQ | ORD | Alaska | 1 (SFO) | 18:30 | 23:00 | 350.00


ORD | SAV | AA | 0 | 06:00 | 09:35 | 198.00
ORD | SAV | UA | 1 (ATL) | 08:30 | 12:15 | 220.00
