

Here are the 16 flight plans:

JFK | LAX | American Airlines | Non-stop | 08:00 | 11:30 | 425.00
BHB | JFK | Alaska Airlines | Non-stop | 14:15 | 15:45 | 215.00
BHB | JFK | Frontier Airlines | 1 stop (ATL) | 15:45 | 18:15 | 245.00
BHB | JFK | Southwest Airlines | 1 stop (PIT) | 16:30 | 19:00 | 260.00


Here are the 16 flight plans:

JFK | BOS | American Airlines | Non-stop | 06:00 | 07:30 | 150.00
JFK | BOS | Delta Air Lines | 1 stop (PHL) | 08:15 | 11:45 | 220.00
JFK | BOS | United Airlines | Non-stop | 10:00 | 11:30 | 180.00
JFK | BOS | JetBlue Airways | Non-stop | 12:30 | 14:00 | 120.00
JFK | BOS | Spirit Airlines | 1 stop (EWR) | 14:45 | 18:15 | 200.00
JFK | BOS | Alaska Airlines | Non-stop | 16:00 | 17:30 | 190.00
JFK | BOS | Frontier Airlines | 1 stop (ORD) | 18:30 | 22:00 | 250.00
JFK | BOS | Southwest Airlines | Non-stop | 20:00 | 21:30 | 160.00
BOS | JFK | American Airlines | Non-stop | 06:30 | 08:00 | 140.00
BOS | JFK | Delta Air Lines | 1 stop (PIT) | 09:00 | 12:30 | 230.00
BOS | JFK | United Airlines | Non-stop | 11:30 | 13:00 | 170.00
BOS | JFK | JetBlue Airways | Non-stop | 14:00 | 15:30 | 130.00
BOS | JFK | Spirit Airlines | 1 stop (BWI) | 16:15 | 19:45 | 210.00
BOS | JFK | Alaska Airlines | Non-stop | 18:00 | 19:30 | 180.00
BOS | JFK | Frontier Airlines | 1 stop (CLT) | 20:30 | 00:00 | 240.00
BOS | JFK | Southwest Airlines | Non-stop | 22:00 | 23:30 | 150.00


Here are the 16 flight plans:

JFK | MRY | American Airlines | Non-stop | 06:00 | 09:15 | 425.00
JFK | MRY | Delta Air Lines | 1 stop (SFO) | 08:30 | 12:45 | 550.00
JFK | MRY | United Airlines | Non-stop | 10:15 | 13:30 | 475.00
JFK | MRY | JetBlue Airways | 1 stop (LAX) | 12:00 | 16:15 | 500.00
JFK | MRY | Alaska Airlines | Non-stop | 14:30 | 17:45 | 450.00
JFK | MRY | Spirit Airlines | 1 stop (DEN) | 16:15 | 20:30 | 525.00
JFK | MRY | Frontier Airlines | 1 stop (ORD) | 18:00 | 22:15 | 480.00
JFK | MRY | Southwest Airlines | Non-stop | 20:30 | 23:45 | 490.00
MRY | JFK | American Airlines | Non-stop | 06:00 | 13:15 | 410.00
MRY | JFK | Delta Air Lines | 1 stop (SFO) | 08:30 | 16:45 | 580.00
MRY | JFK | United Airlines | Non-stop | 10:15 | 17:30 | 460.00
MRY | JFK | JetBlue Airways | 1 stop (LAX) | 12:00 | 19:15 | 530.00
MRY | JFK | Alaska Airlines | Non-stop | 14:30 | 21:45 | 440.00
MRY | JFK | Spirit Airlines | 1 stop (DEN) | 16:15 | 22:30 | 520.00
MRY | JFK | Frontier Airlines | 1 stop (ORD) | 18:00 | 00:15 | 510.00
MRY | JFK | Southwest Airlines | Non-stop | 20:30 | 02:45 | 500.00


Here are the 16 flight plans:

JFK | SJC | American Airlines | Non-stop | 08:00 | 11:15 | 450.00
JFK | SJC | Delta Air Lines | 1 stop (DEN) | 09:30 | 13:45 | 520.00
JFK | SJC | United Airlines | Non-stop | 11:00 | 14:20 | 480.00
JFK | SJC | JetBlue Airways | 1 stop (LAX) | 12:15 | 16:30 | 550.00
JFK | SJC | Alaska Airlines | Non-stop | 14:00 | 17:20 | 500.00
JFK | SJC | Spirit Airlines | 1 stop (ORD) | 15:45 | 20:00 | 430.00
JFK | SJC | Frontier Airlines | 1 stop (MIA) | 17:00 | 21:20 | 410.00
JFK | SJC | Hawaiian Airlines | 1 stop (HNL) | 19:00 | 23:30 | 580.00
SJC | JFK | American Airlines | Non-stop | 06:00 | 14:15 | 420.00
SJC | JFK | Delta Air Lines | 1 stop (ATL) | 07:30 | 16:45 | 540.00
SJC | JFK | United Airlines | Non-stop | 09:00 | 17:20 | 460.00
SJC | JFK | JetBlue Airways | 1 stop (BOS) | 10:45 | 19:00 | 510.00
SJC | JFK | Alaska Airlines | Non-stop | 12:00 | 20:20 | 490.00
SJC | JFK | Spirit Airlines | 1 stop (DFW) | 13:30 | 21:45 | 440.00
SJC | JFK | Frontier Airlines | 1 stop (PHX) | 15:00 | 23:20 | 400.00
SJC | JFK | Hawaiian Airlines | 1 stop (LAX) | 16:30 | 00:45 | 560.00


Here are the 16 flight plans:

JFK | SFO | American Airlines | 0 | 08:00 | 11:30 | 350.00
JFK | SFO | Delta Air Lines | 1 (DEN) | 09:15 | 13:45 | 420.00
JFK | SFO | United Airlines | 0 | 10:30 | 14:00 | 380.00
JFK | SFO | JetBlue Airways | 1 (LAX) | 11:45 | 16:15 | 450.00
JFK | SFO | Alaska Airlines | 0 | 13:00 | 16:30 | 320.00
JFK | SFO | Spirit Airlines | 1 (ORD) | 14:15 | 19:45 | 480.00
JFK | SFO | Virgin America | 0 | 15:30 | 19:00 | 400.00
JFK | SFO | Frontier Airlines | 1 (MIA) | 16:45 | 22:15 | 500.00
SFO | JFK | American Airlines | 0 | 08:00 | 16:30 | 320.00
SFO | JFK | Delta Air Lines | 1 (ATL) | 09:15 | 18:45 | 440.00
SFO | JFK | United Airlines | 0 | 10:30 | 19:00 | 360.00
SFO | JFK | JetBlue Airways | 1 (FLL) | 11:45 | 20:15 | 460.00
SFO | JFK | Alaska Airlines | 0 | 13:00 | 21:30 | 300.00
SFO | JFK | Spirit Airlines | 1 (IAH) | 14:15 | 23:45 | 520.00
SFO | JFK | Virgin America | 0 | 15:30 | 22:00 | 380.00
SFO | JFK | Frontier Airlines | 1 (PHX) | 16:45 | 01:15 | 550.00


Here are the 16 flight plans:

JFK | EGE | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
JFK | EGE | Delta Air Lines | 1 stop (DEN) | 09:15 | 13:45 | 520.00
JFK | EGE | United Airlines | Non-stop | 10:30 | 14:00 | 480.00
JFK | EGE | JetBlue Airways | 1 stop (ORD) | 11:45 | 16:15 | 550.00
JFK | EGE | Lufthansa | 2 stops (FRA, DEN) | 12:00 | 18:30 | 650.00
JFK | EGE | Alaska Airlines | Non-stop | 13:15 | 16:45 | 500.00
JFK | EGE | Spirit Airlines | 1 stop (LAS) | 14:30 | 18:00 | 420.00
JFK | EGE | Frontier Airlines | 1 stop (MIA) | 15:45 | 19:15 | 480.00

EGE | JFK | American Airlines | Non-stop | 08:00 | 14:30 | 420.00
EGE | JFK | Delta Air Lines | 1 stop (SFO) | 09:15 | 16:45 | 500.00
EGE | JFK | United Airlines | Non-stop | 10:30 | 17:00 | 450.00
EGE | JFK | JetBlue Airways | 1 stop (LAX) | 11:45 | 18:15 | 520.00
EGE | JFK | Lufthansa | 2 stops (DEN, ORD) | 12:00 | 20:30 | 620.00
EGE | JFK | Alaska Airlines | Non-stop | 13:15 | 19:45 | 480.00
EGE | JFK | Spirit Airlines | 1 stop (DFW) | 14:30 | 20:00 | 440.00
EGE | JFK | Frontier Airlines | 1 stop (PHX) | 15:45 | 21:15 | 500.00


Here are the 16 flight plans:

JFK | DEN | American Airlines | Non-stop | 08:00 | 10:45 | 420.00
JFK | DEN | Delta Air Lines | 1 stop (ORD) | 09:30 | 13:15 | 450.00
JFK | DEN | United Airlines | Non-stop | 11:00 | 13:45 | 480.00
JFK | DEN | JetBlue Airways | 1 stop (BOS) | 12:30 | 16:15 | 380.00
JFK | DEN | Spirit Airlines | 1 stop (FLL) | 14:00 | 18:45 | 320.00
JFK | DEN | Alaska Airlines | Non-stop | 15:30 | 18:15 | 500.00
JFK | DEN | Frontier Airlines | 1 stop (ATL) | 17:00 | 21:45 | 350.00
JFK | DEN | Southwest Airlines | 1 stop (MDW) | 19:30 | 23:15 | 400.00
DEN | JFK | American Airlines | Non-stop | 08:00 | 13:45 | 440.00
DEN | JFK | Delta Air Lines | 1 stop (MSP) | 09:30 | 15:15 | 470.00
DEN | JFK | United Airlines | Non-stop | 11:00 | 16:45 | 510.00
DEN | JFK | JetBlue Airways | 1 stop (LAX) | 12:30 | 18:15 | 390.00
DEN | JFK | Spirit Airlines | 1 stop (DFW) | 14:00 | 19:45 | 330.00
DEN | JFK | Alaska Airlines | Non-stop | 15:30 | 20:15 | 530.00
DEN | JFK | Frontier Airlines | 1 stop (ORD) | 17:00 | 22:45 | 360.00
DEN | JFK | Southwest Airlines | 1 stop (STL) | 19:30 | 23:15 | 410.00


Here are the 16 flight plans:

JFK | CHS | Delta | 0 | 08:00 | 11:05 | 225.00
JFK | CHS | American | 1 (CLT) | 09:30 | 13:20 | 275.00
JFK | CHS | JetBlue | 0 | 10:15 | 13:10 | 195.00
JFK | CHS | United | 1 (EWR) | 11:00 | 14:50 | 305.00
JFK | CHS | Spirit | 0 | 12:00 | 15:00 | 165.00
JFK | CHS | Frontier | 1 (MCO) | 13:30 | 17:20 | 245.00
JFK | CHS | Alaska | 0 | 14:45 | 17:40 | 215.00
JFK | CHS | Southwest | 1 (BWI) | 16:00 | 19:50 | 285.00
CHS | JFK | Delta | 0 | 08:30 | 11:25 | 235.00
CHS | JFK | American | 1 (PIT) | 09:00 | 12:50 | 295.00
CHS | JFK | JetBlue | 0 | 10:45 | 13:40 | 205.00
CHS | JFK | United | 1 (IAD) | 11:30 | 14:20 | 325.00
CHS | JFK | Spirit | 0 | 12:30 | 15:25 | 175.00
CHS | JFK | Frontier | 1 (ATL) | 13:45 | 16:35 | 255.00
CHS | JFK | Alaska | 0 | 15:00 | 17:55 | 225.00
CHS | JFK | Southwest | 1 (MDW) | 16:15 | 19:05 | 265.00


Here are the 16 flight plans:

JFK | RAP | American Airlines | Non-stop | 08:00 | 11:15 | 450.00
JFK | RAP | Delta Air Lines | 1 stop (ORD) | 09:30 | 13:45 | 520.00
JFK | RAP | United Airlines | Non-stop | 10:45 | 14:00 | 480.00
JFK | RAP | JetBlue Airways | 1 stop (DEN) | 12:15 | 16:30 | 500.00
JFK | RAP | Alaska Airlines | Non-stop | 13:30 | 16:45 | 510.00
JFK | RAP | Spirit Airlines | 1 stop (LAS) | 14:45 | 18:00 | 460.00
JFK | RAP | Frontier Airlines | 1 stop (MIA) | 16:00 | 19:15 | 490.00
JFK | RAP | Southwest Airlines | Non-stop | 17:15 | 20:30 | 530.00

RAP | JFK | American Airlines | Non-stop | 08:30 | 12:45 | 420.00
RAP | JFK | Delta Air Lines | 1 stop (MSP) | 10:00 | 14:15 | 550.00
RAP | JFK | United Airlines | Non-stop | 11:45 | 15:00 | 440.00
RAP | JFK | JetBlue Airways | 1 stop (BOS) | 13:15 | 16:30 | 470.00
RAP | JFK | Alaska Airlines | Non-stop | 14:30 | 17:45 | 500.00
RAP | JFK | Spirit Airlines | 1 stop (FLL) | 15:45 | 18:00 | 430.00
RAP | JFK | Frontier Airlines | 1 stop (ORD) | 17:00 | 19:15 | 480.00
RAP | JFK | Southwest Airlines | Non-stop | 18:15 | 21:30 | 520.00


Here are the 16 flight plans:

JFK | FCA | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
JFK | FCA | Delta Air Lines | 1 stop (AMS) | 10:30 | 20:15 | 720.00
JFK | FCA | Lufthansa | 1 stop (FRA) | 12:00 | 22:00 | 950.00
JFK | FCA | United Airlines | Non-stop | 14:00 | 00:30 | 980.00
JFK | FCA | Air France | 1 stop (CDG) | 16:00 | 02:15 | 820.00
JFK | FCA | KLM Royal Dutch | 1 stop (AMS) | 18:00 | 04:00 | 890.00
JFK | FCA | British Airways | 1 stop (LHR) | 20:00 | 06:00 | 930.00
JFK | FCA | Iberia | 1 stop (MAD) | 22:00 | 08:00 | 860.00
FCA | JFK | American Airlines | Non-stop | 09:00 | 12:30 | 920.00
FCA | JFK | Delta Air Lines | 1 stop (AMS) | 11:30 | 15:15 | 790.00
FCA | JFK | Lufthansa | 1 stop (FRA) | 13:30 | 17:00 | 1,020.00
FCA | JFK | United Airlines | Non-stop | 15:30 | 19:30 | 1,050.00
FCA | JFK | Air France | 1 stop (CDG) | 17:30 | 21:15 | 900.00
FCA | JFK | KLM Royal Dutch | 1 stop (AMS) | 19:30 | 23:00 | 960.00
FCA | JFK | British Airways | 1 stop (LHR) | 21:30 | 01:00 | 1,000.00
FCA | JFK | Iberia | 1 stop (MAD) | 23:30 | 03:00 | 940.00


Here are the 16 flight plans:

JFK | FLG | American Airlines | Non-stop | 06:00 | 09:30 | 450.00
JFK | FLG | Delta Air Lines | 1 stop (ORD) | 08:30 | 13:15 | 520.00
JFK | FLG | United Airlines | Non-stop | 10:00 | 13:30 | 480.00
JFK | FLG | JetBlue Airways | 1 stop (LAX) | 11:30 | 16:45 | 550.00
JFK | FLG | Spirit Airlines | 2 stops (MCO, DEN) | 12:30 | 19:00 | 420.00
JFK | FLG | Alaska Airlines | Non-stop | 14:00 | 17:30 | 500.00
JFK | FLG | Frontier Airlines | 1 stop (IAH) | 15:30 | 20:15 | 460.00
JFK | FLG | Southwest Airlines | 2 stops (BWI, PHX) | 17:00 | 22:30 | 490.00
FLG | JFK | American Airlines | Non-stop | 06:30 | 10:00 | 430.00
FLG | JFK | Delta Air Lines | 1 stop (SFO) | 08:00 | 13:45 | 510.00
FLG | JFK | United Airlines | Non-stop | 10:30 | 14:00 | 450.00
FLG | JFK | JetBlue Airways | 1 stop (LAS) | 12:00 | 16:30 | 530.00
FLG | JFK | Spirit Airlines | 2 stops (ATL, MIA) | 13:00 | 18:45 | 400.00
FLG | JFK | Alaska Airlines | Non-stop | 15:00 | 18:30 | 470.00
FLG | JFK | Frontier Airlines | 1 stop (DEN) | 16:30 | 21:15 | 440.00
FLG | JFK | Southwest Airlines | 2 stops (PHX, BWI) | 18:00 | 23:30 | 480.00


Here are the 16 flight plans:

JFK | LAS | American Airlines | Non-stop | 08:00 | 11:05 | 425.00
JFK | LAS | Delta Air Lines | 1 stop (DFW) | 09:30 | 13:15 | 495.00
JFK | LAS | United Airlines | Non-stop | 10:45 | 14:00 | 450.00
JFK | LAS | JetBlue Airways | Non-stop | 12:15 | 15:30 | 380.00
JFK | LAS | Alaska Airlines | 1 stop (SEA) | 13:00 | 16:45 | 520.00
JFK | LAS | Spirit Airlines | 1 stop (FLL) | 14:30 | 18:15 | 410.00
JFK | LAS | Frontier Airlines | Non-stop | 15:45 | 19:00 | 350.00
JFK | LAS | Southwest Airlines | 1 stop (DEN) | 17:00 | 20:45 | 480.00
LAS | JFK | American Airlines | Non-stop | 08:30 | 16:35 | 450.00
LAS | JFK | Delta Air Lines | 1 stop (ATL) | 09:45 | 17:50 | 525.00
LAS | JFK | United Airlines | Non-stop | 11:15 | 19:20 | 480.00
LAS | JFK | JetBlue Airways | Non-stop | 12:30 | 20:35 | 400.00
LAS | JFK | Alaska Airlines | 1 stop (SFO) | 13:45 | 21:50 | 550.00
LAS | JFK | Spirit Airlines | 1 stop (ORD) | 15:00 | 23:05 | 440.00
LAS | JFK | Frontier Airlines | Non-stop | 16:15 | 00:20 | 370.00
LAS | JFK | Southwest Airlines | 1 stop (MDW) | 17:30 | 01:35 | 510.00


Here are the 16 flight plans:

JFK | TYS | American Airlines | 1 (CLT) | 08:00 | 11:35 | 245.00
JFK | TYS | Delta Air Lines | 0 | 10:30 | 13:15 | 210.00
JFK | TYS | United Airlines | 1 (EWR) | 12:45 | 16:20 | 280.00
JFK | TYS | JetBlue Airways | 0 | 14:00 | 16:45 | 230.00
JFK | TYS | Spirit Airlines | 1 (FLL) | 15:15 | 19:00 | 200.00
JFK | TYS | Alaska Airlines | 1 (ORD) | 17:00 | 20:45 | 260.00
JFK | TYS | Frontier Airlines | 0 | 18:30 | 21:15 | 220.00
JFK | TYS | Southwest Airlines | 1 (BWI) | 20:00 | 23:45 | 250.00
TYS | JFK | American Airlines | 1 (CLT) | 08:00 | 11:35 | 245.00
TYS | JFK | Delta Air Lines | 0 | 10:30 | 13:15 | 210.00
TYS | JFK | United Airlines | 1 (EWR) | 12:45 | 16:20 | 280.00
TYS | JFK | JetBlue Airways | 0 | 14:00 | 16:45 | 230.00
TYS | JFK | Spirit Airlines | 1 (FLL) | 15:15 | 19:00 | 200.00
TYS | JFK | Alaska Airlines | 1 (ORD) | 17:00 | 20:45 | 260.00
TYS | JFK | Frontier Airlines | 0 | 18:30 | 21:15 | 220.00
TYS | JFK | Southwest Airlines | 1 (BWI) | 20:00 | 23:45 | 250.00


Here are the 16 flight plans:

JFK | AVL | American Airlines | Non-stop | 08:00 | 10:45 | 298.00
JFK | AVL | Delta Air Lines | 1 stop (CLT) | 09:15 | 12:30 | 378.00
JFK | AVL | United Airlines | Non-stop | 10:30 | 13:15 | 248.00
JFK | AVL | JetBlue Airways | 1 stop (BOS) | 11:45 | 14:50 | 318.00
JFK | AVL | Spirit Airlines | 1 stop (FLL) | 13:00 | 16:10 | 198.00
JFK | AVL | Frontier Airlines | 1 stop (ATL) | 14:15 | 17:25 | 268.00
JFK | AVL | Alaska Airlines | Non-stop | 15:30 | 18:15 | 328.00
JFK | AVL | Southwest Airlines | 1 stop (BWI) | 16:45 | 19:50 | 288.00
AVL | JFK | American Airlines | Non-stop | 08:15 | 10:00 | 278.00
AVL | JFK | Delta Air Lines | 1 stop (ATL) | 09:30 | 12:20 | 348.00
AVL | JFK | United Airlines | Non-stop | 10:45 | 13:30 | 228.00
AVL | JFK | JetBlue Airways | 1 stop (BOS) | 12:00 | 15:05 | 298.00
AVL | JFK | Spirit Airlines | 1 stop (FLL) | 13:15 | 16:20 | 178.00
AVL | JFK | Frontier Airlines | 1 stop (CLT) | 14:30 | 17:35 | 238.00
AVL | JFK | Alaska Airlines | Non-stop | 15:45 | 18:30 | 308.00
AVL | JFK | Southwest Airlines | 1 stop (PIT) | 17:00 | 20:05 | 258.00


Here are the 16 flight plans:

JFK | JAC | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
JFK | JAC | Delta Air Lines | 1 stop (DEN) | 09:15 | 13:45 | 520.00
JFK | JAC | United Airlines | Non-stop | 10:30 | 14:00 | 480.00
JFK | JAC | JetBlue Airways | 1 stop (ORD) | 11:45 | 16:15 | 550.00
JFK | JAC | Alaska Airlines | Non-stop | 13:00 | 16:30 | 510.00
JFK | JAC | Spirit Airlines | 1 stop (DFW) | 14:15 | 18:45 | 590.00
JFK | JAC | Frontier Airlines | 1 stop (MIA) | 15:30 | 20:00 | 620.00
JFK | JAC | Southwest Airlines | Non-stop | 17:00 | 20:30 | 530.00
JAC | JFK | American Airlines | Non-stop | 08:30 | 14:00 | 420.00
JAC | JFK | Delta Air Lines | 1 stop (SFO) | 09:45 | 16:15 | 540.00
JAC | JFK | United Airlines | Non-stop | 11:00 | 16:30 | 490.00
JAC | JFK | JetBlue Airways | 1 stop (LAX) | 12:15 | 18:45 | 570.00
JAC | JFK | Alaska Airlines | Non-stop | 13:30 | 19:00 | 510.00
JAC | JFK | Spirit Airlines | 1 stop (ORD) | 14:45 | 21:15 | 610.00
JAC | JFK | Frontier Airlines | 1 stop (DEN) | 16:00 | 22:30 | 650.00
JAC | JFK | Southwest Airlines | Non-stop | 17:30 | 22:00 | 520.00


Here are the 16 flight plans:

JFK | EYW | American Airlines | Non-stop | 08:00 | 11:35 | 425.00
JFK | EYW | Delta Air Lines | 1 stop (MIA) | 09:30 | 13:10 | 495.00
JFK | EYW | JetBlue Airways | Non-stop | 10:45 | 14:20 | 375.00
JFK | EYW | United Airlines | 1 stop (FLL) | 12:00 | 15:45 | 525.00
JFK | EYW | Spirit Airlines | 1 stop (TPA) | 13:30 | 17:10 | 450.00
JFK | EYW | Frontier Airlines | 1 stop (ATL) | 14:45 | 18:25 | 480.00
JFK | EYW | Alaska Airlines | Non-stop | 16:00 | 19:35 | 400.00
JFK | EYW | Southwest Airlines | 1 stop (BWI) | 17:30 | 21:05 | 510.00
EYW | JFK | American Airlines | Non-stop | 06:00 | 09:35 | 395.00
EYW | JFK | Delta Air Lines | 1 stop (ATL) | 07:30 | 11:10 | 465.00
EYW | JFK | JetBlue Airways | Non-stop | 09:00 | 12:35 | 345.00
EYW | JFK | United Airlines | 1 stop (MIA) | 10:30 | 14:05 | 490.00
EYW | JFK | Spirit Airlines | 1 stop (FLL) | 12:00 | 15:35 | 420.00
EYW | JFK | Frontier Airlines | 1 stop (TPA) | 13:30 | 16:55 | 440.00
EYW | JFK | Alaska Airlines | Non-stop | 15:00 | 18:35 | 380.00
EYW | JFK | Southwest Airlines | 1 stop (BWI) | 16:30 | 20:05 | 500.00


Here are the 16 flight plans:

JFK | RNO | American Airlines | Non-stop | 08:00 | 11:30 | 450.00
JFK | RNO | Delta Air Lines | 1 stop (SFO) | 09:30 | 13:45 | 520.00
JFK | RNO | United Airlines | Non-stop | 10:00 | 13:20 | 480.00
JFK | RNO | JetBlue Airways | 1 stop (LAX) | 11:00 | 15:15 | 550.00
JFK | RNO | Alaska Airlines | Non-stop | 12:00 | 15:30 | 500.00
JFK | RNO | Spirit Airlines | 1 stop (ORD) | 13:00 | 17:20 | 420.00
JFK | RNO | Frontier Airlines | 1 stop (DEN) | 14:00 | 18:40 | 400.00
JFK | RNO | Southwest Airlines | Non-stop | 15:00 | 18:20 | 530.00
RNO | JFK | American Airlines | Non-stop | 08:30 | 16:00 | 470.00
RNO | JFK | Delta Air Lines | 1 stop (SFO) | 09:00 | 17:15 | 540.00
RNO | JFK | United Airlines | Non-stop | 10:30 | 18:50 | 510.00
RNO | JFK | JetBlue Airways | 1 stop (LAX) | 11:30 | 20:45 | 580.00
RNO | JFK | Alaska Airlines | Non-stop | 12:30 | 21:00 | 520.00
RNO | JFK | Spirit Airlines | 1 stop (ORD) | 13:30 | 23:50 | 440.00
RNO | JFK | Frontier Airlines | 1 stop (DEN) | 14:30 | 01:10 | 460.00
RNO | JFK | Southwest Airlines | Non-stop | 15:30 | 02:50 | 560.00


Here are the 16 flight plans:

JFK | TVL | AA | 1 (DEN) | 08:00 | 11:30 | 450.00
JFK | TVL | UA | 0 | 09:30 | 12:45 | 380.00
JFK | TVL | DL | 1 (ORD) | 10:15 | 14:00 | 420.00
JFK | TVL | WN | 1 (MDW) | 11:00 | 14:45 | 400.00
JFK | TVL | AS | 1 (SEA) | 12:30 | 16:15 | 480.00
JFK | TVL | B6 | 0 | 13:45 | 17:00 | 350.00
JFK | TVL | F9 | 1 (DEN) | 15:00 | 18:30 | 430.00
JFK | TVL | NK | 1 (LAS) | 16:15 | 19:45 | 410.00
TVL | JFK | AA | 1 (DFW) | 08:00 | 14:30 | 470.00
TVL | JFK | UA | 0 | 09:30 | 15:45 | 390.00
TVL | JFK | DL | 1 (ATL) | 10:15 | 16:00 | 440.00
TVL | JFK | WN | 1 (BNA) | 11:00 | 16:45 | 420.00
TVL | JFK | AS | 1 (SFO) | 12:30 | 18:15 | 500.00
TVL | JFK | B6 | 0 | 13:45 | 19:00 | 370.00
TVL | JFK | F9 | 1 (IAH) | 15:00 | 20:30 | 450.00
TVL | JFK | NK | 1 (MCO) | 16:15 | 21:45 | 430.00


Here are the 16 flight plans:

JFK | MCD | American Airlines | Non-stop | 08:00 | 11:15 | 450.00
JFK | MCD | Delta Air Lines | 1 stop (ATL) | 09:30 | 13:45 | 520.00
JFK | MCD | United Airlines | Non-stop | 11:00 | 14:20 | 480.00
JFK | MCD | JetBlue Airways | 1 stop (FLL) | 12:15 | 16:30 | 550.00
JFK | MCD | Spirit Airlines | 2 stops (EWR, CLT) | 13:45 | 19:00 | 420.00
JFK | MCD | Alaska Airlines | Non-stop | 15:00 | 18:20 | 500.00
JFK | MCD | Frontier Airlines | 1 stop (DEN) | 16:30 | 20:45 | 580.00
JFK | MCD | Southwest Airlines | 2 stops (BWI, TPA) | 18:00 | 22:15 | 460.00

MCD | JFK | American Airlines | Non-stop | 08:00 | 11:20 | 470.00
MCD | JFK | Delta Air Lines | 1 stop (ATL) | 09:30 | 13:50 | 540.00
MCD | JFK | United Airlines | Non-stop | 11:00 | 14:25 | 490.00
MCD | JFK | JetBlue Airways | 1 stop (FLL) | 12:15 | 16:40 | 570.00
MCD | JFK | Spirit Airlines | 2 stops (EWR, CLT) | 13:45 | 19:10 | 440.00
MCD | JFK | Alaska Airlines | Non-stop | 15:00 | 18:30 | 510.00
MCD | JFK | Frontier Airlines | 1 stop (DEN) | 16:30 | 21:00 | 590.00
MCD | JFK | Southwest Airlines | 2 stops (BWI, TPA) | 18:00 | 22:30 | 480.00


Here are the 16 flight plans:

JFK | PLN | American Airlines | Non-stop | 08:00 | 11:15 | 425.00
JFK | PLN | Delta Air Lines | 1 stop (BOS) | 09:30 | 13:45 | 495.00
JFK | PLN | United Airlines | Non-stop | 10:45 | 14:00 | 450.00
JFK | PLN | JetBlue Airways | 1 stop (MIA) | 12:00 | 16:20 | 520.00
JFK | PLN | Spirit Airlines | 1 stop (FLL) | 13:15 | 17:30 | 480.00
JFK | PLN | Frontier Airlines | 1 stop (ATL) | 14:30 | 18:45 | 510.00
JFK | PLN | Alaska Airlines | Non-stop | 15:45 | 19:00 | 465.00
JFK | PLN | Southwest Airlines | 1 stop (MDW) | 17:00 | 20:15 | 500.00
PLN | JFK | American Airlines | Non-stop | 08:00 | 10:15 | 420.00
PLN | JFK | Delta Air Lines | 1 stop (BOS) | 09:30 | 12:45 | 490.00
PLN | JFK | United Airlines | Non-stop | 10:45 | 13:00 | 440.00
PLN | JFK | JetBlue Airways | 1 stop (MIA) | 12:00 | 15:20 | 525.00
PLN | JFK | Spirit Airlines | 1 stop (FLL) | 13:15 | 16:30 | 485.00
PLN | JFK | Frontier Airlines | 1 stop (ATL) | 14:30 | 17:45 | 515.00
PLN | JFK | Alaska Airlines | Non-stop | 15:45 | 18:00 | 470.00
PLN | JFK | Southwest Airlines | 1 stop (MDW) | 17:00 | 19:15 | 505.00


Here are the 16 flight plans:

JFK | OGG | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
JFK | OGG | Delta Air Lines | 1 stop (LAX) | 10:30 | 21:15 | 950.00
JFK | OGG | United Airlines | Non-stop | 12:00 | 22:45 | 800.00
JFK | OGG | Hawaiian Airlines | 1 stop (HNL) | 14:00 | 01:00 | 1050.00
JFK | OGG | Alaska Airlines | 2 stops (SEA, HNL) | 16:00 | 03:30 | 1200.00
JFK | OGG | JetBlue Airways | Non-stop | 18:00 | 02:45 | 900.00
JFK | OGG | Spirit Airlines | 1 stop (LAX) | 20:00 | 04:15 | 750.00
JFK | OGG | Southwest Airlines | 2 stops (DEN, HNL) | 22:00 | 06:30 | 1100.00

OGG | JFK | American Airlines | Non-stop | 07:00 | 17:30 | 900.00
OGG | JFK | Delta Air Lines | 1 stop (SFO) | 09:30 | 20:15 | 1000.00
OGG | JFK | United Airlines | Non-stop | 11:00 | 21:45 | 850.00
OGG | JFK | Hawaiian Airlines | 1 stop (LAX) | 13:00 | 23:00 | 1050.00
OGG | JFK | Alaska Airlines | 2 stops (PDX, ORD) | 15:00 | 01:30 | 1250.00
OGG | JFK | JetBlue Airways | Non-stop | 17:00 | 02:45 | 950.00
OGG | JFK | Spirit Airlines | 1 stop (LAS) | 19:00 | 04:15 | 800.00
OGG | JFK | Southwest Airlines | 2 stops (PHX, BWI) | 21:00 | 06:30 | 1150.00


Here are the 16 flight plans:

JFK | RAP | AA | 0 | 08:00 | 11:30 | 425.00
JFK | RAP | UA | 1 (DEN) | 09:15 | 13:45 | 550.00
JFK | RAP | DL | 0 | 10:30 | 14:00 | 475.00
JFK | RAP | WN | 1 (MDW) | 11:45 | 16:15 | 525.00
JFK | RAP | AS | 0 | 13:00 | 16:30 | 450.00
JFK | RAP | B6 | 1 (BOS) | 14:15 | 18:45 | 575.00
