

Here are the 16 flight plans:

CLT | BOS | American Airlines | Non-stop | 06:00 | 09:05 | 250.00
CLT | SIN | SQ | 0 | 10:45 | 07:00 | 1200.00
CLT | SIN | DL | 1 (ICN) | 16:15 | 21:30 | 900.00
CLT | SIN | JL | 1 (NRT) | 12:00 | 08:45 | 1050.00
CLT | SIN | CX | 1 (HKG) | 09:30 | 20:15 | 1000.00
CLT | SIN | LH | 2 (FRA, BKK) | 07:00 | 22:30 | 1300.00
CLT | SIN | TG | 1 (BKK) | 11:45 | 08:00 | 950.00

SIN | CLT | AA | 1 (NRT) | 01:15 | 06:00 | 800.00
SIN | CLT | UA | 2 (HKG, SFO) | 10:00 | 21:45 | 1200.00
SIN | CLT | SQ | 0 | 14:30 | 19:15 | 1100.00
SIN | CLT | DL | 1 (ICN) | 08:45 | 20:30 | 850.00
SIN | CLT | JL | 1 (NRT) | 16:00 | 21:45 | 1000.00
SIN | CLT | CX | 1 (HKG) | 09:00 | 20:00 | 950.00
SIN | CLT | LH | 2 (BKK, FRA) | 07:30 | 22:15 | 1250.00
SIN | CLT | TG | 1 (BKK) | 11:00 | 07:45 | 900.00


Here are the 16 flight plans:

CLT | SPU | AA | 1 (JFK) | 08:00 | 14:30 | 450.00
CLT | SPU | UA | 0 | 10:30 | 16:00 | 380.00
CLT | SPU | DL | 1 (ATL) | 12:00 | 18:30 | 420.00
CLT | SPU | WN | 1 (BWI) | 14:00 | 20:30 | 400.00
CLT | SPU | AS | 1 (ORD) | 16:00 | 22:30 | 480.00
CLT | SPU | B6 | 0 | 18:00 | 23:30 | 350.00
CLT | SPU | F9 | 1 (MCO) | 20:00 | 02:30 | 430.00
CLT | SPU | NK | 1 (EWR) | 22:00 | 04:30 | 410.00
SPU | CLT | AA | 1 (PHL) | 08:00 | 14:30 | 470.00
SPU | CLT | UA | 0 | 10:30 | 16:00 | 390.00
SPU | CLT | DL | 1 (CVG) | 12:00 | 18:30 | 440.00
SPU | CLT | WN | 1 (STL) | 14:00 | 20:30 | 420.00
SPU | CLT | AS | 1 (DEN) | 16:00 | 22:30 | 500.00
SPU | CLT | B6 | 0 | 18:00 | 23:30 | 370.00
SPU | CLT | F9 | 1 (TPA) | 20:00 | 02:30 | 450.00
SPU | CLT | NK | 1 (BOS) | 22:00 | 04:30 | 430.00


Here are the 16 flight plans:

CLT | ARN | AA | 1 (LHR) | 08:00 | 18:30 | 850.00
CLT | ARN | UA | 2 (EWR, FRA) | 10:30 | 20:15 | 950.00
CLT | ARN | DL | 1 (AMS) | 12:15 | 22:00 | 920.00
CLT | ARN | LH | 2 (FRA, MUC) | 14:00 | 23:45 | 1050.00
CLT | ARN | BA | 1 (LHR) | 15:45 | 01:30 | 980.00
CLT | ARN | KL | 2 (AMS, CPH) | 17:00 | 02:15 | 1020.00
CLT | ARN | SK | 1 (CPH) | 18:30 | 03:15 | 940.00
CLT | ARN | AC | 2 (YYZ, LHR) | 20:00 | 04:30 | 1100.00
ARN | CLT | AA | 1 (LHR) | 09:00 | 14:30 | 820.00
ARN | CLT | UA | 2 (FRA, EWR) | 11:15 | 17:00 | 920.00
ARN | CLT | DL | 1 (AMS) | 13:00 | 18:45 | 900.00
ARN | CLT | LH | 2 (MUC, FRA) | 14:45 | 20:30 | 1000.00
ARN | CLT | BA | 1 (LHR) | 16:15 | 22:00 | 940.00
ARN | CLT | KL | 2 (CPH, AMS) | 17:30 | 23:15 | 980.00
ARN | CLT | SK | 1 (CPH) | 19:00 | 00:45 | 910.00
ARN | CLT | AC | 2 (LHR, YYZ) | 20:30 | 02:15 | 1040.00


Here are the 16 flight plans:

CLT | SYD | Qantas | 1 (LAX) | 08:00 | 07:30 | 850.00
CLT | SYD | American Airlines | 2 (DFW, NRT) | 10:00 | 09:15 | 1200.00
CLT | SYD | Delta | 1 (HNL) | 12:00 | 11:45 | 950.00
CLT | SYD | United | 2 (SFO, MEL) | 14:00 | 13:30 | 1300.00
CLT | SYD | Virgin Australia | 1 (BNE) | 16:00 | 15:45 | 1000.00
CLT | SYD | Air New Zealand | 2 (AKL, MEL) | 18:00 | 17:30 | 1400.00
CLT | SYD | LATAM | 1 (SCL) | 20:00 | 19:45 | 1100.00
CLT | SYD | Emirates | 2 (DXB, PER) | 22:00 | 21:30 | 1500.00

SYD | CLT | Qantas | 1 (LAX) | 09:00 | 08:30 | 900.00
SYD | CLT | American Airlines | 2 (NRT, DFW) | 11:00 | 10:15 | 1250.00
SYD | CLT | Delta | 1 (HNL) | 13:00 | 12:45 | 1000.00
SYD | CLT | United | 2 (MEL, SFO) | 15:00 | 14:30 | 1350.00
SYD | CLT | Virgin Australia | 1 (BNE) | 17:00 | 16:45 | 1050.00
SYD | CLT | Air New Zealand | 2 (MEL, AKL) | 19:00 | 18:30 | 1450.00
SYD | CLT | LATAM | 1 (SCL) | 21:00 | 20:45 | 1150.00
SYD | CLT | Emirates | 2 (PER, DXB) | 23:00 | 22:30 | 1550.00


Here are the 16 flight plans:

CLT | NRT | AA | 1 (DFW) | 08:00 | 09:30 | 850.00
CLT | NRT | JL | 0 | 10:00 | 11:30 | 950.00
CLT | NRT | UA | 1 (SFO) | 12:00 | 14:00 | 750.00
CLT | NRT | DL | 1 (ATL) | 14:00 | 16:00 | 800.00
CLT | NRT | NH | 0 | 16:00 | 17:30 | 1000.00
CLT | NRT | AA | 1 (ORD) | 18:00 | 20:00 | 900.00
CLT | NRT | JL | 1 (LAX) | 20:00 | 22:00 | 1050.00
CLT | NRT | UA | 0 | 22:00 | 23:30 | 1100.00
NRT | CLT | JL | 1 (HND) | 08:00 | 06:00 | 900.00
NRT | CLT | UA | 0 | 10:00 | 08:00 | 1000.00
NRT | CLT | NH | 1 (KIX) | 12:00 | 10:00 | 950.00
NRT | CLT | AA | 1 (DFW) | 14:00 | 12:00 | 850.00
NRT | CLT | DL | 1 (ATL) | 16:00 | 14:00 | 800.00
NRT | CLT | JL | 0 | 18:00 | 16:00 | 1100.00
NRT | CLT | UA | 1 (SFO) | 20:00 | 18:00 | 1050.00
NRT | CLT | NH | 0 | 22:00 | 20:00 | 1200.00


Here are the 16 flight plans:

CLT | HND | AA | 1 (NRT) | 10:00 | 14:30 | 850.00
CLT | HND | JL | 0 | 13:30 | 17:00 | 950.00
CLT | HND | UA | 1 (SFO) | 08:00 | 12:30 | 780.00
CLT | HND | DL | 2 (ATL, NRT) | 09:00 | 15:00 | 1020.00
CLT | HND | ANA | 0 | 11:00 | 15:30 | 1100.00
CLT | HND | AS | 1 (SEA) | 07:00 | 11:30 | 900.00
CLT | HND | HA | 1 (HNL) | 08:30 | 13:00 | 1050.00
CLT | HND | NH | 0 | 12:00 | 16:30 | 1200.00
HND | CLT | AA | 1 (DFW) | 18:00 | 22:30 | 880.00
HND | CLT | JL | 0 | 20:00 | 00:30 | 1000.00
HND | CLT | UA | 1 (SFO) | 19:00 | 23:30 | 820.00
HND | CLT | DL | 2 (NRT, ATL) | 17:00 | 21:30 | 1080.00
HND | CLT | ANA | 0 | 21:00 | 01:30 | 1150.00
HND | CLT | AS | 1 (SEA) | 16:00 | 20:30 | 930.00
HND | CLT | HA | 1 (HNL) | 18:30 | 22:00 | 1090.00
HND | CLT | NH | 0 | 22:00 | 02:30 | 1250.00


Here are the 16 flight plans:

CLT | YYZ | American Airlines | Non-stop | 08:00 | 11:05 | 350.00
CLT | YYZ | WestJet | 1 stop (BOS) | 09:30 | 13:20 | 280.00
CLT | YYZ | Delta Air Lines | Non-stop | 10:50 | 14:00 | 320.00
CLT | YYZ | United Airlines | 1 stop (EWR) | 12:15 | 16:40 | 290.00
CLT | YYZ | Air Canada | Non-stop | 14:20 | 17:30 | 310.00
CLT | YYZ | Frontier Airlines | 1 stop (ATL) | 15:45 | 20:10 | 260.00
CLT | YYZ | JetBlue Airways | Non-stop | 17:00 | 20:10 | 330.00
CLT | YYZ | Spirit Airlines | 1 stop (BWI) | 19:30 | 23:50 | 240.00
YYZ | CLT | American Airlines | Non-stop | 08:30 | 11:35 | 360.00
YYZ | CLT | WestJet | 1 stop (YUL) | 10:00 | 14:25 | 300.00
YYZ | CLT | Delta Air Lines | Non-stop | 11:40 | 14:50 | 340.00
YYZ | CLT | United Airlines | 1 stop (ORD) | 13:10 | 17:35 | 310.00
YYZ | CLT | Air Canada | Non-stop | 15:00 | 18:10 | 320.00
YYZ | CLT | Frontier Airlines | 1 stop (MCO) | 16:30 | 21:00 | 270.00
YYZ | CLT | JetBlue Airways | Non-stop | 18:00 | 21:10 | 350.00
YYZ | CLT | Spirit Airlines | 1 stop (PIT) | 20:15 | 00:40 | 250.00


Here are the 16 flight plans:

CLT | YVR | AA | 1 (DFW) | 08:00 | 11:30 | 542.50
CLT | YVR | UA | 2 (ORD, SFO) | 09:30 | 14:15 | 632.00
CLT | YVR | DL | 1 (ATL) | 10:15 | 13:45 | 512.00
CLT | YVR | WN | 2 (BNA, DEN) | 11:00 | 15:30 | 572.50
CLT | YVR | AS | 1 (SEA) | 12:00 | 15:30 | 502.00
CLT | YVR | F9 | 2 (DEN, LAS) | 13:30 | 17:00 | 552.50
CLT | YVR | B6 | 1 (JFK) | 14:45 | 18:15 | 582.00
CLT | YVR | NK | 2 (FLL, LAX) | 16:00 | 19:30 | 612.50

YVR | CLT | AC | 1 (YYZ) | 08:30 | 17:00 | 602.00
YVR | CLT | WS | 2 (YYC, ORD) | 09:45 | 18:30 | 642.50
YVR | CLT | DL | 1 (SFO) | 11:15 | 19:45 | 522.00
YVR | CLT | UA | 2 (SFO, IAH) | 12:30 | 20:15 | 592.50
YVR | CLT | AA | 1 (PHX) | 13:45 | 21:15 | 562.00
YVR | CLT | F9 | 2 (DEN, MCO) | 15:00 | 22:30 | 632.50
YVR | CLT | B6 | 1 (JFK) | 16:15 | 23:45 | 612.00
YVR | CLT | NK | 2 (LAX, DFW) | 17:30 | 01:00 | 652.50


Here are the 16 flight plans:

CLT | VIE | AA | 1 (FRA) | 08:00 | 18:30 | 850.00
CLT | VIE | UA | 2 (EWR, MUC) | 10:30 | 21:15 | 1050.00
CLT | VIE | DL | 1 (AMS) | 12:45 | 22:50 | 900.00
CLT | VIE | LH | 1 (FRA) | 14:15 | 23:40 | 1100.00
CLT | VIE | OS | 0 | 16:00 | 06:00 | 1200.00
CLT | VIE | KL | 1 (AMS) | 17:30 | 07:20 | 1000.00
CLT | VIE | BA | 1 (LHR) | 19:00 | 08:30 | 1150.00
CLT | VIE | TK | 1 (IST) | 21:00 | 10:50 | 1250.00
VIE | CLT | AA | 1 (PHL) | 08:30 | 14:15 | 950.00
VIE | CLT | UA | 2 (MUC, EWR) | 10:00 | 16:45 | 1150.00
VIE | CLT | DL | 1 (CDG) | 11:45 | 17:30 | 1050.00
VIE | CLT | LH | 1 (FRA) | 13:30 | 19:15 | 1200.00
VIE | CLT | OS | 0 | 15:00 | 21:00 | 1300.00
VIE | CLT | KL | 1 (AMS) | 16:30 | 22:20 | 1100.00
VIE | CLT | BA | 1 (LHR) | 18:00 | 23:45 | 1250.00
VIE | CLT | TK | 1 (IST) | 20:00 | 01:50 | 1350.00


Here are the 16 flight plans:

CLT | ZRH | American Airlines | 1 (PHL) | 08:00 | 18:30 | 850.00
CLT | ZRH | Lufthansa | 1 (FRA) | 10:30 | 20:50 | 950.00
CLT | ZRH | Swiss International | 0 | 12:00 | 17:30 | 1100.00
CLT | ZRH | United Airlines | 1 (EWR) | 14:00 | 22:20 | 900.00
CLT | ZRH | Delta Air Lines | 1 (AMS) | 16:00 | 23:50 | 1000.00
CLT | ZRH | Austrian Airlines | 1 (VIE) | 18:00 | 01:20 | 1050.00
CLT | ZRH | British Airways | 1 (LHR) | 20:00 | 02:40 | 1200.00
CLT | ZRH | KLM Royal Dutch | 1 (AMS) | 22:00 | 04:20 | 1150.00

ZRH | CLT | Swiss International | 0 | 09:00 | 14:30 | 1200.00
ZRH | CLT | Lufthansa | 1 (FRA) | 11:30 | 17:50 | 1050.00
ZRH | CLT | American Airlines | 1 (PHL) | 13:00 | 19:20 | 950.00
ZRH | CLT | United Airlines | 1 (EWR) | 15:00 | 21:20 | 1000.00
ZRH | CLT | Delta Air Lines | 1 (AMS) | 17:00 | 23:20 | 1100.00
ZRH | CLT | Austrian Airlines | 1 (VIE) | 19:00 | 01:20 | 1150.00
ZRH | CLT | British Airways | 1 (LHR) | 21:00 | 03:20 | 1250.00
ZRH | CLT | KLM Royal Dutch | 1 (AMS) | 23:00 | 05:20 | 1200.00
