

Here are the 16 flight plans:

SFO | CLT | AA | 0 | 08:00 | 17:15 | 425.00
SFO | ICN | Japan Airlines | 1 (HND) | 12:15 | 17:30 | 920.00
SFO | ICN | Asiana Airlines | 0 | 14:00 | 19:15 | 700.00
SFO | ICN | United Airlines | 1 (HKG) | 15:45 | 21:00 | 1050.00
SFO | ICN | China Eastern | 1 (PVG) | 16:30 | 22:00 | 950.00
SFO | ICN | Singapore Airlines | 1 (SIN) | 17:15 | 23:30 | 1100.00
SFO | ICN | Delta Air Lines | 1 (TPE) | 18:00 | 00:15 | 1000.00
SFO | ICN | American Airlines | 1 (NRT) | 19:30 | 01:45 | 980.00
ICN | SFO | Korean Air | 0 | 09:00 | 06:15 | 750.00
ICN | SFO | Japan Airlines | 1 (HND) | 10:45 | 08:00 | 900.00
ICN | SFO | Asiana Airlines | 1 (NRT) | 12:00 | 09:15 | 850.00
ICN | SFO | United Airlines | 1 (HKG) | 13:30 | 10:45 | 1050.00
ICN | SFO | China Eastern | 1 (PVG) | 15:00 | 12:15 | 950.00
ICN | SFO | Singapore Airlines | 1 (SIN) | 16:15 | 13:30 | 1100.00
ICN | SFO | Delta Air Lines | 1 (TPE) | 17:45 | 14:50 | 1000.00
ICN | SFO | American Airlines | 1 (NRT) | 19:00 | 16:15 | 980.00


Here are the 16 flight plans:

SFO | PVG | UA | 0 | 10:30 | 15:45 | 550.00
SFO | PVG | AA | 1 (NRT) | 12:15 | 18:00 | 620.00
SFO | PVG | DL | 0 | 14:00 | 19:15 | 580.00
SFO | PVG | CX | 1 (HKG) | 08:00 | 14:30 | 650.00
SFO | PVG | JL | 0 | 09:45 | 15:00 | 600.00
SFO | PVG | MU | 1 (XIY) | 11:30 | 17:45 | 630.00
SFO | PVG | CZ | 0 | 13:15 | 18:30 | 590.00
SFO | PVG | HU | 1 (CTU) | 10:00 | 16:15 | 610.00

PVG | SFO | UA | 0 | 10:00 | 06:15 | 580.00
PVG | SFO | AA | 1 (NRT) | 12:45 | 09:00 | 650.00
PVG | SFO | DL | 0 | 14:30 | 10:45 | 610.00
PVG | SFO | CX | 1 (HKG) | 09:15 | 05:30 | 630.00
PVG | SFO | JL | 0 | 11:00 | 07:15 | 590.00
PVG | SFO | MU | 1 (XIY) | 13:45 | 10:00 | 620.00
PVG | SFO | CZ | 0 | 15:15 | 11:30 | 600.00
PVG | SFO | HU | 1 (CTU) | 12:00 | 08:15 | 640.00


Here are the 16 flight plans:

SFO | SIN | UA | 1 (HKG) | 08:00 | 20:30 | 850.00
SFO | SIN | SQ | 0 | 10:30 | 19:15 | 1200.00
SFO | SIN | CX | 1 (HKG) | 12:00 | 23:45 | 900.00
SFO | SIN | AA | 2 (NRT, BKK) | 14:00 | 02:15 | 1100.00
SFO | SIN | JL | 1 (NRT) | 16:00 | 01:30 | 1000.00
SFO | SIN | BR | 1 (TPE) | 18:00 | 04:15 | 950.00
SFO | SIN | PR | 1 (MNL) | 20:00 | 06:30 | 1050.00
SFO | SIN | CI | 1 (TPE) | 22:00 | 08:45 | 1020.00

SIN | SFO | SQ | 0 | 08:00 | 06:30 | 1300.00
SIN | SFO | UA | 1 (HKG) | 10:00 | 08:45 | 950.00
SIN | SFO | CX | 1 (HKG) | 12:00 | 11:30 | 1000.00
SIN | SFO | AA | 2 (BKK, NRT) | 14:00 | 13:15 | 1200.00
SIN | SFO | JL | 1 (NRT) | 16:00 | 14:30 | 1100.00
SIN | SFO | BR | 1 (TPE) | 18:00 | 16:15 | 1050.00
SIN | SFO | PR | 1 (MNL) | 20:00 | 18:30 | 1150.00
SIN | SFO | CI | 1 (TPE) | 22:00 | 20:45 | 1120.00


Here are the 16 flight plans:

SFO | SPU | American Airlines | 1 (LHR) | 08:00 | 18:30 | 850.00
SFO | SPU | Lufthansa | 2 (FRA, MUC) | 10:30 | 21:45 | 1050.00
SFO | SPU | United Airlines | 0 | 12:00 | 20:00 | 700.00
SFO | SPU | Delta Air Lines | 1 (CDG) | 14:00 | 22:15 | 950.00
SFO | SPU | Air Canada | 2 (YYZ, FRA) | 16:00 | 00:30 | 1200.00
SFO | SPU | Turkish Airlines | 1 (IST) | 18:00 | 02:45 | 1100.00
SFO | SPU | Emirates | 2 (DXB, FRA) | 20:00 | 05:15 | 1400.00
SFO | SPU | Qantas | 1 (SYD) | 22:00 | 06:30 | 1300.00
SPU | SFO | Croatia Airlines | 0 | 06:00 | 14:00 | 600.00
SPU | SFO | KLM Royal Dutch | 1 (AMS) | 08:00 | 16:30 | 800.00
SPU | SFO | Austrian Airlines | 1 (VIE) | 10:00 | 18:30 | 900.00
SPU | SFO | Swiss International | 2 (ZRH, FRA) | 12:00 | 21:45 | 1150.00
SPU | SFO | British Airways | 1 (LHR) | 14:00 | 22:15 | 1000.00
SPU | SFO | Air France | 2 (CDG, AMS) | 16:00 | 00:30 | 1250.00
SPU | SFO | Singapore Airlines | 1 (SIN) | 18:00 | 02:45 | 1200.00
SPU | SFO | Japan Airlines | 2 (NRT, HND) | 20:00 | 05:15 | 1450.00


Here are the 16 flight plans:

SFO | ARN | SAS | 1 (LHR) | 08:30 | 18:45 | 849.00
SFO | ARN | Norwegian | 0 | 10:15 | 19:00 | 599.00
SFO | ARN | Lufthansa | 1 (FRA) | 12:00 | 21:30 | 1099.00
SFO | ARN | United | 1 (EWR) | 13:45 | 22:15 | 999.00
SFO | ARN | Finnair | 1 (HEL) | 14:30 | 23:00 | 899.00
SFO | ARN | Swiss | 1 (ZRH) | 15:15 | 23:45 | 1049.00
SFO | ARN | Austrian | 1 (VIE) | 16:00 | 00:30 | 949.00
SFO | ARN | KLM | 1 (AMS) | 17:45 | 02:15 | 899.00
ARN | SFO | SAS | 1 (LHR) | 08:00 | 15:15 | 849.00
ARN | SFO | Norwegian | 0 | 09:30 | 17:00 | 599.00
ARN | SFO | Lufthansa | 1 (FRA) | 11:15 | 19:45 | 1099.00
ARN | SFO | United | 1 (EWR) | 12:45 | 21:15 | 999.00
ARN | SFO | Finnair | 1 (HEL) | 14:00 | 22:30 | 899.00
ARN | SFO | Swiss | 1 (ZRH) | 15:30 | 23:55 | 1049.00
ARN | SFO | Austrian | 1 (VIE) | 16:15 | 00:45 | 949.00
ARN | SFO | KLM | 1 (AMS) | 18:00 | 02:30 | 899.00


SFO | SYD | Qantas | 1 (LAX) | 08:00 | 07:30 | 850.00
SFO | SYD | United | 0 | 10:30 | 09:15 | 1050.00
SFO | SYD | American | 2 (DFW, HNL) | 13:45 | 12:00 | 900.00
SFO | SYD | Delta | 1 (NRT) | 15:00 | 13:30 | 950.00
SFO | SYD | Virgin | 0 | 17:00 | 15:45 | 1100.00
SFO | SYD | Air New Zealand | 1 (AKL) | 19:30 | 18:15 | 1000.00
SFO | SYD | Singapore | 1 (SIN) | 21:00 | 19:45 | 1050.00
SFO | SYD | Emirates | 2 (DXB, MEL) | 23:30 | 22:15 | 1200.00
SYD | SFO | Qantas | 0 | 06:00 | 13:30 | 950.00
SYD | SFO | United | 1 (LAX) | 08:30 | 16:15 | 1000.00
SYD | SFO | American | 2 (HNL, DFW) | 11:00 | 19:45 | 1100.00
SYD | SFO | Delta | 1 (NRT) | 13:30 | 21:15 | 1050.00
SYD | SFO | Virgin | 0 | 15:30 | 23:15 | 1150.00
SYD | SFO | Air New Zealand | 1 (AKL) | 17:30 | 01:15 | 1000.00
SYD | SFO | Singapore | 1 (SIN) | 19:30 | 03:15 | 1050.00
SYD | SFO | Emirates | 2 (MEL, DXB) | 21:30 | 05:15 | 1250.00


Here are the 16 flight plans:

SFO | NRT | ANA | 0 | 09:00 | 11:30 | 550.00
SFO | NRT | JAL | 1 (HND) | 11:00 | 14:30 | 480.00
SFO | NRT | UA | 0 | 13:30 | 16:00 | 520.00
SFO | NRT | AA | 1 (LAX) | 15:00 | 18:30 | 500.00
SFO | NRT | DL | 0 | 17:00 | 19:30 | 540.00
SFO | NRT | CX | 1 (HKG) | 19:00 | 22:30 | 510.00
SFO | NRT | SQ | 1 (SIN) | 21:00 | 00:30 | 530.00
SFO | NRT | AS | 0 | 23:00 | 01:30 | 560.00
NRT | SFO | ANA | 0 | 08:00 | 04:30 | 580.00
NRT | SFO | JAL | 1 (HND) | 10:00 | 06:30 | 500.00
NRT | SFO | UA | 0 | 12:00 | 08:30 | 550.00
NRT | SFO | AA | 1 (LAX) | 14:00 | 10:30 | 520.00
NRT | SFO | DL | 0 | 16:00 | 12:30 | 570.00
NRT | SFO | CX | 1 (HKG) | 18:00 | 14:30 | 530.00
NRT | SFO | SQ | 1 (SIN) | 20:00 | 16:30 | 540.00
NRT | SFO | AS | 0 | 22:00 | 18:30 | 590.00
NRT | SFO | JL | 1 (KIX) | 00:00 | 20:30 | 510.00


Here are the 16 flight plans:

SFO | HND | ANA | 0 | 09:00 | 10:30 | 550.00
SFO | HND | JAL | 1 (NRT) | 11:15 | 12:45 | 480.00
SFO | HND | UA | 0 | 13:30 | 15:00 | 620.00
SFO | HND | AA | 1 (LAX) | 15:45 | 17:15 | 520.00
SFO | HND | DL | 0 | 18:00 | 19:30 | 600.00
SFO | HND | CX | 1 (HKG) | 20:15 | 21:45 | 580.00
SFO | HND | SQ | 0 | 22:30 | 00:00 | 650.00
SFO | HND | BR | 1 (TPE) | 00:45 | 02:15 | 560.00

HND | SFO | ANA | 0 | 09:30 | 06:00 | 580.00
HND | SFO | JAL | 1 (NRT) | 11:45 | 08:15 | 500.00
HND | SFO | UA | 0 | 14:00 | 10:30 | 640.00
HND | SFO | AA | 1 (LAX) | 16:15 | 12:45 | 540.00
HND | SFO | DL | 0 | 18:30 | 15:00 | 620.00
HND | SFO | CX | 1 (HKG) | 21:45 | 18:15 | 600.00
HND | SFO | SQ | 0 | 23:59 | 20:30 | 680.00
HND | SFO | BR | 1 (TPE) | 01:15 | 22:45 | 590.00


Here are the 16 flight plans:

SFO | YYZ | AC | 1 (YUL) | 08:00 | 17:45 | 542.50
SFO | YYZ | UA | 0 | 09:30 | 18:15 | 620.00
SFO | YYZ | WS | 1 (LAX) | 10:45 | 20:10 | 480.00
SFO | YYZ | DL | 1 (ATL) | 12:00 | 21:30 | 550.00
SFO | YYZ | AA | 0 | 13:15 | 22:00 | 650.00
SFO | YYZ | AS | 1 (SEA) | 14:30 | 23:45 | 520.00
SFO | YYZ | B6 | 1 (JFK) | 15:45 | 01:15 | 500.00
SFO | YYZ | HA | 1 (HNL) | 17:00 | 02:30 | 580.00

YYZ | SFO | AC | 1 (YUL) | 08:30 | 11:15 | 510.00
YYZ | SFO | UA | 0 | 09:45 | 12:30 | 640.00
YYZ | SFO | WS | 1 (YVR) | 11:00 | 14:45 | 460.00
YYZ | SFO | DL | 1 (MSP) | 12:15 | 15:50 | 530.00
YYZ | SFO | AA | 0 | 13:30 | 16:15 | 680.00
YYZ | SFO | AS | 1 (PDX) | 14:45 | 18:20 | 490.00
YYZ | SFO | B6 | 1 (BOS) | 16:00 | 19:35 | 470.00
YYZ | SFO | HA | 1 (LAX) | 17:15 | 20:50 | 560.00


SFO | YVR | AC | 0 | 08:00 | 10:30 | 250.00
SFO | YVR | WS | 1 (SEA) | 09:30 | 12:15 | 220.00
SFO | YVR | UA | 0 | 11:00 | 13:30 | 280.00
SFO | YVR | DL | 1 (LAX) | 12:30 | 15:15 | 300.00
SFO | YVR | AA | 0 | 14:00 | 16:30 | 260.00
SFO | YVR | AS | 1 (PDX) | 15:30 | 18:15 | 240.00
SFO | YVR | F9 | 0 | 17:00 | 19:30 | 200.00
SFO | YVR | NK | 1 (SJC) | 18:30 | 21:15 | 230.00
YVR | SFO | AC | 0 | 08:30 | 10:00 | 270.00
YVR | SFO | WS | 1 (YYC) | 09:00 | 11:45 | 290.00
YVR | SFO | UA | 0 | 10:30 | 12:00 | 310.00
YVR | SFO | DL | 1 (SLC) | 12:00 | 14:45 | 330.00
YVR | SFO | AA | 0 | 13:30 | 15:00 | 280.00
YVR | SFO | AS | 1 (SEA) | 14:30 | 17:15 | 260.00
YVR | SFO | F9 | 0 | 16:00 | 17:30 | 220.00
YVR | SFO | NK | 1 (PDX) | 17:30 | 20:15 | 250.00


Here are the 16 flight plans:

SFO | VIE | Lufthansa | 1 (FRA) | 14:30 | 10:35 | 850.00
SFO | VIE | Austrian | 0 | 16:45 | 12:50 | 950.00
SFO | VIE | United | 1 (EWR) | 08:00 | 18:20 | 780.00
SFO | VIE | Swiss | 1 (ZRH) | 10:15 | 20:30 | 920.00
SFO | VIE | Turkish | 1 (IST) | 12:50 | 09:10 | 820.00
SFO | VIE | KLM | 1 (AMS) | 09:30 | 19:45 | 870.00
SFO | VIE | Air Canada | 1 (YYZ) | 11:00 | 21:15 | 840.00
SFO | VIE | British Airways | 1 (LHR) | 13:45 | 10:00 | 900.00
VIE | SFO | Austrian | 0 | 13:15 | 16:25 | 980.00
VIE | SFO | Lufthansa | 1 (FRA) | 10:50 | 14:05 | 810.00
VIE | SFO | United | 1 (EWR) | 08:30 | 13:45 | 860.00
VIE | SFO | Swiss | 1 (ZRH) | 09:45 | 15:00 | 890.00
VIE | SFO | Turkish | 1 (IST) | 11:20 | 16:35 | 830.00
VIE | SFO | KLM | 1 (AMS) | 12:00 | 17:15 | 850.00
VIE | SFO | Air Canada | 1 (YYZ) | 14:30 | 19:45 | 880.00
VIE | SFO | British Airways | 1 (LHR) | 16:10 | 21:25 | 910.00


Here are the 16 flight plans:

SFO | ZRH | Swiss | 0 | 13:45 | 09:15 | 850.00
SFO | ZRH | Lufthansa | 1 (FRA) | 08:30 | 18:20 | 720.00
SFO | ZRH | United | 1 (EWR) | 10:15 | 20:05 | 950.00
SFO | ZRH | American | 2 (PHL, CDG) | 09:00 | 21:40 | 1050.00
SFO | ZRH | Delta | 1 (AMS) | 12:00 | 22:45 | 820.00
SFO | ZRH | Air Canada | 1 (YYZ) | 11:30 | 21:10 | 900.00
SFO | ZRH | Austrian | 1 (VIE) | 14:00 | 10:00 | 780.00
SFO | ZRH | Turkish | 1 (IST) | 15:30 | 11:20 | 1100.00
ZRH | SFO | Swiss | 0 | 10:15 | 12:50 | 900.00
ZRH | SFO | Lufthansa | 1 (MUC) | 08:00 | 11:40 | 850.00
ZRH | SFO | United | 1 (EWR) | 12:45 | 16:25 | 980.00
ZRH | SFO | American | 2 (CDG, PHL) | 09:30 | 19:10 | 1150.00
ZRH | SFO | Delta | 1 (AMS) | 14:30 | 18:10 | 920.00
ZRH | SFO | Air Canada | 1 (YYZ) | 11:00 | 15:40 | 1000.00
ZRH | SFO | Austrian | 1 (VIE) | 16:00 | 20:45 | 860.00
ZRH | SFO | Turkish | 1 (IST) | 17:30 | 22:15 | 1200.00
