

Here are the 16 flight plans:

PHL | SFO | AA | 0 | 08:00 | 11:15 | 425.00
PHL | GIG | DL | 2 (ATL, GRU) | 12:00 | 22:30 | 950.00
PHL | GIG | UA | 1 (EWR) | 14:00 | 00:30 | 1000.00
PHL | GIG | AV | 1 (BOG) | 16:00 | 02:30 | 1100.00
PHL | GIG | TP | 2 (LIS, REC) | 18:00 | 04:30 | 1050.00
PHL | GIG | G3 | 1 (BSB) | 20:00 | 06:30 | 900.00
PHL | GIG | JJ | 0 | 22:00 | 08:30 | 1300.00
GIG | PHL | AA | 1 (MIA) | 08:00 | 18:30 | 850.00
GIG | PHL | LATAM | 0 | 10:00 | 20:30 | 1200.00
GIG | PHL | DL | 2 (GRU, ATL) | 12:00 | 22:30 | 950.00
GIG | PHL | UA | 1 (EWR) | 14:00 | 00:30 | 1000.00
GIG | PHL | AV | 1 (BOG) | 16:00 | 02:30 | 1100.00
GIG | PHL | TP | 2 (REC, LIS) | 18:00 | 04:30 | 1050.00
GIG | PHL | G3 | 1 (BSB) | 20:00 | 06:30 | 900.00
GIG | PHL | JJ | 0 | 22:00 | 08:30 | 1300.00


Here are the 16 flight plans:

PHL | FCO | American Airlines | 0 | 08:00 | 18:30 | 850.00
PHL | FCO | Lufthansa | 1 (FRA) | 10:30 | 20:45 | 920.00
PHL | FCO | Delta Air Lines | 0 | 12:15 | 22:40 | 980.00
PHL | FCO | United Airlines | 1 (EWR) | 14:00 | 00:20 | 1050.00
PHL | FCO | British Airways | 1 (LHR) | 16:45 | 02:10 | 1120.00
PHL | FCO | Alitalia | 0 | 19:00 | 05:30 | 1190.00
PHL | FCO | Swiss International | 1 (ZRH) | 21:30 | 07:00 | 1250.00
PHL | FCO | KLM Royal Dutch | 1 (AMS) | 23:55 | 08:25 | 1300.00
FCO | PHL | Alitalia | 0 | 09:30 | 13:00 | 1090.00
FCO | PHL | Lufthansa | 1 (FRA) | 11:45 | 15:15 | 1140.00
FCO | PHL | American Airlines | 0 | 14:00 | 17:30 | 1190.00
FCO | PHL | United Airlines | 1 (EWR) | 16:15 | 19:45 | 1240.00
FCO | PHL | Delta Air Lines | 0 | 18:30 | 21:55 | 1290.00
FCO | PHL | British Airways | 1 (LHR) | 20:45 | 23:10 | 1340.00
FCO | PHL | Swiss International | 1 (ZRH) | 22:55 | 01:25 | 1390.00
FCO | PHL | KLM Royal Dutch | 1 (AMS) | 01:00 | 03:35 | 1440.00


Here are the 16 flight plans:

PHL | SCL | American Airlines | 1 (MIA) | 08:00 | 22:35 | 850.00
PHL | SCL | LATAM | 1 (LIM) | 09:30 | 23:55 | 900.00
PHL | SCL | Delta Air Lines | 2 (ATL, GRU) | 10:15 | 02:20 | 1050.00
PHL | SCL | United Airlines | 1 (EWR) | 11:00 | 00:50 | 950.00
PHL | SCL | Avianca | 1 (BOG) | 12:45 | 02:10 | 1000.00
PHL | SCL | Copa Airlines | 1 (PTY) | 14:00 | 03:30 | 1100.00
PHL | SCL | Aeromexico | 2 (MEX, LIM) | 15:30 | 05:00 | 1200.00
PHL | SCL | Qantas | 1 (DFW) | 17:00 | 06:20 | 1150.00
SCL | PHL | LATAM | 1 (LIM) | 09:00 | 22:25 | 900.00
SCL | PHL | American Airlines | 1 (MIA) | 10:30 | 23:55 | 850.00
SCL | PHL | Delta Air Lines | 2 (GRU, ATL) | 11:15 | 02:20 | 1050.00
SCL | PHL | United Airlines | 1 (EWR) | 12:00 | 00:50 | 950.00
SCL | PHL | Avianca | 1 (BOG) | 13:45 | 02:10 | 1000.00
SCL | PHL | Copa Airlines | 1 (PTY) | 15:00 | 03:30 | 1100.00
SCL | PHL | Aeromexico | 2 (LIM, MEX) | 16:30 | 05:00 | 1200.00
SCL | PHL | Qantas | 1 (DFW) | 18:00 | 06:20 | 1150.00


Here are the 16 flight plans:

PHL | ICN | American Airlines | 1 (NRT) | 13:30 | 17:45 | 850.00
PHL | ICN | Korean Air | 0 | 15:00 | 19:15 | 900.00
PHL | ICN | Delta Air Lines | 1 (LAX) | 08:00 | 14:30 | 780.00
PHL | ICN | United Airlines | 1 (SFO) | 10:30 | 17:00 | 820.00
PHL | ICN | Japan Airlines | 1 (HND) | 12:00 | 18:30 | 950.00
PHL | ICN | China Eastern | 1 (PVG) | 09:00 | 16:15 | 750.00
PHL | ICN | Asiana Airlines | 0 | 14:30 | 19:45 | 980.00
PHL | ICN | ANA | 1 (NRT) | 11:00 | 17:30 | 930.00

ICN | PHL | Korean Air | 0 | 10:00 | 13:15 | 920.00
ICN | PHL | Asiana Airlines | 0 | 12:30 | 16:45 | 1000.00
ICN | PHL | American Airlines | 1 (NRT) | 14:00 | 19:15 | 880.00
ICN | PHL | Delta Air Lines | 1 (LAX) | 08:30 | 14:00 | 810.00
ICN | PHL | United Airlines | 1 (SFO) | 11:30 | 17:45 | 860.00
ICN | PHL | Japan Airlines | 1 (HND) | 13:30 | 19:00 | 990.00
ICN | PHL | China Eastern | 1 (PVG) | 09:30 | 16:45 | 790.00
ICN | PHL | ANA | 1 (NRT) | 10:30 | 17:00 | 960.00


PHL | PVG | American Airlines | Non-stop | 09:00 | 11:30 | 850.00
PHL | PVG | China Eastern | 1 stop (NRT) | 11:30 | 14:15 | 720.00
PHL | PVG | United Airlines | Non-stop | 14:00 | 16:30 | 900.00
PHL | PVG | Delta Air Lines | 1 stop (LAX) | 16:00 | 19:45 | 780.00
PHL | PVG | Air China | 1 stop (PEK) | 18:00 | 21:45 | 650.00
PHL | PVG | Japan Airlines | 1 stop (NRT) | 20:00 | 23:45 | 750.00
PHL | PVG | Korean Air | 1 stop (ICN) | 21:00 | 00:45 | 700.00
PHL | PVG | Asiana Airlines | 1 stop (ICN) | 22:00 | 01:45 | 680.00
PVG | PHL | China Eastern | Non-stop | 09:00 | 11:30 | 850.00
PVG | PHL | American Airlines | 1 stop (NRT) | 11:30 | 14:15 | 720.00
PVG | PHL | United Airlines | Non-stop | 14:00 | 16:30 | 900.00
PVG | PHL | Delta Air Lines | 1 stop (LAX) | 16:00 | 19:45 | 780.00
PVG | PHL | Air China | 1 stop (PEK) | 18:00 | 21:45 | 650.00
PVG | PHL | Japan Airlines | 1 stop (NRT) | 20:00 | 23:45 | 750.00
PVG | PHL | Korean Air | 1 stop (ICN) | 21:00 | 00:45 | 700.00
PVG | PHL | Asiana Airlines | 1 stop (ICN) | 22:00 | 01:45 | 680.00
PVG | PHL | Cathay Pacific | 1 stop (HKG) | 23:00 | 02:45 | 730.00


Here are the 16 flight plans:

PHL | SIN | American Airlines | 1 (NRT) | 14:30 | 19:15 | 850.00
PHL | SIN | United Airlines | 2 (LAX, HKG) | 10:00 | 21:40 | 1200.00
PHL | SIN | Singapore Airlines | 0 | 18:00 | 06:30 | 1000.00
PHL | SIN | Delta Air Lines | 1 (ICN) | 08:00 | 20:30 | 1100.00
PHL | SIN | Qantas | 2 (LAX, BNE) | 12:00 | 23:50 | 1300.00
PHL | SIN | Japan Airlines | 1 (NRT) | 16:00 | 07:30 | 900.00
PHL | SIN | Korean Air | 1 (ICN) | 09:00 | 21:00 | 1050.00
PHL | SIN | Cathay Pacific | 1 (HKG) | 11:00 | 22:20 | 1250.00
SIN | PHL | Singapore Airlines | 0 | 09:00 | 22:00 | 950.00
SIN | PHL | United Airlines | 1 (HKG) | 14:00 | 05:30 | 1150.00
SIN | PHL | American Airlines | 2 (NRT, LAX) | 10:00 | 23:50 | 1350.00
SIN | PHL | Delta Air Lines | 1 (ICN) | 16:00 | 07:30 | 1000.00
SIN | PHL | Qantas | 2 (BNE, LAX) | 12:00 | 03:40 | 1400.00
SIN | PHL | Japan Airlines | 1 (NRT) | 18:00 | 09:30 | 1050.00
SIN | PHL | Korean Air | 1 (ICN) | 08:00 | 20:00 | 1100.00
SIN | PHL | Cathay Pacific | 1 (HKG) | 11:00 | 01:20 | 1250.00


Here are the 16 flight plans:

PHL | SPU | AA | 0 | 08:00 | 12:30 | 450.00
PHL | SPU | UA | 1 (ZRH) | 09:30 | 15:45 | 520.00
PHL | SPU | DL | 0 | 11:00 | 15:15 | 480.00
PHL | SPU | LH | 1 (FRA) | 12:30 | 18:00 | 550.00
PHL | SPU | BA | 0 | 14:00 | 18:20 | 500.00
PHL | SPU | KL | 1 (AMS) | 15:30 | 20:45 | 580.00
PHL | SPU | AF | 0 | 17:00 | 21:15 | 530.00
PHL | SPU | TK | 1 (IST) | 18:30 | 23:45 | 610.00
SPU | PHL | AA | 0 | 06:00 | 10:30 | 420.00
SPU | PHL | UA | 1 (LHR) | 07:30 | 12:45 | 490.00
SPU | PHL | DL | 0 | 09:00 | 13:15 | 450.00
SPU | PHL | LH | 1 (MUC) | 10:30 | 15:45 | 520.00
SPU | PHL | BA | 0 | 12:00 | 16:20 | 480.00
SPU | PHL | KL | 1 (CDG) | 13:30 | 18:45 | 560.00
SPU | PHL | AF | 0 | 15:00 | 19:15 | 510.00
SPU | PHL | TK | 1 (ATH) | 16:30 | 21:45 | 590.00


Here are the 16 flight plans:

PHL | ARN | American Airlines | 1 (LHR) | 08:00 | 18:30 | 450.00
PHL | ARN | Lufthansa | 1 (FRA) | 10:30 | 20:50 | 520.00
PHL | ARN | Delta Air Lines | 1 (CDG) | 12:45 | 23:15 | 480.00
PHL | ARN | United Airlines | 1 (EWR) | 14:20 | 00:40 | 500.00
PHL | ARN | SAS | 0 | 16:00 | 08:30 | 550.00
PHL | ARN | British Airways | 1 (LHR) | 18:30 | 09:50 | 480.00
PHL | ARN | Air France | 1 (CDG) | 20:15 | 11:40 | 510.00
PHL | ARN | KLM | 1 (AMS) | 22:00 | 13:25 | 490.00

ARN | PHL | SAS | 0 | 08:30 | 16:00 | 580.00
ARN | PHL | Lufthansa | 1 (FRA) | 10:50 | 19:20 | 560.00
ARN | PHL | American Airlines | 1 (LHR) | 12:20 | 21:50 | 530.00
ARN | PHL | Delta Air Lines | 1 (CDG) | 14:00 | 23:30 | 550.00
ARN | PHL | United Airlines | 1 (EWR) | 16:30 | 01:10 | 520.00
ARN | PHL | British Airways | 1 (LHR) | 18:50 | 09:20 | 540.00
ARN | PHL | Air France | 1 (CDG) | 20:40 | 11:10 | 570.00
ARN | PHL | KLM | 1 (AMS) | 22:20 | 13:50 | 500.00


Here are the 16 flight plans:

PHL | SYD | Qantas | 1 (LAX) | 08:00 | 06:00 | 1050.00
PHL | SYD | American | 2 (DFW, HNL) | 10:00 | 10:00 | 1200.00
PHL | SYD | United | 1 (SFO) | 12:00 | 10:00 | 1100.00
PHL | SYD | Delta | 2 (ATL, NRT) | 14:00 | 12:00 | 1300.00
PHL | SYD | Emirates | 1 (DXB) | 16:00 | 14:00 | 1400.00
PHL | SYD | Virgin Australia | 1 (BNE) | 18:00 | 16:00 | 1250.00
PHL | SYD | Air Canada | 2 (YYZ, HKG) | 20:00 | 18:00 | 1350.00
PHL | SYD | Singapore Airlines | 1 (SIN) | 22:00 | 20:00 | 1450.00

SYD | PHL | Qantas | 1 (LAX) | 06:00 | 20:00 | 1050.00
SYD | PHL | American | 2 (HNL, DFW) | 08:00 | 22:00 | 1200.00
SYD | PHL | United | 1 (SFO) | 10:00 | 00:00 | 1100.00
SYD | PHL | Delta | 2 (NRT, ATL) | 12:00 | 02:00 | 1300.00
SYD | PHL | Emirates | 1 (DXB) | 14:00 | 04:00 | 1400.00
SYD | PHL | Virgin Australia | 1 (BNE) | 16:00 | 06:00 | 1250.00
SYD | PHL | Air Canada | 2 (HKG, YYZ) | 18:00 | 08:00 | 1350.00
SYD | PHL | Singapore Airlines | 1 (SIN) | 20:00 | 10:00 | 1450.00


Here are the 16 flight plans:

PHL | NRT | AA | 1 (ORD) | 08:00 | 10:30 | 850.00
PHL | NRT | UA | 2 (EWR, SFO) | 09:30 | 12:45 | 1050.00
PHL | NRT | JL | 0 | 11:00 | 14:15 | 1200.00
PHL | NRT | NH | 1 (LAX) | 12:30 | 16:00 | 1100.00
PHL | NRT | DL | 2 (ATL, SEA) | 14:00 | 18:30 | 1300.00
PHL | NRT | AC | 1 (YYZ) | 15:30 | 19:45 | 1250.00
PHL | NRT | HA | 2 (HNL, SFO) | 17:00 | 22:15 | 1400.00
PHL | NRT | CX | 1 (HKG) | 19:00 | 23:30 | 1350.00

NRT | PHL | AA | 1 (ORD) | 09:00 | 07:30 | 900.00
NRT | PHL | UA | 2 (SFO, EWR) | 10:30 | 09:45 | 1150.00
NRT | PHL | JL | 0 | 12:00 | 10:15 | 1250.00
NRT | PHL | NH | 1 (LAX) | 13:30 | 12:00 | 1100.00
NRT | PHL | DL | 2 (SEA, ATL) | 15:00 | 14:30 | 1300.00
NRT | PHL | AC | 1 (YYZ) | 16:30 | 16:45 | 1200.00
NRT | PHL | HA | 2 (SFO, HNL) | 18:00 | 18:15 | 1400.00
NRT | PHL | CX | 1 (HKG) | 20:00 | 20:30 | 1350.00


Here are the 16 flight plans:

PHL | HND | AA | 1 (NRT) | 08:30 | 22:45 | 850.00
PHL | HND | JL | 0 | 10:00 | 23:55 | 1200.00
PHL | HND | UA | 2 (EWR, HKG) | 12:15 | 02:10 | 950.00
PHL | HND | NH | 1 (LAX) | 14:30 | 04:25 | 1100.00
PHL | HND | DL | 0 | 16:00 | 05:50 | 1300.00
PHL | HND | AC | 2 (YYZ, YVR) | 18:45 | 07:35 | 1000.00
PHL | HND | CX | 1 (HKG) | 20:15 | 09:05 | 1250.00
PHL | HND | SQ | 1 (SIN) | 22:00 | 11:50 | 1400.00

HND | PHL | JL | 0 | 09:00 | 07:30 | 1100.00
HND | PHL | NH | 1 (LAX) | 11:30 | 09:25 | 1000.00
HND | PHL | UA | 2 (HKG, EWR) | 13:45 | 12:10 | 1050.00
HND | PHL | AA | 1 (NRT) | 15:15 | 13:45 | 900.00
HND | PHL | DL | 0 | 17:00 | 15:50 | 1200.00
HND | PHL | CX | 1 (HKG) | 19:30 | 18:05 | 1150.00
HND | PHL | AC | 2 (YVR, YYZ) | 21:45 | 20:35 | 950.00
HND | PHL | SQ | 1 (SIN) | 23:59 | 22:50 | 1350.00


PHL | YYZ | American Airlines | Non-stop | 06:00 | 08:15 | 250.00
PHL | YYZ | WestJet | 1 stop (ORD) | 07:30 | 10:45 | 220.00
PHL | YYZ | Delta Air Lines | Non-stop | 09:00 | 11:20 | 280.00
PHL | YYZ | United Airlines | 1 stop (EWR) | 10:45 | 14:00 | 240.00
PHL | YYZ | Air Canada | Non-stop | 12:00 | 14:20 | 260.00
PHL | YYZ | Frontier Airlines | 1 stop (ATL) | 13:15 | 16:30 | 200.00
PHL | YYZ | JetBlue Airways | Non-stop | 15:00 | 17:20 | 270.00
PHL | YYZ | Spirit Airlines | 1 stop (BOS) | 16:30 | 19:45 | 230.00
YYZ | PHL | Air Canada | Non-stop | 06:30 | 08:45 | 290.00
YYZ | PHL | WestJet | 1 stop (DTW) | 08:00 | 11:15 | 210.00
YYZ | PHL | American Airlines | Non-stop | 09:30 | 11:50 | 300.00
YYZ | PHL | Delta Air Lines | 1 stop (LGA) | 11:00 | 14:20 | 250.00
YYZ | PHL | United Airlines | Non-stop | 12:30 | 14:55 | 310.00
YYZ | PHL | Frontier Airlines | 1 stop (MCO) | 14:00 | 17:20 | 220.00
YYZ | PHL | JetBlue Airways | Non-stop | 15:30 | 17:55 | 320.00
YYZ | PHL | Spirit Airlines | 1 stop (CLE) | 16:45 | 20:00 | 240.00


Here are the 16 flight plans:

PHL | YVR | American Airlines | Non-stop | 08:00 | 11:15 | 450.00
PHL | YVR | Delta Air Lines | 1 stop (SEA) | 09:30 | 13:45 | 520.00
PHL | YVR | United Airlines | Non-stop | 10:45 | 14:00 | 480.00
PHL | YVR | Air Canada | 1 stop (YYZ) | 12:00 | 16:20 | 550.00
PHL | YVR | WestJet | 1 stop (YYC) | 13:15 | 17:30 | 500.00
PHL | YVR | Alaska Airlines | Non-stop | 14:30 | 17:45 | 510.00
PHL | YVR | Frontier Airlines | 1 stop (DEN) | 15:45 | 20:00 | 460.00
PHL | YVR | Spirit Airlines | 1 stop (LAS) | 17:00 | 21:15 | 420.00
YVR | PHL | Air Canada | Non-stop | 08:00 | 15:30 | 530.00
YVR | PHL | WestJet | 1 stop (YYC) | 09:30 | 17:00 | 560.00
YVR | PHL | United Airlines | 1 stop (SFO) | 11:00 | 18:30 | 590.00
YVR | PHL | American Airlines | Non-stop | 12:30 | 20:00 | 550.00
YVR | PHL | Delta Air Lines | 1 stop (SEA) | 14:00 | 21:30 | 580.00
YVR | PHL | Alaska Airlines | 1 stop (PDX) | 15:30 | 22:45 | 520.00
YVR | PHL | Frontier Airlines | 1 stop (DEN) | 17:00 | 00:15 | 500.00
YVR | PHL | Spirit Airlines | 1 stop (LAS) | 18:30 | 01:45 | 480.00


Here are the 16 flight plans:

PHL | VIE | Lufthansa | 1 (FRA) | 08:00 | 18:30 | 850.00
PHL | VIE | Austrian | 0 | 10:30 | 16:15 | 950.00
PHL | VIE | American | 1 (CDG) | 12:45 | 21:10 | 720.00
PHL | VIE | United | 1 (EWR) | 14:15 | 22:40 | 800.00
PHL | VIE | Turkish | 1 (IST) | 16:00 | 00:30 | 650.00
PHL | VIE | Swiss | 1 (ZRH) | 17:30 | 02:00 | 780.00
PHL | VIE | British Airways | 1 (LHR) | 19:00 | 04:30 | 820.00
PHL | VIE | Delta | 1 (AMS) | 20:45 | 06:15 | 900.00
VIE | PHL | Austrian | 0 | 06:00 | 12:45 | 1050.00
VIE | PHL | Lufthansa | 1 (MUC) | 07:30 | 14:15 | 920.00
VIE | PHL | United | 1 (EWR) | 09:00 | 16:30 | 950.00
VIE | PHL | Turkish | 1 (IST) | 11:00 | 19:30 | 780.00
VIE | PHL | Swiss | 1 (ZRH) | 12:30 | 21:00 | 850.00
VIE | PHL | British Airways | 1 (LHR) | 14:00 | 22:30 | 900.00
VIE | PHL | Delta | 1 (AMS) | 15:30 | 00:00 | 980.00
VIE | PHL | American | 1 (CDG) | 17:00 | 02:30 | 820.00


Here are the 16 flight plans:

PHL | ZRH | American Airlines | Non-stop | 08:00 | 18:30 | 850.00
PHL | ZRH | Lufthansa | 1 stop (FRA) | 09:30 | 20:15 | 920.00
PHL | ZRH | Swiss International | Non-stop | 11:00 | 21:00 | 1,050.00
PHL | ZRH | United Airlines | 1 stop (EWR) | 12:30 | 22:45 | 980.00
PHL | ZRH | Delta Air Lines | 2 stops (ATL, CDG) | 14:00 | 00:30 | 1,200.00
PHL | ZRH | British Airways | 1 stop (LHR) | 15:30 | 01:15 | 1,100.00
PHL | ZRH | Turkish Airlines | 1 stop (IST) | 17:00 | 02:45 | 1,050.00
PHL | ZRH | KLM Royal Dutch | 1 stop (AMS) | 19:00 | 04:30 | 1,000.00
ZRH | PHL | Swiss International | Non-stop | 08:00 | 11:00 | 900.00
ZRH | PHL | Lufthansa | 1 stop (FRA) | 09:30 | 13:15 | 950.00
ZRH | PHL | American Airlines | 1 stop (CDG) | 11:00 | 15:00 | 1,020.00
ZRH | PHL | United Airlines | 1 stop (EWR) | 12:30 | 16:45 | 1,030.00
ZRH | PHL | Delta Air Lines | 2 stops (ATL, BOS) | 14:00 | 20:30 | 1,250.00
ZRH | PHL | British Airways | 1 stop (LHR) | 15:30 | 21:15 | 1,150.00
ZRH | PHL | Turkish Airlines | 1 stop (IST) | 17:00 | 23:45 | 1,100.00
ZRH | PHL | KLM Royal Dutch | 1 stop (AMS) | 19:00 | 02:30 | 1,050.00
